GMID,Name,School,Year,Grade,PerRimABlkd,Per2PJABlkd,Per3PABlkd,PerRimMissesRbded,Per2PJMissesRbded,Per3PMissesRbded,PerS2APB,PerL2PAPB,PerPBDunked
30804,T.J. Diop,Seattle,2012,Sr,0.00%,0.00%,0.00%,66.67%,37.50%,100.00%,21.43%,0.00%,0.00%
23783,Jarell Flora,Seattle,2012,So,4.88%,0.00%,0.00%,46.67%,33.33%,32.56%,19.51%,0.00%,0.00%
15590,Louis Green,Seattle,2012,Sr,4.49%,12.12%,NA,38.24%,35.00%,NA,12.36%,3.03%,0.00%
30801,Prince Obasi,Seattle,2012,Sr,9.38%,9.43%,1.45%,48.98%,33.33%,38.78%,4.17%,7.55%,0.00%
42795,D'Vonne Pickett,Seattle,2012,Jr,7.61%,12.20%,0.00%,40.00%,39.29%,25.81%,2.17%,2.44%,0.00%
23784,Chad Rasmussen,Seattle,2012,Sr,12.00%,5.00%,0.58%,69.23%,35.71%,35.78%,16.00%,2.50%,0.00%
30803,Deshaun Sunderhaus,Seattle,2012,Fr,7.69%,5.88%,0.00%,42.59%,32.69%,28.57%,12.82%,7.06%,9.52%
30802,Allen Tate,Seattle,2012,Sr,5.88%,3.03%,0.00%,57.89%,57.89%,50.00%,23.53%,3.03%,11.11%
6965,Clarence Trent,Seattle,2012,Jr,6.25%,9.52%,0.00%,37.25%,33.33%,39.13%,20.54%,3.17%,8.00%
42796,David Trimble,Seattle,2012,Fr,0.00%,0.00%,NA,NA,100.00%,NA,100.00%,0.00%,0.00%
22430,Patrik Auda,Seton Hall,2012,RS-Jr,0.00%,22.22%,0.00%,28.57%,50.00%,33.33%,12.00%,0.00%,0.00%
28960,Aaron Cosby,Seton Hall,2012,So,17.39%,7.14%,1.32%,42.86%,37.50%,34.74%,1.45%,4.76%,0.00%
9413,Fuquan Edwin,Seton Hall,2012,Jr,14.02%,7.56%,0.00%,39.19%,40.74%,19.54%,8.54%,3.36%,0.00%
22431,Aaron Geramipoor,Seton Hall,2012,Jr,22.22%,0.00%,NA,30.00%,0.00%,NA,38.89%,0.00%,0.00%
28963,Kevin Johnson,Seton Hall,2012,Fr,27.27%,100.00%,NA,53.85%,0.00%,NA,31.82%,0.00%,0.00%
27433,Haralds Karlis,Seton Hall,2012,So,10.00%,25.00%,0.00%,42.86%,57.14%,27.03%,0.00%,0.00%,NA
48859,Connor Laverty,Seton Hall,2012,Sr,NA,NA,NA,NA,NA,NA,NA,NA,NA
42395,Tom Maayan,Seton Hall,2012,Fr,14.81%,20.00%,0.00%,35.71%,50.00%,29.41%,0.00%,0.00%,NA
28959,Brandon Mobley,Seton Hall,2012,So,10.91%,9.38%,1.69%,31.82%,29.41%,8.82%,16.36%,6.25%,0.00%
3743,Brian Oliver,Seton Hall,2012,Jr,4.35%,10.00%,0.00%,42.86%,41.86%,32.43%,21.74%,4.00%,0.00%
18141,Kyle Smyth,Seton Hall,2012,Sr,0.00%,0.00%,0.88%,40.00%,25.00%,22.22%,30.00%,0.00%,0.00%
7509,Gene Teague,Seton Hall,2012,Jr,10.16%,6.25%,NA,30.56%,30.00%,NA,16.04%,0.00%,0.00%
28962,Freddie Wilson,Seton Hall,2012,So,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,NA,NA
44155,Ice Asortse,Stephen F. Austin,2012,Jr,0.00%,22.22%,NA,100.00%,42.86%,NA,11.11%,0.00%,0.00%
31841,Hal Bateman,Stephen F. Austin,2012,Sr,7.25%,8.25%,0.00%,29.03%,29.41%,30.77%,0.00%,2.06%,0.00%
44156,"Rex Baxter, Jr.",Stephen F. Austin,2012,Fr,NA,NA,0.00%,NA,NA,100.00%,NA,NA,NA
22989,Antonio Bostic,Stephen F. Austin,2012,Sr,18.42%,2.42%,0.96%,58.82%,38.14%,44.29%,5.26%,1.21%,0.00%
31842,Joe Bright,Stephen F. Austin,2012,Sr,0.00%,0.00%,NA,NA,0.00%,NA,100.00%,0.00%,0.00%
44158,Nikola Gajic,Stephen F. Austin,2012,Jr,0.00%,9.09%,0.00%,50.00%,12.50%,44.44%,16.67%,0.00%,0.00%
44159,Jared Harrison,Stephen F. Austin,2012,Jr,NA,66.67%,0.00%,NA,100.00%,37.50%,NA,0.00%,NA
22992,Desmond Haymon,Stephen F. Austin,2012,Jr,7.95%,10.94%,2.13%,50.00%,45.24%,36.07%,9.09%,3.13%,0.00%
31847,Jacob Parker,Stephen F. Austin,2012,So,8.16%,10.81%,4.76%,53.33%,18.75%,27.78%,18.37%,5.41%,7.69%
44160,Adam Perez,Stephen F. Austin,2012,Fr,NA,0.00%,0.00%,NA,0.00%,100.00%,NA,0.00%,NA
44161,Trey Pinkney,Stephen F. Austin,2012,Fr,30.77%,22.22%,0.00%,36.36%,25.00%,42.86%,0.00%,0.00%,NA
31848,Taylor Smith,Stephen F. Austin,2012,Sr,7.73%,7.02%,NA,40.68%,21.88%,NA,11.59%,5.26%,3.33%
44162,Danilo Toskovic,Stephen F. Austin,2012,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
44163,Deshaunt Walker,Stephen F. Austin,2012,Jr,28.57%,0.00%,4.76%,20.00%,30.00%,36.36%,14.29%,0.00%,0.00%
31849,Thomas Walkup,Stephen F. Austin,2012,Fr,15.15%,0.00%,0.00%,48.28%,38.46%,57.14%,22.73%,0.00%,0.00%
18407,O.D. Anosike,Siena,2012,Sr,13.39%,5.63%,0.00%,39.18%,43.75%,0.00%,21.43%,1.41%,6.12%
44563,Rich Audu,Siena,2012,Fr,20.00%,29.17%,0.00%,50.00%,41.18%,29.63%,0.00%,4.17%,0.00%
44560,Brett Bisping,Siena,2012,Fr,16.00%,9.52%,5.26%,18.18%,6.67%,25.00%,16.00%,0.00%,0.00%
23913,Rakeem Brookins,Siena,2012,Jr,25.00%,5.26%,1.23%,47.06%,42.11%,29.03%,3.13%,0.00%,0.00%
23911,Trenity Burdine,Siena,2012,So,7.46%,2.63%,0.00%,40.00%,33.33%,16.67%,10.45%,5.26%,0.00%
23912,Steven Cruz,Siena,2012,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
31446,Lionel Gomis,Siena,2012,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
31447,Marcus Hopper,Siena,2012,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
31445,Evan Hymes,Siena,2012,So,12.86%,13.33%,1.18%,35.00%,41.30%,26.36%,0.00%,0.00%,0.00%
44561,Chris Leppanen,Siena,2012,Fr,14.29%,50.00%,0.00%,50.00%,100.00%,NA,0.00%,0.00%,NA
18402,Davis Martens,Siena,2012,Sr,22.92%,6.45%,0.00%,42.31%,15.00%,0.00%,22.92%,3.23%,8.33%
44562,Ryan Oliver,Siena,2012,Fr,0.00%,0.00%,0.00%,0.00%,62.50%,15.79%,0.00%,0.00%,NA
31449,Rob Poole,Siena,2012,So,12.77%,7.14%,0.00%,61.90%,44.44%,33.33%,8.51%,2.38%,0.00%
31450,Imoh Silas,Siena,2012,Fr,12.50%,15.00%,NA,50.00%,35.71%,NA,23.21%,0.00%,23.08%
31373,Michael Birts,SIU-Edwardsville,2012,So,0.00%,0.00%,NA,100.00%,0.00%,NA,66.67%,0.00%,0.00%
31371,Kris Davis,SIU-Edwardsville,2012,So,11.94%,5.62%,0.00%,25.00%,29.79%,32.43%,0.00%,3.37%,0.00%
31375,Kyle Heck,SIU-Edwardsville,2012,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
10500,Tim Johnson,SIU-Edwardsville,2012,Jr,2.78%,3.23%,0.00%,14.29%,38.89%,23.08%,27.78%,0.00%,18.18%
7407,Jerome Jones,SIU-Edwardsville,2012,Sr,4.35%,7.89%,0.83%,29.41%,42.00%,25.00%,17.39%,6.58%,0.00%
31374,Charles Joy,SIU-Edwardsville,2012,So,28.57%,20.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%
23618,Ray Lester,SIU-Edwardsville,2012,Jr,14.71%,37.50%,NA,56.25%,23.08%,NA,14.71%,0.00%,0.00%
22457,Michael Messer,SIU-Edwardsville,2012,So,23.40%,14.55%,0.00%,34.78%,37.50%,35.29%,10.64%,3.64%,0.00%
22454,Reggie Reed,SIU-Edwardsville,2012,Sr,25.00%,11.11%,0.00%,57.14%,37.50%,33.33%,0.00%,0.00%,NA
11880,Zeke Schneider,SIU-Edwardsville,2012,Sr,0.00%,0.00%,NA,0.00%,0.00%,NA,50.00%,0.00%,0.00%
31372,Derian Shaffer,SIU-Edwardsville,2012,Sr,6.35%,8.93%,NA,14.81%,14.71%,NA,34.92%,7.14%,0.00%
22368,Maurice Wiltz,SIU-Edwardsville,2012,So,9.09%,0.00%,0.00%,28.57%,33.33%,33.33%,0.00%,0.00%,NA
11878,Mark Yelovich,SIU-Edwardsville,2012,Sr,9.84%,4.55%,0.00%,39.29%,27.27%,28.57%,14.75%,0.76%,0.00%
42541,Brian Bernardi,Southern Methodist,2012,Fr,11.11%,0.00%,1.96%,50.00%,37.50%,35.48%,0.00%,0.00%,NA
30757,Cannen Cunningham,Southern Methodist,2012,So,11.36%,1.69%,0.00%,53.13%,33.33%,10.00%,20.45%,2.54%,0.00%
42542,Jordan Dickerson,Southern Methodist,2012,Fr,50.00%,0.00%,NA,50.00%,40.00%,NA,50.00%,0.00%,0.00%
30758,"Kevin Dunleavy, Jr.",Southern Methodist,2012,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
9042,London Giles,Southern Methodist,2012,Sr,20.00%,15.00%,0.00%,0.00%,30.77%,33.33%,0.00%,0.00%,NA
7958,Marcus Holyfield,Southern Methodist,2012,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
30759,Jalen Jones,Southern Methodist,2012,So,11.76%,7.55%,0.00%,46.03%,41.03%,40.00%,20.86%,8.49%,6.25%
30760,Ryan Manuel,Southern Methodist,2012,So,13.22%,12.22%,5.26%,43.48%,39.39%,28.57%,4.13%,3.33%,12.50%
42544,Uche Ofoegbu,Southern Methodist,2012,Fr,40.00%,0.00%,NA,50.00%,28.57%,NA,0.00%,9.09%,0.00%
4211,Nick Russell,Southern Methodist,2012,Jr,13.75%,3.42%,2.60%,50.00%,35.48%,37.74%,3.75%,0.38%,25.00%
3532,Shawn Williams,Southern Methodist,2012,Jr,14.93%,3.70%,0.00%,36.36%,28.21%,37.04%,19.40%,7.41%,0.00%
42545,Garrett Wilson,Southern Methodist,2012,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
3805,Antoine Allen,South Alabama,2012,Jr,14.29%,13.04%,0.71%,52.00%,41.82%,40.59%,8.16%,1.45%,0.00%
31701,Mychal Ammons,South Alabama,2012,So,11.86%,7.58%,0.00%,49.09%,42.22%,24.39%,21.19%,4.55%,0.00%
8537,Trey Anderson,South Alabama,2012,Sr,15.38%,11.76%,0.00%,35.29%,25.00%,52.63%,15.38%,0.00%,0.00%
20294,Javier Carter,South Alabama,2012,Sr,6.25%,4.69%,0.00%,29.17%,30.00%,0.00%,23.75%,6.25%,17.39%
23680,Dre Conner,South Alabama,2012,Jr,9.68%,9.09%,0.00%,55.56%,17.65%,21.21%,0.00%,0.00%,NA
31702,Freddie Goldstein,South Alabama,2012,Sr,5.00%,6.06%,0.00%,54.55%,29.17%,38.36%,0.00%,0.00%,NA
43445,Viktor Juricek,South Alabama,2012,Fr,100.00%,0.00%,0.00%,66.67%,NA,40.00%,33.33%,0.00%,0.00%
43446,Gregoryshon Magee,South Alabama,2012,Jr,0.00%,0.00%,NA,NA,0.00%,NA,100.00%,0.00%,0.00%
9956,Xavier Roberson,South Alabama,2012,Jr,20.00%,6.25%,0.00%,45.45%,0.00%,67.65%,10.00%,0.00%,0.00%
20288,Augustine Rubit,South Alabama,2012,Jr,7.65%,6.32%,0.00%,37.35%,38.39%,50.00%,21.31%,4.21%,0.00%
43447,Barrington Stevens III,South Alabama,2012,Fr,27.78%,3.70%,0.00%,33.33%,46.67%,34.62%,5.56%,0.00%,0.00%
13704,Wendell Wright,South Alabama,2012,Sr,25.00%,100.00%,NA,50.00%,100.00%,NA,0.00%,0.00%,NA
44460,Louis Adams,South Carolina State,2012,Jr,3.28%,5.36%,3.28%,44.44%,38.46%,30.00%,1.64%,0.00%,0.00%
46379,Joshua Benjamin,South Carolina State,2012,Fr,NA,0.00%,NA,NA,0.00%,NA,NA,0.00%,NA
44461,Randall Black,South Carolina State,2012,Jr,25.00%,9.09%,0.00%,66.67%,44.44%,25.00%,25.00%,0.00%,0.00%
44462,Chasen Campbell,South Carolina State,2012,Jr,0.00%,11.11%,0.00%,0.00%,15.38%,38.46%,20.00%,11.11%,0.00%
48863,Phillip Henry,South Carolina State,2012,Fr,0.00%,0.00%,0.00%,0.00%,33.33%,42.86%,0.00%,0.00%,NA
44463,Matthew Hezekiah,South Carolina State,2012,Jr,5.33%,4.29%,NA,41.86%,32.14%,NA,20.67%,7.86%,7.14%
31600,Devin Joint,South Carolina State,2012,So,24.39%,11.76%,0.00%,78.95%,33.33%,50.00%,21.95%,0.00%,0.00%
44464,Terrance Linton,South Carolina State,2012,Fr,NA,0.00%,0.00%,NA,50.00%,33.33%,NA,0.00%,NA
44465,Shaquille Mitchell,South Carolina State,2012,Fr,19.70%,11.36%,1.89%,39.58%,41.67%,24.39%,15.15%,2.27%,0.00%
44466,Patrick Myers,South Carolina State,2012,Fr,17.07%,9.30%,2.38%,43.48%,36.36%,33.33%,19.51%,4.65%,0.00%
44467,Darryl Palmer,South Carolina State,2012,Fr,11.11%,2.22%,1.79%,58.82%,31.75%,31.58%,20.20%,1.11%,14.29%
31603,Luka Radovic,South Carolina State,2012,So,21.95%,5.71%,0.00%,50.00%,45.00%,53.85%,21.95%,2.86%,0.00%
15910,Theron Stephens,South Carolina State,2012,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
19659,Khalif Toombs,South Carolina State,2012,Sr,9.20%,5.33%,0.83%,46.67%,33.96%,34.62%,0.00%,0.00%,NA
26660,Michael Carrera,South Carolina,2012,Fr,12.73%,30.17%,0.00%,61.11%,55.26%,41.67%,21.82%,16.38%,0.00%
25778,Laimonas Chatkevicius,South Carolina,2012,Fr,8.00%,0.00%,0.00%,55.56%,21.43%,28.57%,32.00%,11.36%,7.69%
46371,Austin Constable,South Carolina,2012,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
9395,Bruce Ellington,South Carolina,2012,Jr,6.82%,3.33%,2.86%,39.13%,38.10%,33.33%,9.09%,1.11%,0.00%
5878,Lakeem Jackson,South Carolina,2012,Sr,7.81%,9.43%,0.00%,31.25%,50.00%,0.00%,18.75%,11.32%,4.17%
44076,Mindaugas Kacinas,South Carolina,2012,Fr,8.57%,9.30%,6.25%,58.33%,41.67%,7.69%,40.00%,9.30%,0.00%
24238,Damien Leonard,South Carolina,2012,So,20.00%,2.50%,0.00%,33.33%,44.00%,43.48%,0.00%,7.50%,0.00%
22884,LaShay Page,South Carolina,2012,Sr,50.00%,5.71%,0.00%,50.00%,40.91%,46.43%,0.00%,5.71%,0.00%
32190,Shane Phillips,South Carolina,2012,Sr,NA,0.00%,0.00%,NA,NA,0.00%,NA,0.00%,NA
23350,Brian Richardson,South Carolina,2012,Jr,12.50%,12.73%,0.00%,50.00%,36.11%,36.51%,6.25%,7.27%,0.00%
9377,R.J. Slawson,South Carolina,2012,Jr,2.78%,10.42%,0.00%,71.43%,35.29%,20.00%,33.33%,10.42%,17.65%
23352,Eric Smith,South Carolina,2012,Jr,19.44%,9.09%,3.08%,61.11%,42.59%,25.00%,2.78%,1.30%,0.00%
46372,Brian Steele,South Carolina,2012,Fr,0.00%,0.00%,14.29%,100.00%,0.00%,40.00%,100.00%,0.00%,0.00%
43158,Jake Bittle,South Dakota State,2012,Fr,0.00%,8.33%,0.00%,50.00%,37.50%,41.67%,0.00%,0.00%,NA
13289,Brayden Carlson,South Dakota State,2012,Jr,7.27%,9.52%,0.00%,37.50%,17.86%,26.92%,9.09%,2.38%,0.00%
23106,Jordan Dykstra,South Dakota State,2012,Jr,4.35%,7.14%,1.77%,47.62%,17.44%,19.05%,18.84%,5.56%,0.00%
31558,Joey Feilmeier,South Dakota State,2012,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
13304,Tony Fiegen,South Dakota State,2012,Sr,6.45%,3.95%,NA,37.50%,34.18%,NA,15.05%,2.63%,0.00%
23107,Marcus Heemstra,South Dakota State,2012,Jr,11.11%,9.09%,NA,50.00%,22.22%,NA,27.78%,2.27%,0.00%
31557,Zach Horstman,South Dakota State,2012,So,25.00%,0.00%,0.00%,0.00%,0.00%,22.22%,25.00%,0.00%,0.00%
31556,Cory Jacobsen,South Dakota State,2012,Fr,0.00%,NA,0.00%,0.00%,NA,33.33%,0.00%,NA,NA
31553,Taevaunn Prince,South Dakota State,2012,So,17.65%,13.79%,0.00%,33.33%,40.91%,33.33%,11.76%,3.45%,0.00%
13290,Chad White,South Dakota State,2012,Jr,5.13%,0.00%,0.61%,14.29%,37.50%,31.58%,20.51%,0.00%,0.00%
13301,Nate Wolters,South Dakota State,2012,Sr,7.04%,3.55%,1.88%,34.69%,30.53%,38.14%,4.93%,1.78%,0.00%
23713,Jared Bartling,South Dakota,2012,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
14023,Jordan Boots,South Dakota,2012,Sr,18.18%,9.09%,0.00%,40.00%,11.11%,23.68%,0.00%,0.00%,NA
31561,Brandon Bos,South Dakota,2012,So,8.89%,4.41%,1.03%,36.36%,35.90%,10.91%,11.11%,2.94%,0.00%
43153,Tyler Flack,South Dakota,2012,Fr,5.26%,10.17%,0.00%,25.00%,26.83%,0.00%,13.16%,8.47%,10.00%
23422,Jack Foley,South Dakota,2012,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
23712,Trevor Gruis,South Dakota,2012,Jr,4.60%,4.51%,NA,37.50%,34.29%,NA,9.20%,3.76%,7.69%
43154,Casey Kasperbauer,South Dakota,2012,Fr,33.33%,3.03%,1.56%,25.00%,18.75%,24.32%,0.00%,0.00%,NA
23292,Juevol Myles,South Dakota,2012,Jr,13.40%,7.23%,0.00%,35.42%,33.33%,24.00%,5.15%,0.00%,0.00%
43156,Eric Robertson,South Dakota,2012,Fr,0.00%,0.00%,0.00%,0.00%,0.00%,19.05%,0.00%,0.00%,NA
43157,Karim Rowson,South Dakota,2012,Jr,7.27%,6.00%,0.00%,46.94%,24.32%,25.00%,10.91%,2.00%,0.00%
23420,Steve Tecker,South Dakota,2012,Jr,13.04%,2.22%,0.00%,23.08%,14.81%,50.00%,13.04%,2.22%,0.00%
28984,Musa Abdul-Aleem,South Florida,2012,So,40.00%,16.67%,0.00%,37.50%,33.33%,50.00%,30.00%,0.00%,0.00%
20297,Martino Brock,South Florida,2012,Jr,15.71%,4.65%,0.00%,43.24%,17.86%,44.44%,11.43%,2.33%,0.00%
28980,Anthony Collins,South Florida,2012,So,19.40%,7.86%,13.64%,39.39%,23.66%,46.15%,0.00%,0.00%,NA
49424,Mike Dakkak,South Florida,2012,Sr,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,NA
6421,Toarlyn Fitzpatrick,South Florida,2012,Sr,22.62%,8.82%,0.00%,19.51%,19.23%,24.07%,13.10%,0.00%,0.00%
42396,Javontae Hawkins,South Florida,2012,Fr,6.67%,21.74%,0.00%,28.57%,47.37%,27.78%,16.67%,4.35%,0.00%
42397,Zach LeDay,South Florida,2012,Fr,25.00%,19.44%,0.00%,31.25%,28.57%,31.25%,15.00%,2.78%,0.00%
32155,Mike Mccloskey,South Florida,2012,Sr,NA,NA,0.00%,NA,NA,0.00%,NA,NA,NA
6420,Shaun Noriega,South Florida,2012,RS-Sr,0.00%,0.00%,2.94%,0.00%,42.86%,40.91%,0.00%,0.00%,NA
28982,Jordan Omogbehin,South Florida,2012,Fr,33.33%,NA,NA,20.00%,NA,NA,0.00%,NA,NA
22435,Jawanza Poland,South Florida,2012,Sr,13.75%,2.50%,0.00%,31.25%,27.59%,27.59%,20.00%,0.00%,6.25%
6681,Victor Rudd,South Florida,2012,Jr,8.60%,3.66%,2.38%,42.86%,33.96%,27.91%,6.45%,1.22%,0.00%
7824,Kore White,South Florida,2012,Sr,21.62%,7.14%,0.00%,35.00%,27.27%,0.00%,21.62%,0.00%,0.00%
43112,Colin Ferguson,Southeast Missouri State,2012,Fr,0.00%,0.00%,NA,0.00%,33.33%,NA,0.00%,0.00%,NA
46411,Matt Floyd,Southeast Missouri State,2012,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
31377,Nino Johnson,Southeast Missouri State,2012,So,8.33%,11.34%,0.00%,43.59%,22.95%,33.33%,14.39%,6.19%,12.00%
43113,A.J. Jones,Southeast Missouri State,2012,Jr,13.89%,12.33%,0.00%,51.85%,15.09%,30.30%,11.11%,2.74%,0.00%
22487,Nick Niemczyk,Southeast Missouri State,2012,Sr,18.75%,6.12%,0.00%,71.43%,25.81%,27.14%,0.00%,0.00%,NA
12105,Lucas Nutt,Southeast Missouri State,2012,Jr,10.00%,20.00%,0.00%,33.33%,25.00%,26.92%,2.50%,0.00%,0.00%
9959,Michael Porter,Southeast Missouri State,2012,Jr,25.00%,0.00%,NA,0.00%,50.00%,NA,25.00%,0.00%,0.00%
12106,Marland Smith,Southeast Missouri State,2012,Sr,18.97%,12.82%,0.00%,44.44%,32.00%,27.27%,8.62%,0.00%,0.00%
4223,Tyler Stone,Southeast Missouri State,2012,Jr,3.68%,5.00%,0.00%,35.29%,25.90%,20.59%,13.24%,3.64%,11.54%
43115,Jacob Tolbert,Southeast Missouri State,2012,Fr,0.00%,0.00%,NA,50.00%,100.00%,NA,33.33%,50.00%,0.00%
43114,Jared White,Southeast Missouri State,2012,Fr,40.00%,0.00%,0.00%,28.57%,57.14%,100.00%,10.00%,0.00%,0.00%
31378,Corey Wilford,Southeast Missouri State,2012,Sr,12.16%,8.57%,0.54%,24.24%,39.02%,26.42%,4.05%,11.43%,0.00%
22982,Antonnio Benton,Southeastern Louisiana,2012,Jr,10.81%,7.32%,0.00%,23.08%,32.00%,11.11%,21.62%,7.32%,0.00%
22984,Jeremy Campbell,Southeastern Louisiana,2012,Jr,40.00%,9.38%,0.00%,50.00%,40.91%,0.00%,10.00%,6.25%,0.00%
22417,Dre Evans,Southeastern Louisiana,2012,Jr,21.43%,5.88%,0.00%,38.46%,33.96%,16.92%,0.00%,0.00%,0.00%
21823,Brandon Fortenberry,Southeastern Louisiana,2012,Sr,8.60%,7.89%,0.00%,35.14%,29.11%,20.22%,4.30%,1.75%,0.00%
44151,Jamaal James,Southeastern Louisiana,2012,Jr,0.00%,40.00%,NA,33.33%,25.00%,NA,0.00%,0.00%,NA
21833,Roosevelt Johnson,Southeastern Louisiana,2012,Sr,9.60%,11.38%,0.00%,37.93%,30.34%,0.00%,12.00%,11.38%,0.00%
31838,Todd Nelson,Southeastern Louisiana,2012,Sr,25.00%,8.70%,0.00%,50.00%,15.79%,27.87%,0.00%,4.35%,0.00%
22987,Onochie Ochie,Southeastern Louisiana,2012,So,6.67%,9.09%,0.00%,25.00%,31.58%,10.00%,13.33%,3.03%,0.00%
31840,Jan Petrovcic,Southeastern Louisiana,2012,Sr,40.00%,0.00%,NA,25.00%,16.67%,NA,40.00%,0.00%,0.00%
44152,Jeffery Ricard,Southeastern Louisiana,2012,Jr,17.19%,9.60%,0.00%,40.74%,36.71%,30.19%,6.25%,0.80%,0.00%
44153,Roger Woods,Southeastern Louisiana,2012,Fr,6.06%,21.62%,0.00%,27.27%,38.10%,0.00%,6.06%,8.11%,0.00%
30352,Greg Allen,USC,2012,Sr,NA,0.00%,0.00%,NA,50.00%,33.33%,NA,0.00%,NA
4288,James Blasczyk,USC,2012,Sr,16.67%,0.00%,NA,75.00%,12.50%,NA,25.00%,8.33%,25.00%
42490,Chass Bryan,USC,2012,Fr,33.33%,6.67%,0.00%,16.67%,42.86%,10.00%,0.00%,0.00%,NA
28991,Dewayne Dedmon,USC,2012,Jr,5.88%,2.08%,0.00%,41.67%,20.69%,0.00%,27.94%,2.08%,23.81%
10442,Jio Fontan,USC,2012,Sr,16.90%,6.31%,1.09%,42.22%,29.73%,20.63%,0.00%,0.00%,NA
3870,Aaron Fuller,USC,2012,Sr,5.45%,12.82%,NA,26.32%,29.63%,NA,23.64%,10.26%,0.00%
42491,Strahinja Gavrilovic,USC,2012,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
22879,Omar Oraby,USC,2012,Jr,2.27%,16.67%,NA,50.00%,29.63%,NA,13.64%,0.00%,25.00%
3671,Ari Stewart,USC,2012,Jr,0.00%,4.55%,0.00%,100.00%,14.29%,45.45%,0.00%,9.09%,0.00%
42492,Brendyn Taylor,USC,2012,Fr,NA,0.00%,0.00%,NA,0.00%,50.00%,NA,0.00%,NA
9350,J.T. Terrell,USC,2012,Jr,6.67%,7.32%,1.14%,52.63%,31.03%,30.09%,4.44%,2.44%,25.00%
30354,Byron Wesley,USC,2012,So,10.34%,8.85%,0.00%,44.44%,30.38%,28.13%,4.60%,4.42%,0.00%
9548,Eric Wise,USC,2012,Sr,9.20%,4.02%,0.00%,42.86%,28.30%,17.86%,17.24%,1.72%,0.00%
5920,Renaldo Woolridge,USC,2012,Sr,25.00%,0.00%,0.00%,66.67%,33.33%,0.00%,50.00%,0.00%,0.00%
42608,"Anthony Beane, Jr.",Southern Illinois,2012,Fr,7.69%,4.14%,0.00%,41.67%,40.86%,32.56%,0.00%,1.38%,0.00%
49217,Calvin Belts,Southern Illinois,2012,Fr,NA,0.00%,NA,NA,0.00%,NA,NA,0.00%,NA
46398,Ryan Bonifield,Southern Illinois,2012,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
7514,Kendal Brown-Surles,Southern Illinois,2012,Sr,0.00%,3.23%,0.00%,33.33%,29.17%,33.78%,0.00%,0.00%,0.00%
30501,Antonio Bryer,Southern Illinois,2012,So,10.00%,0.00%,NA,50.00%,20.00%,NA,30.00%,0.00%,0.00%
30502,Tiel Daniels,Southern Illinois,2012,So,4.65%,9.30%,NA,41.38%,30.43%,NA,9.30%,13.95%,0.00%
23511,Davante Drinkard,Southern Illinois,2012,Jr,8.00%,16.67%,NA,30.00%,33.33%,NA,24.00%,0.00%,16.67%
30503,Jeff Early,Southern Illinois,2012,Sr,5.69%,7.30%,0.00%,31.91%,32.43%,26.67%,11.38%,6.57%,17.39%
10108,Desmar Jackson,Southern Illinois,2012,Jr,2.91%,3.31%,0.88%,41.67%,42.86%,25.64%,15.53%,2.65%,10.00%
30505,T.J. Lindsay,Southern Illinois,2012,Sr,19.05%,3.57%,0.00%,33.33%,34.78%,16.67%,4.76%,0.00%,0.00%
46399,Colby Long,Southern Illinois,2012,Jr,0.00%,50.00%,0.00%,NA,0.00%,0.00%,0.00%,0.00%,NA
42611,Jalen Pendleton,Southern Illinois,2012,Fr,9.09%,18.52%,0.00%,31.58%,68.75%,18.75%,11.36%,7.41%,0.00%
30507,Josh Swan,Southern Illinois,2012,So,19.35%,3.33%,0.00%,35.29%,42.86%,0.00%,3.23%,6.67%,0.00%
4009,Diamond Taylor,Southern Illinois,2012,Jr,50.00%,NA,NA,0.00%,NA,NA,0.00%,NA,NA
42546,Daveon Boardingham,Southern Mississippi,2012,Jr,7.37%,13.58%,0.00%,44.44%,46.94%,0.00%,13.68%,20.99%,3.33%
42547,Jerrold Brooks,Southern Mississippi,2012,Jr,14.81%,6.67%,2.75%,50.00%,38.64%,38.26%,0.00%,2.67%,0.00%
42548,Norville Carey,Southern Mississippi,2012,Fr,12.12%,15.38%,NA,53.33%,37.93%,NA,12.12%,11.54%,0.00%
42549,Jamie Chapman,Southern Mississippi,2012,Fr,NA,0.00%,NA,NA,0.00%,NA,NA,0.00%,NA
