GMID,Name,School,Year,AST,A2PJ,S2P,A3P,DunkAss,TO,TOFoul,TOSteal,TOMisc
20556,Julian Boyd,Long Island,2010,6,0,4,2,2,2,0,1,1
20556,Julian Boyd,Long Island,2011,1,0,0,1,4,4,1,1,2
20556,Julian Boyd,Long Island,2012,2,0,1,1,1,1,0,1,0
20557,Kenny Onyechi,Long Island,2009,0,0,0,0,2,2,0,1,1
20557,Kenny Onyechi,Long Island,2010,0,0,0,0,1,1,1,0,0
20557,Kenny Onyechi,Long Island,2011,1,0,0,1,2,2,0,0,2
20557,Kenny Onyechi,Long Island,2012,0,0,0,0,0,0,0,0,0
20558,Kurt Joseph,Long Island,2009,NA,NA,NA,NA,NA,0,NA,NA,NA
20558,Kurt Joseph,Long Island,2010,NA,NA,NA,NA,NA,0,NA,NA,NA
20558,Kurt Joseph,Long Island,2011,0,0,0,0,1,1,0,0,1
20559,Kyle Johnson,Long Island,2009,5,0,2,3,2,2,0,0,2
20559,Kyle Johnson,Long Island,2010,2,1,0,1,3,3,1,1,1
20560,Michael Culpo,Long Island,2009,2,0,1,1,3,3,0,2,1
20560,Michael Culpo,Long Island,2010,1,0,1,0,1,1,0,1,0
20560,Michael Culpo,Long Island,2011,1,0,1,0,1,1,1,0,0
20561,Miguel Bocachica,Long Island,2009,0,0,0,0,0,0,0,0,0
20562,Milos Nikolic,Long Island,2009,0,0,0,0,0,0,0,0,0
20562,Milos Nikolic,Long Island,2010,NA,NA,NA,NA,NA,0,NA,NA,NA
20565,Jamal White,St. John's,2011,NA,NA,NA,NA,NA,0,NA,NA,NA
20602,Dutch Gaitley,Monmouth,2009,0,0,0,0,0,0,0,0,0
20602,Dutch Gaitley,Temple,2010,0,0,0,0,0,0,0,0,0
20603,Ed Waite,Monmouth,2009,0,0,0,0,0,0,0,0,0
20603,Ed Waite,Monmouth,2010,1,0,0,1,2,2,1,1,0
20603,Ed Waite,Monmouth,2011,7,2,2,3,8,8,1,0,7
20603,Ed Waite,Monmouth,2012,2,0,1,1,9,9,2,3,4
20604,George Barbour,Monmouth,2009,0,0,0,0,0,0,0,0,0
20605,James Hett,Monmouth,2009,0,0,0,0,0,0,0,0,0
20605,James Hett,Monmouth,2010,5,0,3,2,2,2,0,1,1
20606,Kevin Schafer,Monmouth,2009,NA,NA,NA,NA,NA,0,NA,NA,NA
20607,Marcus Ware,Monmouth,2009,NA,NA,NA,NA,NA,0,NA,NA,NA
20607,Marcus Ware,Monmouth,2010,1,0,0,1,0,0,0,0,0
20607,Marcus Ware,Monmouth,2011,0,0,0,0,0,0,0,0,0
20607,Marcus Ware,Monmouth,2012,2,0,1,1,3,3,1,0,2
20607,Marcus Ware,Niagara,2013,1,0,1,0,2,2,0,0,2
20608,Mike Myers Keitt,Monmouth,2009,0,0,0,0,0,0,0,0,0
20608,Mike Myers Keitt,Monmouth,2010,0,0,0,0,1,1,0,1,0
20608,Mike Myers Keitt,Monmouth,2011,3,1,0,2,7,7,0,2,5
20609,Nick DelTufo,Monmouth,2009,0,0,0,0,0,0,0,0,0
20609,Nick DelTufo,Monmouth,2010,0,0,0,0,1,1,0,0,1
20610,R.J. Rutledge,Monmouth,2009,0,0,0,0,0,0,0,0,0
20610,R.J. Rutledge,Monmouth,2010,0,0,0,0,0,0,0,0,0
20611,Travis Taylor,Monmouth,2009,0,0,0,0,0,0,0,0,0
20611,Travis Taylor,Xavier,2011,8,2,3,3,28,28,7,8,13
20611,Travis Taylor,Xavier,2012,19,1,9,9,32,32,3,14,15
20612,Whitney Coleman,Monmouth,2009,0,0,0,0,0,0,0,0,0
20613,Will Campbell,Monmouth,2009,0,0,0,0,0,0,0,0,0
20613,Will Campbell,Monmouth,2010,0,0,0,0,2,2,0,1,1
20613,Will Campbell,Monmouth,2011,1,1,0,0,5,5,1,3,1
20614,Yaniv Simpson,Monmouth,2009,NA,NA,NA,NA,NA,0,NA,NA,NA
20642,Danny Thompson (2),Mount St. Mary's,2009,0,0,0,0,1,1,0,0,1
20642,Danny Thompson (2),Mount St. Mary's,2010,1,0,1,0,7,7,0,2,5
20642,Danny Thompson (2),Mount St. Mary's,2011,2,1,1,0,3,3,0,2,1
20643,David Golladay,Mount St. Mary's,2010,1,0,1,0,11,11,1,6,4
20644,Jacolby Wells,Mount St. Mary's,2009,0,0,0,0,0,0,0,0,0
20644,Jacolby Wells,Mount St. Mary's,2010,0,0,0,0,3,3,1,1,1
20644,Jacolby Wells,Mount St. Mary's,2011,0,0,0,0,0,0,0,0,0
20645,Jean Cajou,Mount St. Mary's,2009,3,1,0,2,15,15,2,10,3
20645,Jean Cajou,Mount St. Mary's,2010,1,0,0,1,1,1,0,0,1
20646,Jeremy Goode,Mount St. Mary's,2009,16,2,5,9,15,15,0,8,7
20647,Kelly Beidler,Mount St. Mary's,2009,6,0,4,2,7,7,0,5,2
20648,Kevin Jones (2),Mount St. Mary's,2009,0,0,0,0,0,0,0,0,0
20649,Kristijan Krajina,Mount St. Mary's,2009,2,1,1,0,5,5,0,2,3
20649,Kristijan Krajina,Mount St. Mary's,2011,0,0,0,0,2,2,1,1,0
20649,Kristijan Krajina,Mount St. Mary's,2012,0,0,0,0,7,7,0,3,4
20649,Kristijan Krajina,Mount St. Mary's,2013,0,0,0,0,3,3,1,2,0
20649,Kristijan Krajina,Mount St. Mary's,2014,2,0,0,2,3,3,0,3,0
20650,Lamar Trice,Mount St. Mary's,2009,4,1,2,1,5,5,0,3,2
20650,Lamar Trice,Mount St. Mary's,2010,13,2,7,4,15,15,0,8,7
20650,Lamar Trice,Mount St. Mary's,2011,0,0,0,0,0,0,0,0,0
20651,Mike Harvey,Mount St. Mary's,2009,NA,NA,NA,NA,NA,0,NA,NA,NA
20652,Oliver Brown,Mount St. Mary's,2009,0,0,0,0,0,0,0,0,0
20652,Oliver Brown,Mount St. Mary's,2010,0,0,0,0,0,0,0,0,0
20652,Oliver Brown,Mount St. Mary's,2011,0,0,0,0,0,0,0,0,0
20652,Oliver Brown,Mount St. Mary's,2012,1,0,1,0,0,0,0,0,0
20653,Pierre Brown,Mount St. Mary's,2009,3,0,1,2,5,5,0,2,3
20654,Raven Barber,Mount St. Mary's,2009,0,0,0,0,0,0,0,0,0
20654,Raven Barber,Mount St. Mary's,2010,0,0,0,0,6,6,0,4,2
20654,Raven Barber,Mount St. Mary's,2011,0,0,0,0,3,3,1,1,1
20654,Raven Barber,Mount St. Mary's,2012,0,0,0,0,1,1,0,1,0
20655,Shawn Atupem,Mount St. Mary's,2009,1,0,1,0,7,7,0,4,3
20655,Shawn Atupem,Mount St. Mary's,2010,3,1,0,2,13,13,1,6,6
20656,Tayvon Jackson,Mount St. Mary's,2009,2,0,0,2,1,1,0,0,1
20656,Tayvon Jackson,Mount St. Mary's,2010,0,0,0,0,4,4,0,2,2
20657,Will Holland,Mount St. Mary's,2009,1,1,0,0,1,1,0,0,1
20689,Dave Johnson,Quinnipiac,2009,3,1,1,1,2,2,0,1,1
20689,Dave Johnson,Quinnipiac,2010,0,0,0,0,0,0,0,0,0
20689,Dave Johnson,Quinnipiac,2011,5,1,3,1,5,5,1,1,3
20689,Dave Johnson,Quinnipiac,2012,6,0,2,4,5,5,1,4,0
20690,Eric Coggins,Quinnipiac,2009,0,0,0,0,0,0,0,0,0
20691,Evann Baker,Quinnipiac,2009,0,0,0,0,2,2,0,0,2
20692,Jamee Jackson,Quinnipiac,2009,0,0,0,0,1,1,0,0,1
20692,Jamee Jackson,Quinnipiac,2010,0,0,0,0,0,0,0,0,0
20692,Jamee Jackson,Quinnipiac,2011,2,0,1,1,7,7,0,4,3
20692,Jamee Jackson,Quinnipiac,2012,0,0,0,0,1,1,0,0,1
20693,James Feldeine,Quinnipiac,2009,4,0,4,0,4,4,0,3,1
20694,Jeremy Baker,Quinnipiac,2009,2,1,0,1,2,2,0,2,0
20695,Justin Rutty,Quinnipiac,2009,3,1,2,0,4,4,0,2,2
20695,Justin Rutty,Quinnipiac,2010,0,0,0,0,0,0,0,0,0
20696,Kevin Tarca,Quinnipiac,2009,NA,NA,NA,NA,NA,0,NA,NA,NA
20696,Kevin Tarca,Quinnipiac,2010,0,0,0,0,0,0,0,0,0
20696,Kevin Tarca,Quinnipiac,2011,0,0,0,0,0,0,0,0,0
20697,Raheem May-Thompson,Quinnipiac,2009,0,0,0,0,0,0,0,0,0
20697,Raheem May-Thompson,Quinnipiac,2010,0,0,0,0,0,0,0,0,0
20698,Ryan Bogdan,Quinnipiac,2009,0,0,0,0,0,0,0,0,0
20699,Sean Light,Quinnipiac,2009,0,0,0,0,0,0,0,0,0
20699,Sean Light,Quinnipiac,2010,NA,NA,NA,NA,NA,0,NA,NA,NA
20700,Steve Robinson,Quinnipiac,2009,0,0,0,0,0,0,0,0,0
20701,DeAndre' Bynum,Jacksonville State,2010,1,1,0,0,2,2,0,0,2
20703,Harold Washington,Canisius,2011,9,1,1,7,16,16,1,9,6
20703,Harold Washington,Canisius,2012,17,3,4,10,18,18,0,7,11
20704,James Johnson (2),Quinnipiac,2009,10,3,6,1,7,7,0,6,1
20704,James Johnson (2),Quinnipiac,2010,0,0,0,0,0,0,0,0,0
20704,James Johnson (2),Quinnipiac,2011,7,0,5,1,4,4,0,3,1
20744,Brad Piehl,Robert Morris,2009,1,0,0,1,5,5,0,2,3
20745,Coron Williams,Robert Morris,2009,2,0,1,1,1,1,0,1,0
20745,Coron Williams,Robert Morris,2010,6,1,1,4,1,1,0,1,0
20745,Coron Williams,Robert Morris,2011,3,2,0,1,6,6,0,1,5
20745,Coron Williams,Robert Morris,2012,4,1,3,0,7,7,0,3,4
20745,Coron Williams,Wake Forest,2013,6,2,2,2,4,4,0,4,0
20746,Dallas Green,Robert Morris,2009,2,1,0,1,3,3,1,1,1
20747,Gary Wallace,Robert Morris,2009,1,1,0,0,3,3,0,2,1
20747,Gary Wallace,Robert Morris,2010,9,4,1,4,2,2,0,1,1
20748,Jimmy Langhurst,Robert Morris,2009,0,0,0,0,0,0,0,0,0
20749,Josiah Whitehead,Robert Morris,2009,2,0,0,2,7,7,1,4,2
20750,Karon Abraham,Robert Morris,2009,4,3,0,1,4,4,0,1,3
20750,Karon Abraham,Robert Morris,2010,3,1,0,1,7,7,1,0,6
20751,Khalif Foster,Robert Morris,2009,0,0,0,0,0,0,0,0,0
20752,Lijah Thompson,Robert Morris,2009,3,1,2,0,0,0,0,0,0
20752,Lijah Thompson,Robert Morris,2010,0,0,0,0,3,3,0,1,2
20752,Lijah Thompson,Robert Morris,2011,0,0,0,0,3,3,1,0,2
20753,Rob Robinson,Robert Morris,2009,3,0,2,1,9,9,0,4,5
20754,Russell Johnson,Robert Morris,2009,4,1,2,1,11,11,0,8,3
20754,Russell Johnson,Robert Morris,2010,4,3,1,0,15,15,1,8,6
20754,Russell Johnson,Robert Morris,2011,6,0,5,1,12,12,0,9,3
20754,Russell Johnson,Robert Morris,2012,6,1,1,4,9,9,0,6,3
20755,Treadwell Lewis,Robert Morris,2009,0,0,0,0,0,0,0,0,0
20755,Treadwell Lewis,Robert Morris,2010,0,0,0,0,0,0,0,0,0
20755,Treadwell Lewis,Robert Morris,2011,NA,NA,NA,NA,NA,0,NA,NA,NA
20755,Treadwell Lewis,Robert Morris,2012,0,0,0,0,2,2,0,1,1
20756,Velton Jones,Robert Morris,2009,5,2,1,2,8,8,0,5,3
20756,Velton Jones,Robert Morris,2010,18,3,6,9,11,11,1,3,7
20756,Velton Jones,Robert Morris,2011,15,5,5,5,8,8,1,2,5
20756,Velton Jones,Robert Morris,2012,20,4,7,9,14,14,2,5,7
20798,Chauncey Hardy,Sacred Heart,2009,0,0,0,0,3,3,0,2,1
20799,Jerrell Thompson,Sacred Heart,2009,4,0,0,4,2,2,0,1,1
20799,Jerrell Thompson,Sacred Heart,2010,3,0,3,0,2,2,0,1,1
20800,Josh Marshall,Sacred Heart,2009,0,0,0,0,0,0,0,0,0
20801,Mehmet Sahan,Sacred Heart,2009,0,0,0,0,0,0,0,0,0
20801,Mehmet Sahan,Sacred Heart,2010,0,0,0,0,0,0,0,0,0
20802,Nick Greenbacker,Sacred Heart,2009,3,1,1,1,0,0,0,0,0
20802,Nick Greenbacker,Sacred Heart,2010,2,0,1,1,1,1,0,1,0
20802,Nick Greenbacker,Sacred Heart,2011,0,0,0,0,0,0,0,0,0
20802,Nick Greenbacker,Sacred Heart,2012,3,0,1,2,4,4,0,2,2
20803,Parris Massey,UMass Lowell,2013,1,0,0,1,2,2,0,0,2
20804,Ryan Litke,Sacred Heart,2009,5,2,3,0,3,3,0,3,0
20805,Shane Gibson,Sacred Heart,2010,2,1,1,0,4,4,0,3,1
20805,Shane Gibson,Sacred Heart,2011,4,1,2,1,2,2,0,1,1
20805,Shane Gibson,Sacred Heart,2012,4,0,2,2,3,3,0,2,1
20806,Stan Dulaire,Sacred Heart,2009,1,0,0,1,2,2,0,1,1
20806,Stan Dulaire,Sacred Heart,2010,3,0,1,2,1,1,0,1,0
20806,Stan Dulaire,Sacred Heart,2011,4,1,1,2,0,0,0,0,0
20807,Steve Zazuri,Sacred Heart,2009,2,0,2,0,1,1,0,1,0
20807,Steve Zazuri,Sacred Heart,2010,0,0,0,0,1,1,0,1,0
20807,Steve Zazuri,Sacred Heart,2011,NA,NA,NA,NA,NA,0,NA,NA,NA
20808,Toso Abedamowo,Sacred Heart,2009,0,0,0,0,0,0,0,0,0
20808,Toso Abedamowo,Sacred Heart,2010,NA,NA,NA,NA,NA,0,NA,NA,NA
20834,Akeem Johnson,St. Francis (NY),2009,0,0,0,0,2,2,1,0,1
20834,Akeem Johnson,St. Francis (NY),2010,0,0,0,0,0,0,0,0,0
20834,Akeem Johnson,St. Francis (NY),2011,0,0,0,0,0,0,0,0,0
20834,Akeem Johnson,St. Francis (NY),2012,1,0,1,0,1,1,0,0,1
20835,Akeem Bennett,St. Francis (NY),2009,3,0,2,1,4,4,0,2,2
20835,Akeem Bennett,St. Francis (NY),2010,2,1,0,1,2,2,0,1,1
20836,Alexander Harrington,St. Francis (NY),2009,0,0,0,0,1,1,0,1,0
20836,Alexander Harrington,St. Francis (NY),2010,0,0,0,0,0,0,0,0,0
20838,Herman Wrice,St. Francis (NY),2009,0,0,0,0,5,5,2,1,2
20839,Justin Newton,St. Francis (NY),2009,6,0,2,4,7,7,0,3,4
20839,Justin Newton,St. Francis (NY),2010,0,0,0,0,0,0,0,0,0
20839,Justin Newton,St. Francis (NY),2011,0,0,0,0,0,0,0,0,0
20840,Kayode Ayeni,St. Francis (NY),2009,6,0,2,4,6,6,1,4,1
20841,Nigel Byam,St. Francis (NY),2009,0,0,0,0,4,4,2,0,2
20842,Richard Clark,St. Francis (NY),2009,0,0,0,0,0,0,0,0,0
20842,Richard Clark,St. Francis (NY),2010,0,0,0,0,0,0,0,0,0
20843,Ricky Cadell,St. Francis (NY),2009,1,0,0,1,3,3,0,2,1
20843,Ricky Cadell,St. Francis (NY),2010,0,0,0,0,5,5,1,1,3
20844,Stefan Perunicic,St. Francis (NY),2009,2,1,0,1,3,3,0,2,1
20844,Stefan Perunicic,St. Francis (NY),2010,1,0,1,0,3,3,1,1,1
20844,Stefan Perunicic,St. Francis (NY),2011,1,0,0,1,1,1,0,0,1
20884,Aaron DeVane,St. Francis (PA),2009,NA,NA,NA,NA,NA,0,NA,NA,NA
20885,Anthony Ervin,St. Francis (PA),2009,3,0,0,3,1,1,0,1,0
20885,Anthony Ervin,St. Francis (PA),2010,3,0,0,3,1,1,0,0,1
20885,Anthony Ervin,St. Francis (PA),2011,4,0,3,1,14,14,0,8,6
20885,Anthony Ervin,St. Francis (PA),2012,1,0,0,1,1,1,0,1,0
20886,Austin Fowler,St. Francis (PA),2009,1,0,0,1,0,0,0,0,0
20887,Chris Johnson (2),St. Francis (PA),2009,6,0,2,4,0,0,0,0,0
20887,Chris Johnson (2),St. Francis (PA),2010,7,5,1,1,7,7,0,6,1
20887,Chris Johnson (2),St. Francis (PA),2011,6,0,3,3,5,5,0,2,3
20888,Chris McFarland,St. Francis (PA),2009,0,0,0,0,0,0,0,0,0
20890,Kurt Hoffman,St. Francis (PA),2009,4,1,1,2,8,8,0,5,3
20891,Mislav Jukic,St. Francis (PA),2010,3,2,0,1,5,5,0,2,3
20892,Ron Johnson,St. Francis (PA),2009,0,0,0,0,1,1,0,1,0
20893,Sorena Orandi,St. Francis (PA),2009,1,1,0,0,1,1,0,1,0
20893,Sorena Orandi,St. Francis (PA),2010,1,1,0,0,1,1,0,1,0
20894,Tony Peters,St. Francis (PA),2009,0,0,0,0,2,2,0,1,1
20894,Tony Peters,St. Francis (PA),2010,1,1,0,0,5,5,0,3,2
20894,Tony Peters,St. Francis (PA),2011,1,0,1,0,7,7,1,5,1
20894,Tony Peters,St. Francis (PA),2012,0,0,0,0,0,0,0,0,0
20895,Umar Shannon,St. Francis (PA),2009,0,0,0,0,2,2,0,1,1
20895,Umar Shannon,St. Francis (PA),2010,6,3,2,1,5,5,0,3,2
20895,Umar Shannon,St. Francis (PA),2011,1,0,0,1,5,5,1,2,2
20895,Umar Shannon,St. Francis (PA),2012,0,0,0,0,0,0,0,0,0
20895,Umar Shannon,St. Francis (PA),2012,0,0,0,0,0,0,0,0,0
20895,Umar Shannon,Quinnipiac,2013,4,3,0,1,12,12,1,4,7
20896,Will Felder,St. Francis (PA),2009,2,0,0,2,4,4,0,2,2
20896,Will Felder,St. Francis (PA),2010,1,0,0,1,6,6,0,2,4
20896,Will Felder,Miami (OH),2012,10,2,4,4,7,7,1,3,3
20896,Will Felder,Miami (OH),2013,3,1,1,1,10,10,1,5,4
20929,Chris Martin (2),Wagner,2009,1,1,0,0,4,4,0,2,2
20929,Chris Martin (2),Wagner,2010,9,5,3,1,9,9,1,3,5
20929,Chris Martin (2),Wagner,2011,4,1,1,2,4,4,1,2,1
20930,Clayfell Harris,Wagner,2009,NA,NA,NA,NA,NA,0,NA,NA,NA
20930,Clayfell Harris,Wagner,2010,2,0,1,1,1,1,0,1,0
20931,Clifton Spiller,Wagner,2009,1,1,0,0,5,5,0,4,1
20931,Clifton Spiller,Wagner,2010,0,0,0,0,0,0,0,0,0
20933,Danny Mundweiler,Wagner,2009,2,1,0,1,3,3,0,0,3
20933,Danny Mundweiler,Wagner,2010,2,1,0,1,4,4,1,1,2
20934,Doug Elwell,Wagner,2009,4,1,1,2,1,1,0,0,1
20935,Garrett Constance,Wagner,2009,0,0,0,0,0,0,0,0,0
20936,Josh Thompson,Wagner,2009,3,1,0,2,5,5,0,3,2
20936,Josh Thompson,Wagner,2010,5,1,2,2,6,6,1,4,1
20936,Josh Thompson,Wagner,2011,3,0,1,2,2,2,0,1,1
20936,Josh Thompson,Wagner,2012,3,0,3,0,2,2,0,1,1
20937,Michael Orock,Wagner,2009,1,0,0,1,3,3,0,1,2
20938,Phillip Roth,Wagner,2009,NA,NA,NA,NA,NA,0,NA,NA,NA
20939,Ryan Conrad,Wagner,2009,5,2,0,3,4,4,0,4,0
20940,Ryan Schrotenboer,Wagner,2009,1,0,0,1,0,0,0,0,0
20940,Ryan Schrotenboer,Wagner,2010,1,1,0,0,2,2,0,2,0
20940,Ryan Schrotenboer,Wagner,2011,0,0,0,0,0,0,0,0,0
20941,T.J. Czeski,Wagner,2009,3,1,1,1,2,2,0,1,1
20941,T.J. Czeski,Wagner,2010,0,0,0,0,0,0,0,0,0
20942,Tyler Murray,Wagner,2009,3,1,1,1,0,0,0,0,0
20942,Tyler Murray,Wagner,2010,14,5,3,6,9,9,0,8,1
20942,Tyler Murray,Wagner,2011,4,1,2,1,5,5,0,0,5
20978,A.J. Highsmith,Appalachian State,2009,0,0,0,0,0,0,0,0,0
20979,Andre Williamson,Appalachian State,2009,2,1,0,1,10,10,0,7,3
20979,Andre Williamson,Appalachian State,2010,5,0,0,5,7,7,0,5,2
20979,Andre Williamson,Appalachian State,2011,4,2,1,1,4,4,0,2,2
20980,Isaac Butts,Appalachian State,2009,6,0,2,4,9,9,1,4,4
20980,Isaac Butts,Appalachian State,2011,1,0,0,1,7,7,0,5,2
20981,J.R. Archer,Appalachian State,2009,0,0,0,0,0,0,0,0,0
20981,J.R. Archer,Appalachian State,2010,NA,NA,NA,NA,NA,0,NA,NA,NA
20982,Jacob Lail,Appalachian State,2009,0,0,0,0,0,0,0,0,0
20982,Jacob Lail,Appalachian State,2010,0,0,0,0,1,1,0,1,0
20983,Jeremi Booth,Appalachian State,2009,3,0,1,2,7,7,1,4,2
20983,Jeremi Booth,Appalachian State,2010,1,0,0,1,5,5,0,2,3
20984,Josh Nirenberg,Appalachian State,2009,0,0,0,0,1,1,0,1,0
20984,Josh Nirenberg,Appalachian State,2010,NA,NA,NA,NA,NA,0,NA,NA,NA
20985,Josh Hunter,Appalachian State,2009,3,1,1,1,7,7,0,3,4
20986,Kellen Brand,Appalachian State,2009,12,0,3,9,9,9,0,3,6
20987,Marcus Wright,Appalachian State,2009,2,0,0,2,10,10,0,5,5
20987,Marcus Wright,Appalachian State,2010,4,3,0,1,9,9,0,6,3
20988,Nathan Healy,Appalachian State,2009,0,0,0,0,1,1,0,1,0
20988,Nathan Healy,Appalachian State,2010,2,0,2,0,5,5,1,2,2
20988,Nathan Healy,Appalachian State,2011,1,0,0,1,1,1,0,1,0
20988,Nathan Healy,Appalachian State,2012,2,1,1,0,6,6,1,4,1
20989,Ryan Kilmartin,Appalachian State,2010,NA,NA,NA,NA,NA,0,NA,NA,NA
20989,Ryan Kilmartin,Tennessee,2011,0,0,0,0,0,0,0,0,0
20990,Ryann Abraham,Appalachian State,2009,8,0,4,4,10,10,2,3,5
20991,Tyler Webb,Appalachian State,2009,0,0,0,0,3,3,0,2,1
21027,Andrew Lawrence,Charleston,2009,9,2,4,3,1,1,0,1,0
21027,Andrew Lawrence,Charleston,2010,41,8,17,16,22,22,1,14,7
21027,Andrew Lawrence,Charleston,2011,17,2,4,11,10,10,2,4,4
21027,Andrew Lawrence,Charleston,2012,11,2,6,3,11,11,0,5,6
21028,Antwaine Wiggins,Charleston,2010,44,10,12,22,37,37,5,11,21
21028,Antwaine Wiggins,Charleston,2011,5,1,1,3,6,6,0,4,2
21029,Bart Benton,Charleston,2009,NA,NA,NA,NA,NA,0,NA,NA,NA
21029,Bart Benton,Charleston,2010,0,0,0,0,2,2,0,2,0
21029,Bart Benton,Charleston,2011,0,0,0,0,0,0,0,0,0
21029,Bart Benton,Charleston,2012,0,0,0,0,0,0,0,0,0
21032,Donavan Monroe,Charleston,2009,6,1,1,4,10,10,1,5,4
21032,Donavan Monroe,Charleston,2010,64,7,22,35,50,50,7,30,13
21033,Garrett Campbell,Charleston,2009,NA,NA,NA,NA,NA,0,NA,NA,NA
21033,Garrett Campbell,Charleston,2010,0,0,0,0,1,1,0,0,1
21034,Jeremy Simmons,Charleston,2009,4,2,1,1,3,3,0,2,1
21034,Jeremy Simmons,Charleston,2010,13,2,6,4,28,28,3,13,12
21036,Jordan Turok,Charleston,2009,NA,NA,NA,NA,NA,0,NA,NA,NA
21036,Jordan Turok,Charleston,2010,0,0,0,0,1,1,0,1,0
21037,Matt Sundberg,Charleston,2009,1,0,0,1,3,3,0,3,0
21037,Matt Sundberg,Charleston,2011,1,0,0,1,0,0,0,0,0
21037,Matt Sundberg,Charleston,2012,1,0,0,1,0,0,0,0,0
21038,Quasim Pugh,Charleston,2009,0,0,0,0,1,1,0,0,1
21038,Quasim Pugh,Norfolk State,2011,2,0,1,1,2,2,1,1,0
21038,Quasim Pugh,Norfolk State,2012,NA,NA,NA,NA,NA,0,NA,NA,NA
21039,Rashad Wright,Charleston,2009,0,0,0,0,0,0,0,0,0
21040,Willis Hall,Charleston,2009,1,1,0,0,9,9,0,3,6
21040,Willis Hall,Charleston,2010,30,6,12,12,34,34,1,13,20
21040,Willis Hall,Charleston,2012,0,0,0,0,3,3,1,1,1
21040,Willis Hall,Charleston,2013,1,0,1,0,6,6,0,2,4
21070,Chris Early,Chattanooga,2009,0,0,0,0,3,3,0,3,0
21070,Chris Early,Chattanooga,2010,7,0,3,4,11,11,3,3,5
21070,Chris Early,Chattanooga,2011,0,0,0,0,4,4,0,2,2
21071,Dante Harvey,Chattanooga,2009,1,0,0,1,4,4,0,3,1
21072,DeAntre Jefferson,Chattanooga,2009,0,0,0,0,8,8,1,4,3
21072,DeAntre Jefferson,Chattanooga,2010,4,2,2,0,16,16,5,6,5
21073,Dontay Hampton,Chattanooga,2009,0,0,0,0,1,1,0,0,1
21073,Dontay Hampton,Chattanooga,2010,3,0,1,2,6,6,1,3,2
21073,Dontay Hampton,Chattanooga,2011,3,0,2,1,4,4,1,1,2
21073,Dontay Hampton,Chattanooga,2012,0,0,0,0,0,0,0,0,0
21074,Drew Baker,Chattanooga,2009,0,0,0,0,0,0,0,0,0
21074,Drew Baker,Chattanooga,2011,0,0,0,0,1,1,0,0,1
21075,Jasper Williams,Chattanooga,2009,8,1,2,5,9,9,1,5,3
21075,Jasper Williams,Hampton,2011,0,0,0,0,0,0,0,0,0
21075,Jasper Williams,Hampton,2012,3,1,1,1,7,7,0,5,2
21076,Jeff Smith (2),Chattanooga,2009,0,0,0,0,5,5,0,4,1
21076,Jeff Smith (2),Chattanooga,2010,1,0,1,0,1,1,0,0,1
21077,Jeremy Saffore,Chattanooga,2009,3,0,2,1,7,7,0,3,4
21077,Jeremy Saffore,Chattanooga,2010,3,0,0,3,4,4,0,3,1
21078,Josh Odem,Chattanooga,2009,4,0,2,2,10,10,0,5,5
21078,Josh Odem,Chattanooga,2010,3,1,0,2,9,9,1,3,5
21079,Ricky Taylor,Chattanooga,2009,6,1,4,1,7,7,0,6,1
21079,Ricky Taylor,Chattanooga,2010,3,0,2,1,12,12,1,7,4
21079,Ricky Taylor,Chattanooga,2011,12,2,1,9,11,11,1,4,6
21080,Ridge McKeither,Chattanooga,2009,5,1,3,1,15,15,1,5,9
21081,Sam Watson,Chattanooga,2009,3,0,1,2,3,3,0,2,1
21081,Sam Watson,Chattanooga,2010,1,0,1,0,2,2,1,1,0
21081,Sam Watson,Chattanooga,2012,0,0,0,0,0,0,0,0,0
21082,Ty Patterson,Chattanooga,2009,1,0,1,0,0,0,0,0,0
21094,Tyler Troupe,Georgia Southern,2009,0,0,0,0,6,6,0,3,3
21125,Austin Dahn,Citadel,2009,6,0,1,5,9,9,0,4,5
21125,Austin Dahn,Citadel,2010,10,5,4,1,12,12,0,9,3
21126,Ben Cherry,Citadel,2009,0,0,0,0,0,0,0,0,0
21126,Ben Cherry,Tulane,2010,1,0,0,1,2,2,0,2,0
21126,Ben Cherry,Tulane,2011,0,0,0,0,1,1,0,1,0
21126,Ben Cherry,Tulane,2012,1,1,0,0,0,0,0,0,0
21126,Ben Cherry,Charlotte,2013,5,2,0,3,4,4,0,3,1
21127,Bo Holston,Citadel,2009,2,0,0,2,7,7,0,3,4
21127,Bo Holston,Citadel,2010,0,0,0,0,2,2,0,0,2
21127,Bo Holston,Citadel,2011,2,0,2,0,5,5,0,2,3
21129,Bryan Streeter,Citadel,2009,3,0,0,3,3,3,0,3,0
21129,Bryan Streeter,Citadel,2010,4,1,1,2,4,4,0,3,1
21130,Cameron Wells,Citadel,2010,16,4,6,6,26,26,4,15,7
21131,Cosmo Morabbi,Citadel,2009,2,0,0,2,5,5,0,3,2
21131,Cosmo Morabbi,Citadel,2010,9,0,7,2,5,5,0,2,3
21131,Cosmo Morabbi,Citadel,2011,3,1,0,2,5,5,0,2,3
21132,Daniel Eykyn,Citadel,2009,1,0,0,1,0,0,0,0,0
21132,Daniel Eykyn,Citadel,2010,2,1,1,0,2,2,1,1,0
21133,Harrison DuPont,Citadel,2009,0,0,0,0,8,8,0,6,2
21133,Harrison DuPont,UC Davis,2011,6,2,4,0,6,6,1,1,4
