GMID,Name,School,Year,Position,BS2P,PerRimABlkd,PerRimMissesRbded,Per2PJMissesRbded,Per3PMissesRbded,DunkedPutbacks,PerPBDunked,PutbacksOwn,PerS2APB,PerL2PAPB
13033,Warren Niles,Oral Roberts,2011,Wing,73.79%,28.51%,15.19%,46.86%,87.85%,0.00%,NR,55.19%,NR,NR
13033,Warren Niles,Oral Roberts,2012,Wing,78.51%,43.74%,80.32%,86.73%,83.89%,0.00%,NR,78.63%,NR,NR
13034,Andre Hardy,Cal State Fullerton,2010,Wing,37.84%,74.31%,82.63%,61.01%,NR,0.00%,NR,55.19%,NR,NR
13034,Andre Hardy,Cal State Fullerton,2011,Wing,0.00%,100.00%,12.81%,75.30%,NR,0.00%,NR,33.98%,NR,NR
13096,Abdou Niang,Western Illinois,2009,Wing,15.23%,NR,NR,NR,30.45%,0.00%,NR,0.00%,NR,NR
13096,Abdou Niang,Western Illinois,2010,Wing,0.00%,NR,NR,6.09%,5.38%,0.00%,NR,0.00%,NR,NR
13097,Arsenio Mims,Western Illinois,2009,Wing,0.00%,NR,NR,41.84%,NR,0.00%,NR,0.00%,NR,NR
13097,Arsenio Mims,Western Illinois,2010,Wing,15.23%,NR,NR,8.34%,NR,0.00%,NR,0.00%,NR,NR
13102,James Granstra,Western Illinois,2009,Wing,78.51%,33.58%,39.50%,37.55%,NR,0.00%,NR,0.00%,NR,NR
13103,Jelani Johnson,Western Illinois,2009,Wing,27.50%,NR,NR,41.84%,56.24%,0.00%,NR,33.98%,NR,NR
13103,Jelani Johnson,Western Illinois,2010,Wing,46.96%,18.20%,38.16%,48.58%,17.87%,0.00%,NR,0.00%,NR,NR
13166,Daniel Brady,Missouri-Kansas City,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
13170,LaTreze Mushatt,Missouri-Kansas City,2009,Wing,88.11%,35.97%,79.98%,64.75%,6.90%,0.00%,NR,93.27%,NR,NR
13170,LaTreze Mushatt,Murray State,2011,Wing,37.84%,73.73%,59.76%,3.09%,22.28%,0.00%,NR,78.63%,NR,NR
13170,LaTreze Mushatt,Murray State,2012,Wing,46.96%,23.81%,36.19%,NR,16.95%,0.00%,NR,33.98%,NR,NR
13171,Max Rockmann,Missouri-Kansas City,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
13171,Max Rockmann,Missouri-Kansas City,2010,Wing,27.50%,62.68%,50.09%,35.50%,85.78%,0.00%,NR,0.00%,NR,NR
13174,Spencer Johnson,Missouri-Kansas City,2009,Wing,54.99%,49.93%,31.52%,46.27%,27.87%,0.00%,NR,33.98%,NR,NR
13174,Spencer Johnson,Missouri-Kansas City,2010,Wing,78.51%,39.26%,69.46%,35.50%,39.05%,0.00%,NR,90.18%,NR,NR
13175,Trey McKinney Jones,Missouri-Kansas City,2009,Wing,82.31%,37.38%,52.77%,32.33%,31.71%,0.00%,NR,55.19%,NR,NR
13175,Trey McKinney Jones,Miami (FL),2011,Wing,54.99%,11.73%,41.77%,18.35%,25.23%,0.00%,NR,0.00%,NR,NR
13175,Trey McKinney Jones,Miami (FL),2012,Wing,46.96%,38.32%,58.00%,69.09%,82.51%,0.00%,NR,0.00%,NR,NR
13177,Femi Akinpetide,Sacred Heart,2010,Wing,68.58%,15.15%,50.09%,4.77%,NR,0.00%,NR,33.98%,NR,NR
13177,Femi Akinpetide,Sacred Heart,2011,Wing,27.50%,60.98%,22.63%,41.84%,NR,0.00%,NR,33.98%,NR,NR
13177,Femi Akinpetide,Sacred Heart,2012,Wing,15.23%,70.98%,8.02%,61.01%,NR,0.00%,NR,0.00%,NR,NR
13215,Byron Byrd,Southern Utah,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
13220,Jackson Stevenett,Southern Utah,2009,Wing,54.99%,6.30%,8.73%,38.78%,NR,0.00%,NR,55.19%,NR,NR
13220,Jackson Stevenett,Southern Utah,2010,Wing,54.99%,48.91%,91.34%,75.39%,NR,0.00%,NR,55.19%,NR,NR
13220,Jackson Stevenett,Southern Utah,2011,Wing,37.84%,76.06%,45.65%,74.82%,31.71%,0.00%,NR,33.98%,NR,NR
13220,Jackson Stevenett,Southern Utah,2012,Wing,88.11%,32.86%,52.88%,47.38%,74.33%,0.00%,NR,78.63%,NR,NR
13221,Jake Nielson,Southern Utah,2009,Wing,82.31%,28.99%,65.81%,63.28%,8.14%,0.00%,NR,55.19%,NR,NR
13221,Jake Nielson,Southern Utah,2010,Wing,27.50%,74.23%,89.72%,38.78%,25.23%,0.00%,NR,55.19%,NR,NR
13290,Chad White,South Dakota State,2009,Wing,0.00%,NR,NR,NR,51.40%,0.00%,NR,0.00%,NR,NR
13290,Chad White,South Dakota State,2010,Wing,37.84%,57.21%,61.98%,63.28%,88.95%,0.00%,NR,33.98%,NR,NR
13290,Chad White,South Dakota State,2011,Wing,27.50%,76.63%,86.64%,52.72%,58.79%,0.00%,NR,55.19%,NR,NR
13290,Chad White,South Dakota State,2012,Wing,27.50%,72.34%,1.58%,18.35%,71.05%,0.00%,NR,33.98%,NR,NR
13290,Chad White,South Dakota State,2013,Wing,37.84%,37.06%,61.98%,41.84%,78.09%,0.00%,NR,55.19%,NR,NR
13291,Clint Sargent,South Dakota State,2009,Wing,37.84%,43.30%,31.52%,63.97%,74.95%,0.00%,NR,55.19%,NR,NR
13291,Clint Sargent,South Dakota State,2010,Wing,54.99%,30.39%,68.54%,53.29%,76.67%,0.00%,NR,55.19%,NR,NR
13293,Dwight Pederson,South Dakota State,2009,Wing,15.23%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
13293,Dwight Pederson,South Dakota State,2010,Wing,37.84%,NR,NR,NR,NR,0.00%,NR,33.98%,NR,NR
13296,James Rader,South Dakota State,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
13297,Josh Cassaday,South Dakota State,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,33.98%,NR,NR
13304,Tony Fiegen,South Dakota State,2009,Wing,78.51%,4.05%,62.90%,63.79%,NR,0.00%,NR,55.19%,NR,NR
13304,Tony Fiegen,South Dakota State,2010,Wing,62.05%,21.38%,52.42%,83.95%,NR,0.00%,NR,33.98%,NR,NR
13304,Tony Fiegen,South Dakota State,2011,Wing,88.11%,24.08%,39.63%,78.90%,NR,0.00%,NR,69.60%,NR,NR
13304,Tony Fiegen,South Dakota State,2012,Wing,62.05%,66.99%,20.65%,69.29%,NR,0.00%,NR,93.27%,NR,NR
13346,David Rufful,Dartmouth,2009,Wing,62.05%,47.55%,58.36%,37.25%,51.40%,0.00%,NR,78.63%,NR,NR
13346,David Rufful,Dartmouth,2010,Wing,37.84%,54.44%,8.73%,52.01%,42.95%,0.00%,NR,55.19%,NR,NR
13346,David Rufful,Dartmouth,2011,Wing,46.96%,44.22%,54.78%,11.88%,47.80%,0.00%,NR,0.00%,NR,NR
13349,Abebe Demissie,Eastern Washington,2009,Wing,15.23%,52.17%,12.81%,12.75%,10.44%,0.00%,NR,0.00%,NR,NR
13356,Laron Griffin,Eastern Washington,2009,Wing,82.31%,17.76%,54.22%,74.99%,NR,0.00%,NR,55.19%,NR,NR
13356,Laron Griffin,Eastern Washington,2010,Wing,62.05%,53.88%,82.51%,54.21%,NR,0.00%,NR,69.60%,NR,NR
13356,Laron Griffin,Eastern Washington,2011,Wing,93.95%,20.77%,31.52%,50.00%,NR,0.00%,NR,85.41%,NR,NR
13357,Mark Dunn,Eastern Washington,2009,Wing,37.84%,67.19%,20.43%,25.92%,27.87%,0.00%,NR,33.98%,NR,NR
13358,Matthew Brunell,Eastern Washington,2009,Wing,46.96%,6.15%,50.09%,34.87%,NR,0.00%,NR,0.00%,NR,NR
13359,Morgan Hyslop,Eastern Washington,2010,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
13375,Michael Taylor,Montana,2009,Wing,0.00%,NR,NR,94.94%,63.78%,0.00%,NR,0.00%,NR,NR
13405,Chron Tatum,Idaho State,2009,Wing,37.84%,53.18%,3.57%,19.70%,NR,0.00%,NR,0.00%,NR,NR
13408,Demetrius Monroe,Idaho State,2009,Wing,62.05%,63.95%,50.09%,37.29%,NR,0.00%,NR,78.63%,NR,NR
13414,Rolando Little,Idaho State,2009,Wing,15.23%,77.02%,83.85%,14.01%,NR,58.11%,NR,33.98%,NR,NR
13462,Eric Hutchison,Montana,2010,Wing,27.50%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
13462,Eric Hutchison,Montana,2011,Wing,15.23%,52.17%,0.00%,83.95%,NR,0.00%,NR,0.00%,NR,NR
13462,Eric Hutchison,Montana,2012,Wing,62.05%,28.14%,0.81%,78.90%,NR,0.00%,NR,0.00%,NR,NR
13462,Eric Hutchison,Montana,2013,Wing,46.96%,42.76%,0.11%,10.77%,NR,0.00%,NR,33.98%,NR,NR
13463,Justin Roper,Montana,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
13464,Mathias Ward,Montana,2009,Wing,27.50%,68.43%,79.52%,46.27%,NR,0.00%,NR,0.00%,NR,NR
13464,Mathias Ward,Montana,2010,Wing,68.58%,17.86%,9.28%,80.75%,NR,0.00%,NR,33.98%,NR,NR
13464,Mathias Ward,Montana,2011,Wing,73.79%,57.82%,9.66%,7.56%,3.77%,0.00%,NR,78.63%,NR,NR
13464,Mathias Ward,Montana,2012,Wing,78.51%,47.67%,31.52%,48.72%,33.52%,0.00%,NR,85.41%,NR,NR
13465,Raason Young,Montana,2009,Wing,37.84%,28.14%,95.34%,52.33%,72.18%,0.00%,NR,33.98%,NR,NR
13469,Vassy Banny,Montana,2009,Wing,0.00%,100.00%,20.43%,41.84%,NR,0.00%,NR,0.00%,NR,NR
13513,Austin Brown,Montana State,2009,Wing,37.84%,30.06%,87.36%,87.46%,32.48%,58.11%,NR,33.98%,NR,NR
13514,Bobby Howard,Montana State,2009,Wing,90.47%,35.36%,64.61%,44.53%,43.83%,0.00%,NR,69.60%,NR,NR
13514,Bobby Howard,Montana State,2010,Wing,95.21%,31.51%,50.09%,62.17%,47.54%,0.00%,NR,90.18%,NR,NR
13515,Branden Johnson,Montana State,2009,Wing,82.31%,6.30%,79.52%,43.98%,33.02%,0.00%,NR,90.18%,NR,NR
13517,Cameron Henderson,Montana State,2009,Wing,15.23%,74.81%,15.19%,NR,NR,0.00%,NR,33.98%,NR,NR
13520,Danny Piepoli,Montana State,2009,Wing,37.84%,24.84%,84.95%,4.70%,51.40%,0.00%,NR,33.98%,NR,NR
13520,Danny Piepoli,Montana State,2010,Wing,15.23%,72.96%,91.14%,49.09%,77.66%,0.00%,NR,0.00%,NR,NR
13524,Jeff Budinich,Montana State,2010,Wing,15.23%,NR,NR,NR,51.40%,0.00%,NR,33.98%,NR,NR
13524,Jeff Budinich,Montana State,2011,Wing,0.00%,NR,NR,33.00%,61.77%,0.00%,NR,0.00%,NR,NR
13524,Jeff Budinich,Montana State,2012,Wing,0.00%,NR,NR,61.01%,62.63%,0.00%,NR,33.98%,NR,NR
13528,Steven Davis,Montana State,2010,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
13528,Steven Davis,Montana State,2011,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
13542,Jonathan Malloy,Sacramento State,2009,Wing,15.23%,NR,NR,78.90%,10.44%,0.00%,NR,0.00%,NR,NR
13576,Austin Smith,Northern Arizona,2010,Wing,54.99%,56.34%,23.23%,33.65%,NR,0.00%,NR,55.19%,NR,NR
13577,Casey Ommen,Northern Arizona,2009,Wing,15.23%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
13579,Gabe Rogers,Northern Arizona,2009,Wing,54.99%,8.94%,17.83%,69.91%,53.99%,0.00%,NR,0.00%,NR,NR
13579,Gabe Rogers,Northern Arizona,2010,Wing,68.58%,8.66%,31.52%,62.17%,38.88%,0.00%,NR,0.00%,NR,NR
13579,Gabe Rogers,Northern Arizona,2011,Wing,27.50%,31.32%,91.14%,68.87%,62.63%,0.00%,NR,0.00%,NR,NR
13579,Gabe Rogers,Northern Arizona,2012,Wing,82.31%,5.52%,79.52%,70.51%,63.64%,0.00%,NR,55.19%,NR,NR
13581,Josh Lepley,Northern Arizona,2009,Wing,54.99%,45.57%,4.41%,11.18%,NR,0.00%,NR,33.98%,NR,NR
13581,Josh Lepley,Northern Arizona,2010,Wing,46.96%,38.32%,7.01%,61.01%,NR,0.00%,NR,0.00%,NR,NR
13586,Nick Larson,Northern Arizona,2009,Wing,54.99%,31.79%,84.13%,14.01%,28.12%,0.00%,NR,33.98%,NR,NR
13587,Reid Wallace,Northern Arizona,2009,Wing,15.23%,47.55%,0.00%,46.27%,8.14%,0.00%,NR,0.00%,NR,NR
13588,Shane Johannsen,Northern Arizona,2009,Wing,46.96%,75.32%,53.83%,13.57%,NR,0.00%,NR,33.98%,NR,NR
13588,Shane Johannsen,Northern Arizona,2010,Wing,68.58%,70.10%,50.80%,61.01%,NR,0.00%,NR,55.19%,NR,NR
13642,Chris Kaba,Northern Colorado,2009,Wing,27.50%,68.98%,41.77%,99.26%,16.95%,78.53%,NR,78.63%,NR,NR
13642,Chris Kaba,Northern Colorado,2010,Wing,54.99%,31.79%,91.14%,85.12%,30.45%,58.11%,NR,85.41%,NR,NR
13647,Emmanuel Addo,Northern Colorado,2010,Wing,0.00%,100.00%,9.06%,88.31%,NR,0.00%,NR,69.60%,NR,NR
13647,Emmanuel Addo,Northern Colorado,2011,Wing,54.99%,52.57%,34.03%,61.88%,78.54%,0.00%,NR,55.19%,NR,NR
13647,Emmanuel Addo,Northern Colorado,2012,Wing,54.99%,22.72%,50.09%,14.16%,6.01%,0.00%,NR,55.19%,NR,NR
13647,Emmanuel Addo,Missouri State,2013,Wing,27.50%,23.81%,0.00%,66.79%,75.97%,0.00%,NR,55.19%,NR,NR
13648,Hauns Brereton,Northern Colorado,2009,Wing,27.50%,16.77%,86.64%,78.90%,NR,0.00%,NR,55.19%,NR,NR
13648,Hauns Brereton,Hawaii,2011,Wing,15.23%,77.78%,86.64%,62.03%,19.17%,0.00%,NR,33.98%,NR,NR
13648,Hauns Brereton,Hawaii,2012,Wing,37.84%,43.30%,58.00%,79.02%,71.88%,0.00%,NR,55.19%,NR,NR
13652,Mike Proctor,Northern Colorado,2009,Wing,62.05%,60.98%,67.37%,42.24%,NR,58.11%,NR,93.27%,NR,NR
13652,Mike Proctor,Northern Colorado,2010,Wing,46.96%,71.12%,17.83%,86.08%,NR,58.11%,NR,85.41%,NR,NR
13652,Mike Proctor,Northern Colorado,2011,Wing,37.84%,76.29%,36.66%,81.43%,NR,58.11%,NR,85.41%,NR,NR
13653,Neal Kingman,Northern Colorado,2009,Wing,0.00%,100.00%,64.33%,63.28%,38.88%,0.00%,NR,55.19%,NR,NR
13653,Neal Kingman,Northern Colorado,2010,Wing,54.99%,59.79%,66.93%,62.17%,64.58%,0.00%,NR,69.60%,NR,NR
13672,Darren Moore,UC Irvine,2009,Wing,27.50%,76.63%,33.42%,50.00%,46.27%,58.11%,NR,0.00%,NR,NR
13672,Darren Moore,UC Irvine,2010,Wing,46.96%,76.42%,14.36%,62.95%,24.19%,0.00%,NR,33.98%,NR,NR
13678,Dorian McDaniel,Prairie View A&M,2009,Wing,68.58%,17.01%,51.70%,31.29%,87.44%,0.00%,NR,55.19%,NR,NR
13693,Julius Thomas,Portland State,2009,Wing,68.58%,65.86%,18.13%,65.67%,NR,0.00%,NR,78.63%,NR,NR
13694,Kenton Bansemer,Portland State,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
13697,Paul Guede,Portland State,2009,Wing,37.84%,48.70%,79.52%,36.95%,64.27%,0.00%,NR,55.19%,NR,NR
13697,Paul Guede,Portland State,2010,Wing,15.23%,68.43%,2.26%,61.01%,11.55%,0.00%,NR,33.98%,NR,NR
13698,Steve Christensen,Portland State,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
13704,Wendell Wright,South Alabama,2011,Wing,62.05%,10.51%,94.50%,NR,NR,0.00%,NR,33.98%,NR,NR
13704,Wendell Wright,South Alabama,2012,Wing,37.84%,8.41%,93.79%,NR,NR,0.00%,NR,0.00%,NR,NR
13748,David Norris,Sacramento State,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
13749,Duro Bjegovic,Sacramento State,2009,Wing,54.99%,42.47%,14.06%,51.06%,38.88%,0.00%,NR,33.98%,NR,NR
13749,Duro Bjegovic,Sacramento State,2010,Wing,88.11%,9.59%,79.52%,18.35%,57.87%,0.00%,NR,78.63%,NR,NR
13751,John Dickson,Sacramento State,2009,Wing,68.58%,44.37%,15.90%,37.55%,30.45%,0.00%,NR,55.19%,NR,NR
13751,John Dickson,Sacramento State,2010,Wing,88.11%,17.02%,19.18%,45.01%,31.71%,0.00%,NR,55.19%,NR,NR
13751,John Dickson,Sacramento State,2011,Wing,73.79%,42.76%,52.77%,63.79%,22.28%,0.00%,NR,78.63%,NR,NR
13751,John Dickson,Sacramento State,2012,Wing,27.50%,78.05%,9.46%,47.31%,26.24%,0.00%,NR,33.98%,NR,NR
13753,Michael Selling,Sacramento State,2009,Wing,46.96%,60.17%,64.33%,31.29%,8.88%,0.00%,NR,69.60%,NR,NR
13756,Walter Jackson,Sacramento State,2010,Wing,37.84%,72.41%,68.94%,78.90%,87.68%,78.53%,NR,55.19%,NR,NR
13756,Walter Jackson,Sacramento State,2011,Wing,15.23%,77.47%,90.75%,74.03%,NR,58.11%,NR,69.60%,NR,NR
13806,Blake Davis,Weber State,2010,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
13806,Blake Davis,Grand Canyon,2013,Wing,54.99%,24.26%,59.76%,31.29%,52.58%,0.00%,NR,33.98%,NR,NR
13807,Byron Fulton,Weber State,2010,Wing,68.58%,20.77%,51.70%,13.59%,48.16%,0.00%,NR,69.60%,NR,NR
13807,Byron Fulton,Weber State,2011,Wing,37.84%,48.70%,58.00%,32.00%,18.03%,0.00%,NR,0.00%,NR,NR
13807,Byron Fulton,Weber State,2012,Wing,0.00%,NR,NR,NR,3.77%,0.00%,NR,0.00%,NR,NR
13807,Byron Fulton,Weber State,2013,Wing,0.00%,NR,NR,NR,56.24%,0.00%,NR,0.00%,NR,NR
13810,Darin Mahoney,Weber State,2009,Wing,73.79%,4.83%,20.43%,12.75%,NR,0.00%,NR,55.19%,NR,NR
13810,Darin Mahoney,Weber State,2010,Wing,68.58%,25.99%,31.52%,14.01%,NR,0.00%,NR,33.98%,NR,NR
13810,Darin Mahoney,Weber State,2011,Wing,68.58%,14.18%,59.76%,46.27%,NR,0.00%,NR,0.00%,NR,NR
13812,Franklin Session,Weber State,2009,Wing,82.31%,54.84%,34.99%,44.79%,22.28%,58.11%,NR,55.19%,NR,NR
13813,Josh Noble,Weber State,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
13814,Kyle Bullinger,Weber State,2009,Wing,73.79%,32.86%,61.98%,81.65%,71.46%,0.00%,NR,69.60%,NR,NR
13814,Kyle Bullinger,Weber State,2010,Wing,62.05%,38.32%,55.22%,19.70%,42.53%,0.00%,NR,69.60%,NR,NR
13814,Kyle Bullinger,Weber State,2011,Wing,37.84%,30.06%,31.52%,7.56%,44.05%,0.00%,NR,33.98%,NR,NR
13816,Matt Washington,Weber State,2009,Wing,0.00%,100.00%,90.75%,NR,NR,0.00%,NR,33.98%,NR,NR
13869,Antonio Lofton,Chicago State,2009,Wing,92.21%,31.58%,45.96%,95.00%,41.67%,0.00%,NR,95.46%,NR,NR
13869,Antonio Lofton,Chicago State,2010,Wing,99.23%,11.88%,79.54%,83.95%,24.19%,0.00%,NR,96.88%,NR,NR
13872,Carl Montgomery,Chicago State,2009,Wing,88.11%,66.94%,33.53%,64.05%,NR,94.03%,NR,99.24%,NR,NR
13872,Carl Montgomery,Chicago State,2010,Wing,93.95%,60.02%,52.42%,31.57%,5.38%,96.34%,NR,99.67%,NR,NR
13874,Damian Windham,Chicago State,2009,Wing,62.05%,23.81%,81.30%,74.36%,NR,0.00%,NR,85.41%,NR,NR
13877,Joe Hill,Chicago State,2010,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
13878,Kabangu Tshinga Kasamba,Chicago State,2009,Wing,46.96%,52.17%,68.94%,89.56%,76.88%,0.00%,NR,69.60%,NR,NR
13881,Victor Scott,Chicago State,2009,Wing,15.23%,56.34%,0.00%,86.08%,44.40%,0.00%,NR,0.00%,NR,NR
13881,Victor Scott,Chicago State,2010,Wing,37.84%,32.38%,90.75%,8.84%,52.51%,0.00%,NR,33.98%,NR,NR
13938,Andrew Gonzalez,Houston Baptist,2009,Wing,68.58%,71.25%,79.65%,80.14%,71.90%,0.00%,NR,55.19%,NR,NR
13938,Andrew Gonzalez,Houston Baptist,2010,Wing,73.79%,56.49%,62.90%,48.58%,51.40%,0.00%,NR,93.27%,NR,NR
13939,Ben Daniels,Houston Baptist,2009,Wing,0.00%,NR,NR,NR,22.28%,0.00%,NR,0.00%,NR,NR
13939,Ben Daniels,Houston Baptist,2010,Wing,15.23%,56.34%,12.81%,NR,90.14%,0.00%,NR,0.00%,NR,NR
13942,Fred Hinnenkamp,Houston Baptist,2009,Wing,15.23%,74.81%,87.36%,67.66%,38.88%,0.00%,NR,78.63%,NR,NR
13942,Fred Hinnenkamp,Houston Baptist,2010,Wing,62.05%,11.88%,79.52%,67.66%,59.68%,0.00%,NR,69.60%,NR,NR
13945,Mario Flaherty,Houston Baptist,2009,Wing,88.11%,62.68%,80.32%,69.80%,NR,0.00%,NR,98.48%,NR,NR
13948,Remy Boswell,Houston Baptist,2009,Wing,54.99%,10.78%,58.00%,80.60%,NR,0.00%,NR,33.98%,NR,NR
13969,Matt Darnell,N.J.I.T.,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
13970,Nick Lopez,N.J.I.T.,2009,Wing,54.99%,17.23%,89.44%,NR,6.90%,0.00%,NR,55.19%,NR,NR
13973,Ryan Regis,N.J.I.T.,2009,Wing,62.05%,33.30%,58.00%,8.84%,NR,0.00%,NR,78.63%,NR,NR
13973,Ryan Regis,N.J.I.T.,2010,Wing,62.05%,16.77%,2.46%,68.87%,NR,0.00%,NR,55.19%,NR,NR
13973,Ryan Regis,N.J.I.T.,2011,Wing,37.84%,54.44%,82.51%,31.29%,NR,0.00%,NR,33.98%,NR,NR
14000,Chris Clausen,North Dakota,2009,Wing,15.23%,69.84%,31.52%,31.29%,46.05%,0.00%,NR,0.00%,NR,NR
14000,Chris Clausen,North Dakota,2010,Wing,15.23%,68.43%,93.79%,NR,43.75%,0.00%,NR,55.19%,NR,NR
14001,Dan Stockdale,North Dakota,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
14001,Dan Stockdale,North Dakota,2010,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
14001,Dan Stockdale,North Dakota,2011,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
14001,Dan Stockdale,North Dakota,2012,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
14002,Derek Benter,North Dakota,2009,Wing,37.84%,47.55%,13.52%,37.55%,3.77%,0.00%,NR,0.00%,NR,NR
14002,Derek Benter,North Dakota,2010,Wing,46.96%,41.84%,79.52%,46.27%,NR,0.00%,NR,55.19%,NR,NR
14010,Pat Mitchell,North Dakota,2009,Wing,46.96%,35.36%,23.23%,52.33%,29.45%,0.00%,NR,0.00%,NR,NR
14010,Pat Mitchell,North Dakota,2010,Wing,27.50%,74.23%,86.94%,26.30%,22.89%,0.00%,NR,85.41%,NR,NR
14010,Pat Mitchell,North Dakota,2011,Wing,15.23%,78.03%,44.03%,61.01%,8.89%,0.00%,NR,90.18%,NR,NR
14011,Spencer Goodman,North Dakota,2009,Wing,37.84%,56.34%,41.77%,63.28%,96.73%,0.00%,NR,33.98%,NR,NR
14011,Spencer Goodman,North Dakota,2010,Wing,15.23%,NR,NR,NR,22.28%,0.00%,NR,0.00%,NR,NR
14011,Spencer Goodman,North Dakota,2011,Wing,15.23%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
14012,Travis Mertens,North Dakota,2009,Wing,62.05%,60.98%,50.09%,35.84%,42.49%,0.00%,NR,90.18%,NR,NR
14019,Conrad Krutwig,South Dakota,2009,Wing,37.84%,20.77%,95.49%,41.84%,NR,0.00%,NR,0.00%,NR,NR
14019,Conrad Krutwig,South Dakota,2010,Wing,15.23%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
14020,Dustin Tetzlaff,South Dakota,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
14027,Roman Gentry,South Dakota,2009,Wing,88.11%,28.75%,68.00%,39.11%,15.79%,0.00%,NR,85.41%,NR,NR
14028,Tyler Cain,South Dakota,2009,Wing,73.79%,74.23%,15.21%,80.84%,NR,58.11%,NR,93.27%,NR,NR
14041,Luis Valera,Texas-RGV,2009,Wing,90.47%,28.14%,12.99%,6.34%,NR,58.11%,NR,78.63%,NR,NR
14043,Matt Mierzycki,Texas-RGV,2009,Wing,93.95%,4.99%,80.44%,50.46%,NR,0.00%,NR,78.63%,NR,NR
14043,Matt Mierzycki,Texas-RGV,2010,Wing,93.95%,15.58%,36.28%,25.09%,27.87%,0.00%,NR,78.63%,NR,NR
14044,Nathan Hawkins,Texas-RGV,2009,Wing,73.79%,9.19%,34.03%,33.14%,NR,0.00%,NR,55.19%,NR,NR
14106,Josh Davis (3),Yale,2009,Wing,37.84%,37.06%,3.57%,NR,NR,0.00%,NR,0.00%,NR,NR
14116,Jason Holm,Utah Valley,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
14118,Jourdain Scoubes,Utah Valley,2009,Wing,46.96%,20.77%,79.52%,31.29%,34.42%,0.00%,NR,55.19%,NR,NR
14119,Justin Baker,Utah Valley,2009,Wing,90.47%,28.14%,9.11%,33.06%,NR,0.00%,NR,85.41%,NR,NR
14119,Justin Baker,Utah Valley,2010,Wing,54.99%,48.10%,58.00%,83.95%,85.78%,0.00%,NR,78.63%,NR,NR
14122,Nick Jenson,Utah Valley,2009,Wing,15.23%,47.55%,31.52%,74.03%,NR,0.00%,NR,69.60%,NR,NR
14153,Blake Jenkins,Belmont,2010,Wing,78.51%,14.08%,91.44%,78.90%,51.40%,0.00%,NR,85.41%,NR,NR
14153,Blake Jenkins,Belmont,2011,Wing,78.51%,38.45%,52.77%,94.94%,7.24%,78.53%,NR,69.60%,NR,NR
14153,Blake Jenkins,Belmont,2012,Wing,98.79%,17.91%,51.70%,74.03%,14.33%,0.00%,NR,93.27%,NR,NR
14153,Blake Jenkins,Belmont,2013,Wing,82.31%,54.13%,34.19%,19.70%,70.86%,0.00%,NR,69.60%,NR,NR
14154,Brandon Baker,Belmont,2009,Wing,37.84%,28.14%,4.20%,NR,56.24%,0.00%,NR,0.00%,NR,NR
14154,Brandon Baker,Belmont,2010,Wing,37.84%,32.38%,64.33%,NR,53.90%,0.00%,NR,33.98%,NR,NR
14154,Brandon Baker,Belmont,2011,Wing,0.00%,100.00%,89.44%,NR,78.70%,0.00%,NR,0.00%,NR,NR
14154,Brandon Baker,Belmont,2012,Wing,27.50%,75.80%,50.09%,NR,3.77%,0.00%,NR,55.19%,NR,NR
14157,Jon House,Belmont,2009,Wing,62.05%,59.79%,41.77%,19.24%,97.55%,0.00%,NR,55.19%,NR,NR
