GMID,Name,School,Year,Grade,AST,PercATrans,PercARim,PercA2PJ,PercA3P,PercADunks,TO,PercTOFoul,PercTOStea,PercTOMisc
5532,Brandon Mitchell,Arkansas,2009,RS-Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
5538,Julysses Nobles,Arkansas,2009,Fr,19,26.32%,63.16%,0.00%,36.84%,15.79%,19,5.26%,68.42%,26.32%
5540,Marshawn Powell,Arkansas,2009,Fr,22,13.64%,31.82%,18.18%,50.00%,0.00%,33,9.09%,39.39%,51.52%
5533,Chris Roberts,Arkansas,2009,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
5541,Michael Sanchez,Arkansas,2009,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
2330,Michael Washington,Arkansas,2009,Sr,9,22.22%,77.78%,0.00%,22.22%,22.22%,34,14.71%,29.41%,55.88%
5544,Stefan Welsh,Arkansas,2009,Sr,30,26.67%,50.00%,23.33%,26.67%,6.67%,26,23.08%,42.31%,34.62%
16988,Joe Clark,Army,2009,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
16984,Ella Ellis,Army,2009,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
16996,Nathan Hedgecock,Army,2009,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
16987,Jeremy Hence,Army,2009,Jr,1,0.00%,0.00%,0.00%,100.00%,0.00%,4,50.00%,25.00%,25.00%
16995,Mitch McDonald,Army,2009,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
47965,C.J. McElrath,Army,2009,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
16991,Josh Miller,Army,2009,Sr,3,0.00%,0.00%,0.00%,100.00%,0.00%,5,40.00%,60.00%,0.00%
16994,Marcus Nelson,Army,2009,Sr,1,100.00%,0.00%,0.00%,100.00%,0.00%,1,0.00%,100.00%,0.00%
16986,Jason Pancoe,Army,2009,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
16983,Cleveland Richard,Army,2009,Sr,2,100.00%,50.00%,0.00%,50.00%,0.00%,2,50.00%,0.00%,50.00%
16992,Julian Simmons,Army,2009,So,1,0.00%,0.00%,0.00%,100.00%,0.00%,2,0.00%,50.00%,50.00%
16989,Jon Sizemore,Army,2009,Sr,0,NA,NA,NA,NA,NA,1,0.00%,0.00%,100.00%
16990,Jordan Springer,Army,2009,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
16998,Tyrell Thompson,Army,2009,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
16982,Chris Walker,Army,2009,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
16985,Eric Zastoupil,Army,2009,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
5590,Ty Armstrong,Auburn,2009,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,4,0.00%,25.00%,75.00%
5587,Rob Chubb,Auburn,2009,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
5581,Jake Drum,Auburn,2009,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
5584,Kenny Gabriel,Auburn,2009,So,2,0.00%,100.00%,0.00%,0.00%,0.00%,5,0.00%,60.00%,40.00%
5586,Lucas Hargrove,Auburn,2009,Sr,43,27.91%,34.88%,2.33%,62.79%,9.30%,48,14.58%,41.67%,43.75%
5578,Brendan Knox,Auburn,2009,Sr,7,14.29%,14.29%,14.29%,71.43%,0.00%,27,22.22%,25.93%,51.85%
5582,Johnnie Lett,Auburn,2009,Sr,6,16.67%,33.33%,16.67%,50.00%,16.67%,7,28.57%,42.86%,28.57%
5577,Andre Malone,Auburn,2009,Fr,2,50.00%,50.00%,0.00%,50.00%,0.00%,3,0.00%,0.00%,100.00%
5589,Tony Neysmith,Auburn,2009,So,1,100.00%,100.00%,0.00%,0.00%,0.00%,5,0.00%,80.00%,20.00%
4818,DeWayne Reed,Auburn,2009,Sr,80,33.75%,30.00%,15.00%,55.00%,7.50%,62,6.45%,58.06%,35.48%
5579,Earnest Ross,Auburn,2009,Fr,8,25.00%,62.50%,0.00%,37.50%,25.00%,13,23.08%,46.15%,30.77%
5580,Frankie Sullivan,Auburn,2009,So,23,26.09%,56.52%,13.04%,30.43%,26.09%,27,29.63%,33.33%,37.04%
5583,Josh Wallace,Auburn,2009,Fr,9,44.44%,22.22%,0.00%,77.78%,0.00%,5,0.00%,60.00%,40.00%
5588,Tay Waller,Auburn,2009,Sr,19,31.58%,47.37%,10.53%,42.11%,0.00%,17,5.88%,35.29%,58.82%
5585,"Larry Williams, Jr.",Auburn,2009,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
11659,Justin Blake,Austin Peay,2009,Fr,6,0.00%,83.33%,0.00%,16.67%,16.67%,3,0.00%,66.67%,33.33%
11650,Caleb Brown,Austin Peay,2009,Jr,22,13.64%,40.91%,13.64%,45.45%,13.64%,8,0.00%,50.00%,50.00%
11661,Tyrone Caldwell,Austin Peay,2009,So,11,9.09%,18.18%,27.27%,54.55%,0.00%,5,0.00%,60.00%,40.00%
9444,Anthony Campbell,Austin Peay,2009,So,8,0.00%,37.50%,37.50%,25.00%,12.50%,19,21.05%,36.84%,42.11%
11662,Wesley Channels,Austin Peay,2009,Sr,13,46.15%,38.46%,38.46%,23.08%,0.00%,25,4.00%,56.00%,40.00%
11655,Ernest Fields,Austin Peay,2009,Sr,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
11658,John Fraley,Austin Peay,2009,So,4,25.00%,0.00%,50.00%,50.00%,0.00%,7,0.00%,71.43%,28.57%
11654,Eric Mosley,Austin Peay,2009,Fr,2,0.00%,0.00%,0.00%,100.00%,0.00%,1,0.00%,0.00%,100.00%
11651,Chris Reaves,Austin Peay,2009,So,0,NA,NA,NA,NA,NA,2,0.00%,50.00%,50.00%
11653,Duran Roberson,Austin Peay,2009,Jr,3,33.33%,66.67%,0.00%,33.33%,0.00%,8,12.50%,25.00%,62.50%
11660,Marcel Williams,Austin Peay,2009,So,5,0.00%,20.00%,0.00%,80.00%,0.00%,10,20.00%,70.00%,10.00%
11652,Christopher Wood,Austin Peay,2009,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
11376,Brawley Chisholm,Ball State,2009,Sr,7,28.57%,28.57%,28.57%,42.86%,0.00%,10,0.00%,60.00%,40.00%
11385,Randy Davis,Ball State,2009,So,21,28.57%,38.10%,42.86%,19.05%,4.76%,15,20.00%,46.67%,33.33%
11388,Zach Fields,Ball State,2009,Fr,0,NA,NA,NA,NA,NA,3,33.33%,66.67%,0.00%
11380,John Green,Ball State,2009,Fr,2,0.00%,50.00%,50.00%,0.00%,50.00%,6,0.00%,50.00%,50.00%
11383,"Myron Green, Jr.",Ball State,2009,Fr,6,16.67%,66.67%,33.33%,0.00%,16.67%,4,0.00%,50.00%,50.00%
69742,Maurice Hubbard,Ball State,2009,Fr,2,0.00%,50.00%,0.00%,50.00%,0.00%,4,0.00%,50.00%,50.00%
11378,Jarrod Jones,Ball State,2009,So,4,25.00%,75.00%,0.00%,25.00%,0.00%,10,0.00%,30.00%,70.00%
11381,Malik Perry,Ball State,2009,Jr,3,0.00%,33.33%,0.00%,66.67%,0.00%,14,21.43%,14.29%,64.29%
11379,Jauwan Scaife,Ball State,2009,Fr,10,10.00%,20.00%,40.00%,40.00%,10.00%,14,28.57%,64.29%,7.14%
11384,Pierre Sneed,Ball State,2009,So,10,10.00%,30.00%,40.00%,30.00%,10.00%,12,16.67%,50.00%,33.33%
5797,Terrence Watson,Ball State,2009,Sr,8,25.00%,50.00%,25.00%,25.00%,25.00%,18,0.00%,50.00%,50.00%
4130,Quincy Acy,Baylor,2009,So,9,11.11%,33.33%,0.00%,66.67%,22.22%,29,6.90%,44.83%,48.28%
1945,Tweety Carter,Baylor,2009,Sr,131,32.82%,51.15%,12.98%,35.11%,27.48%,63,4.76%,65.08%,30.16%
4152,Givon Crump,Baylor,2009,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
4154,Nolan Dennis,Baylor,2009,Fr,4,25.00%,50.00%,25.00%,25.00%,50.00%,9,0.00%,44.44%,55.56%
4067,LaceDarius Dunn,Baylor,2009,Jr,36,47.22%,63.89%,8.33%,27.78%,33.33%,69,8.70%,43.48%,47.83%
4145,Fred Ellis,Baylor,2009,So,2,0.00%,0.00%,0.00%,100.00%,0.00%,3,0.00%,33.33%,66.67%
4151,Oscar Griffin,Baylor,2009,Fr,1,0.00%,0.00%,100.00%,0.00%,0.00%,1,0.00%,100.00%,0.00%
4149,Cory Jefferson,Baylor,2009,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
4142,Anthony Jones,Baylor,2009,So,15,40.00%,60.00%,0.00%,40.00%,33.33%,32,9.38%,53.13%,37.50%
4146,Josh Lomers,Baylor,2009,Sr,8,0.00%,25.00%,12.50%,62.50%,12.50%,28,32.14%,32.14%,35.71%
4153,Dragan Sekelja,Baylor,2009,Fr,1,0.00%,100.00%,0.00%,0.00%,0.00%,1,0.00%,0.00%,100.00%
4037,Ekpe Udoh,Baylor,2009,Jr,68,19.12%,55.88%,11.76%,32.35%,27.94%,61,9.84%,42.62%,47.54%
4150,A.J. Walton,Baylor,2009,Fr,41,26.83%,36.59%,31.71%,31.71%,12.20%,27,7.41%,48.15%,44.44%
14154,Brandon Baker,Belmont,2009,Fr,2,0.00%,50.00%,0.00%,50.00%,0.00%,5,0.00%,80.00%,20.00%
14152,Adam Barnes,Belmont,2009,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
14160,Keaton Belcher,Belmont,2009,Sr,5,0.00%,20.00%,20.00%,60.00%,0.00%,7,14.29%,57.14%,28.57%
14159,Jordan Campbell,Belmont,2009,Jr,4,25.00%,50.00%,25.00%,25.00%,0.00%,9,33.33%,33.33%,33.33%
14156,Ian Clark,Belmont,2009,Fr,6,16.67%,66.67%,16.67%,16.67%,16.67%,16,12.50%,31.25%,56.25%
14155,Drew Hanlen,Belmont,2009,So,16,43.75%,50.00%,12.50%,37.50%,6.25%,6,16.67%,50.00%,33.33%
14161,Mick Hedgepeth,Belmont,2009,So,2,0.00%,0.00%,0.00%,100.00%,0.00%,8,37.50%,12.50%,50.00%
14157,Jon House,Belmont,2009,Jr,4,25.00%,50.00%,0.00%,50.00%,25.00%,5,20.00%,40.00%,40.00%
3641,Kerron Johnson,Belmont,2009,Fr,13,46.15%,69.23%,0.00%,23.08%,0.00%,9,11.11%,55.56%,33.33%
14164,Trevor Noack,Belmont,2009,Fr,1,0.00%,0.00%,100.00%,0.00%,0.00%,3,0.00%,66.67%,33.33%
14158,Jonny Rice,Belmont,2009,So,0,NA,NA,NA,NA,NA,2,0.00%,100.00%,0.00%
7930,Scott Saunders,Belmont,2009,So,1,0.00%,0.00%,0.00%,100.00%,0.00%,4,25.00%,75.00%,0.00%
19024,Albert Abrahams,Bethune-Cookman,2009,Jr,1,100.00%,0.00%,0.00%,100.00%,0.00%,4,50.00%,0.00%,50.00%
19036,Tyrel Adams,Bethune-Cookman,2009,Sr,0,NA,NA,NA,NA,NA,2,50.00%,0.00%,50.00%
19032,Kene Anusionwu,Bethune-Cookman,2009,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
19034,Rashad Bailey,Bethune-Cookman,2009,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
19030,Javoris Bryant,Bethune-Cookman,2009,Fr,1,100.00%,0.00%,100.00%,0.00%,0.00%,0,NA,NA,NA
19033,Kevin Dukes,Bethune-Cookman,2009,Fr,2,50.00%,0.00%,0.00%,100.00%,0.00%,4,0.00%,100.00%,0.00%
19035,"Stanley Elliott, Jr.",Bethune-Cookman,2009,So,0,NA,NA,NA,NA,NA,6,0.00%,66.67%,33.33%
19031,"Jerry Jones, Jr.",Bethune-Cookman,2009,So,3,66.67%,66.67%,0.00%,33.33%,0.00%,3,33.33%,66.67%,0.00%
19027,Aric Miller,Bethune-Cookman,2009,Fr,1,0.00%,100.00%,0.00%,0.00%,0.00%,3,0.00%,66.67%,33.33%
19028,C.J. Reed,Bethune-Cookman,2009,So,11,27.27%,45.45%,36.36%,18.18%,0.00%,18,0.00%,50.00%,50.00%
19025,Alexander Starling,Bethune-Cookman,2009,Jr,5,20.00%,20.00%,20.00%,60.00%,0.00%,13,23.08%,23.08%,53.85%
19029,Jarrell Thomas,Bethune-Cookman,2009,Sr,2,50.00%,0.00%,50.00%,50.00%,0.00%,8,0.00%,75.00%,25.00%
19026,Antroine Williford,Bethune-Cookman,2009,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
17646,Moussa Camara,Binghamton,2009,Jr,1,0.00%,0.00%,0.00%,100.00%,0.00%,3,0.00%,33.33%,66.67%
17642,Jimmy Gray,Binghamton,2009,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,1,0.00%,100.00%,0.00%
17647,Pina Guillaume,Binghamton,2009,Fr,0,NA,NA,NA,NA,NA,1,0.00%,0.00%,100.00%
17645,Mike Horn,Binghamton,2009,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
17644,Mahamoud Jabbi,Binghamton,2009,Jr,1,0.00%,0.00%,100.00%,0.00%,0.00%,2,0.00%,0.00%,100.00%
17649,Taylor Johnston,Binghamton,2009,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
17639,Chretien Lukusa,Binghamton,2009,Jr,6,33.33%,50.00%,16.67%,33.33%,16.67%,2,50.00%,50.00%,0.00%
17648,Preston Pena,Binghamton,2009,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
17650,Umur Peten,Binghamton,2009,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
17641,Javon Ralling,Binghamton,2009,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
17643,Kyrie Sutton,Binghamton,2009,So,1,0.00%,0.00%,0.00%,100.00%,0.00%,8,0.00%,62.50%,37.50%
17640,Dylan Talley,Binghamton,2009,Fr,5,0.00%,20.00%,40.00%,40.00%,0.00%,6,0.00%,66.67%,33.33%
9555,Greer Wright,Binghamton,2009,Jr,5,40.00%,40.00%,20.00%,40.00%,0.00%,8,0.00%,37.50%,62.50%
8758,La'Shard Anderson,Boise State,2009,Jr,21,38.10%,38.10%,19.05%,42.86%,4.76%,15,0.00%,26.67%,73.33%
8761,Robert Arnold,Boise State,2009,Jr,21,33.33%,38.10%,38.10%,19.05%,14.29%,17,5.88%,47.06%,47.06%
8757,Kurt Cunningham,Boise State,2009,Sr,11,0.00%,54.55%,18.18%,27.27%,0.00%,12,8.33%,41.67%,50.00%
8759,Nate Larsen,Boise State,2009,Sr,1,0.00%,0.00%,100.00%,0.00%,0.00%,0,NA,NA,NA
8753,Daequon Montreal,Boise State,2009,Jr,8,37.50%,37.50%,37.50%,25.00%,0.00%,12,0.00%,33.33%,66.67%
8766,Zack Moritz,Boise State,2009,Jr,1,0.00%,0.00%,100.00%,0.00%,0.00%,3,0.00%,33.33%,66.67%
8760,Paul Noonan,Boise State,2009,Jr,9,55.56%,55.56%,33.33%,11.11%,0.00%,10,0.00%,30.00%,70.00%
8755,Ike Okoye,Boise State,2009,Sr,4,0.00%,75.00%,0.00%,25.00%,0.00%,12,16.67%,50.00%,33.33%
8765,Westly Perryman,Boise State,2009,RS-Jr,1,100.00%,100.00%,0.00%,0.00%,0.00%,2,0.00%,50.00%,50.00%
8756,Justin Salzwedel,Boise State,2009,Jr,1,0.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
8752,Anthony Thomas,Boise State,2009,Sr,26,42.31%,50.00%,30.77%,19.23%,3.85%,23,13.04%,60.87%,26.09%
8764,Tyler Young,Boise State,2009,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
3764,Cortney Dunn,Boston College,2009,Jr,5,0.00%,20.00%,60.00%,20.00%,0.00%,11,27.27%,36.36%,36.36%
3765,Dallas Elmore,Boston College,2009,So,11,9.09%,9.09%,45.45%,45.45%,0.00%,19,21.05%,36.84%,42.11%
3771,Reggie Jackson,Boston College,2009,So,96,47.92%,45.83%,28.13%,26.04%,6.25%,54,16.67%,42.59%,40.74%
3769,Nick Mosakowski,Boston College,2009,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
3762,Biko Paris,Boston College,2009,Jr,77,37.66%,46.75%,25.97%,27.27%,3.90%,53,5.66%,60.38%,33.96%
3763,Corey Raji,Boston College,2009,Jr,22,27.27%,45.45%,27.27%,27.27%,0.00%,23,13.04%,56.52%,30.43%
3766,Evan Ravenel,Boston College,2009,So,4,0.00%,50.00%,0.00%,50.00%,0.00%,10,40.00%,50.00%,10.00%
4831,Peter Rehnquist,Boston College,2009,So,1,100.00%,0.00%,0.00%,100.00%,0.00%,1,100.00%,0.00%,0.00%
3772,Tyler Roche,Boston College,2009,Sr,13,38.46%,69.23%,30.77%,0.00%,15.38%,13,7.69%,69.23%,23.08%
3770,Rakim Sanders,Boston College,2009,Jr,25,20.00%,60.00%,16.00%,24.00%,16.00%,38,7.89%,50.00%,42.11%
3768,Josh Southern,Boston College,2009,Jr,13,38.46%,46.15%,38.46%,15.38%,7.69%,13,23.08%,46.15%,30.77%
3767,Joe Trapani,Boston College,2009,Jr,22,13.64%,36.36%,36.36%,27.27%,13.64%,33,6.06%,57.58%,36.36%
17705,Tunde Agboola,Boston University,2009,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
17694,B.J. Bailey,Boston University,2009,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,2,0.00%,100.00%,0.00%
17700,John Holland,Boston University,2009,Jr,8,12.50%,25.00%,37.50%,37.50%,12.50%,11,9.09%,63.64%,27.27%
17697,Corey Lowe,Boston University,2009,Sr,21,23.81%,33.33%,0.00%,66.67%,4.76%,18,22.22%,50.00%,27.78%
17706,Tyler Morris,Boston University,2009,Sr,21,33.33%,38.10%,9.52%,52.38%,19.05%,17,0.00%,58.82%,41.18%
17698,Jake O'Brien,Boston University,2009,So,2,0.00%,0.00%,50.00%,50.00%,0.00%,15,20.00%,20.00%,60.00%
17699,Jeff Pelage,Boston University,2009,So,0,NA,NA,NA,NA,NA,9,33.33%,22.22%,44.44%
17702,Michael Schulze,Boston University,2009,Sr,0,NA,NA,NA,NA,NA,1,0.00%,0.00%,100.00%
17707,Valdas Sirutis,Boston University,2009,Sr,4,0.00%,25.00%,0.00%,75.00%,0.00%,4,25.00%,25.00%,50.00%
17704,Sherrod Smith,Boston University,2009,Sr,1,0.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
17696,Carlos Strong,Boston University,2009,Sr,6,16.67%,33.33%,16.67%,33.33%,0.00%,9,11.11%,55.56%,33.33%
17695,Brendan Sullivan,Boston University,2009,Sr,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
11280,Dee Brown,Bowling Green,2009,So,9,22.22%,44.44%,33.33%,22.22%,11.11%,21,0.00%,57.14%,42.86%
11277,A'uston Calhoun,Bowling Green,2009,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
11284,Jordon Crawford,Bowling Green,2009,Fr,10,30.00%,30.00%,40.00%,30.00%,0.00%,9,0.00%,77.78%,22.22%
11282,James Erger,Bowling Green,2009,Fr,1,0.00%,100.00%,0.00%,0.00%,0.00%,1,0.00%,0.00%,100.00%
9150,Darion Goins,Bowling Green,2009,Jr,0,NA,NA,NA,NA,NA,1,100.00%,0.00%,0.00%
11283,Joe Jakubowski,Bowling Green,2009,Jr,36,44.44%,38.89%,27.78%,33.33%,5.56%,14,14.29%,57.14%,28.57%
11287,Matt Karaffa,Bowling Green,2009,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
11285,Luke Kraus,Bowling Green,2009,Fr,0,NA,NA,NA,NA,NA,2,0.00%,0.00%,100.00%
11286,Marc Larson,Bowling Green,2009,Sr,4,0.00%,50.00%,0.00%,50.00%,0.00%,9,0.00%,55.56%,44.44%
11281,Erik Marschall,Bowling Green,2009,Sr,10,10.00%,50.00%,10.00%,40.00%,0.00%,12,8.33%,50.00%,41.67%
11278,Danny McElroy,Bowling Green,2009,Fr,1,0.00%,100.00%,0.00%,0.00%,0.00%,5,0.00%,40.00%,60.00%
11288,Otis Polk,Bowling Green,2009,Sr,7,0.00%,57.14%,28.57%,14.29%,14.29%,19,10.53%,57.89%,31.58%
11289,Scott Thomas,Bowling Green,2009,So,20,10.00%,55.00%,15.00%,30.00%,0.00%,12,8.33%,66.67%,25.00%
7065,Taylor Brown,Bradley,2009,So,10,10.00%,20.00%,20.00%,60.00%,0.00%,19,5.26%,42.11%,52.63%
4527,Dodie Dunson,Bradley,2009,RS-Sr,1,0.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
7058,Jake Eastman,Bradley,2009,Fr,4,25.00%,25.00%,50.00%,25.00%,25.00%,6,16.67%,50.00%,33.33%
7066,Will Egolf,Bradley,2009,So,4,25.00%,75.00%,0.00%,25.00%,0.00%,20,5.00%,40.00%,55.00%
7060,Milos Knezevic,Bradley,2009,Fr,1,0.00%,100.00%,0.00%,0.00%,0.00%,7,0.00%,28.57%,71.43%
7064,Sam Maniscalco,Bradley,2009,Jr,42,33.33%,33.33%,23.81%,40.48%,14.29%,23,8.70%,65.22%,26.09%
7057,Eddren McCain,Bradley,2009,So,13,23.08%,15.38%,38.46%,46.15%,0.00%,10,0.00%,50.00%,50.00%
7062,Ryan Phillips,Bradley,2009,Sr,0,NA,NA,NA,NA,NA,2,0.00%,50.00%,50.00%
7055,Chris Roberts,Bradley,2009,Sr,25,4.00%,24.00%,48.00%,24.00%,0.00%,23,4.35%,43.48%,52.17%
7056,Dyricus Simms-Edwards,Bradley,2009,Fr,20,25.00%,30.00%,20.00%,50.00%,0.00%,14,0.00%,57.14%,42.86%
7063,Sam Singh,Bradley,2009,Sr,4,0.00%,25.00%,75.00%,0.00%,0.00%,16,18.75%,31.25%,50.00%
7053,Anthony Thompson,Bradley,2009,So,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
7052,Andrew Warren,Bradley,2009,Jr,21,19.05%,33.33%,14.29%,52.38%,4.76%,30,13.33%,40.00%,46.67%
7054,Charonn Woods,Bradley,2009,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
12331,Marques Coleman,Brown,2009,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
12335,Steve Gruber,Brown,2009,Sr,7,14.29%,42.86%,28.57%,28.57%,0.00%,5,20.00%,40.00%,40.00%
12336,Tucker Halpern,Brown,2009,Fr,12,16.67%,58.33%,0.00%,41.67%,8.33%,5,0.00%,80.00%,20.00%
12330,Jean Herbert-Harris,Brown,2009,So,5,60.00%,80.00%,0.00%,20.00%,0.00%,9,0.00%,77.78%,22.22%
12329,Garrett Leffelman,Brown,2009,Jr,3,0.00%,0.00%,33.33%,66.67%,0.00%,8,0.00%,62.50%,37.50%
12327,Andrew McCarthy,Brown,2009,Fr,6,0.00%,83.33%,0.00%,16.67%,0.00%,18,0.00%,61.11%,38.89%
12340,Matt Mullery,Brown,2009,Sr,24,4.17%,50.00%,12.50%,37.50%,0.00%,19,5.26%,36.84%,57.89%
12332,Matt Sullivan,Brown,2009,Fr,16,25.00%,43.75%,18.75%,37.50%,6.25%,20,5.00%,65.00%,30.00%
12343,Peter Sullivan,Brown,2009,Jr,13,0.00%,38.46%,15.38%,46.15%,0.00%,16,0.00%,62.50%,37.50%
12328,Chris Taylor,Brown,2009,Jr,8,0.00%,37.50%,0.00%,62.50%,0.00%,7,0.00%,57.14%,42.86%
12326,Adrian Williams,Brown,2009,Jr,14,28.57%,42.86%,0.00%,57.14%,0.00%,11,0.00%,63.64%,36.36%
20433,Brent Abendroth,Bryant,2009,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
20435,Chris Birrell,Bryant,2009,Sr,5,40.00%,40.00%,40.00%,20.00%,0.00%,8,25.00%,62.50%,12.50%
20437,Daniel Calandrillo,Bryant,2009,Fr,1,0.00%,0.00%,100.00%,0.00%,0.00%,0,NA,NA,NA
20440,Michael Chroney,Bryant,2009,Jr,4,25.00%,50.00%,0.00%,50.00%,0.00%,12,16.67%,41.67%,41.67%
20434,Cecil Gresham,Bryant,2009,RS-Sr,3,0.00%,33.33%,33.33%,33.33%,0.00%,4,0.00%,100.00%,0.00%
20442,Raphael Jordan,Bryant,2009,Fr,8,25.00%,37.50%,12.50%,50.00%,0.00%,7,0.00%,71.43%,28.57%
20444,Vladyslav Kondratyev,Bryant,2009,Fr,0,NA,NA,NA,NA,NA,9,11.11%,44.44%,44.44%
20432,Barry Latham,Bryant,2009,Jr,3,0.00%,66.67%,33.33%,0.00%,0.00%,5,0.00%,40.00%,60.00%
20443,Sam LeClerc,Bryant,2009,So,3,33.33%,33.33%,66.67%,0.00%,0.00%,4,0.00%,75.00%,25.00%
10597,Papa Lo,Bryant,2009,So,4,0.00%,25.00%,0.00%,75.00%,0.00%,4,0.00%,50.00%,50.00%
20436,Claybrin McMath,Bryant,2009,Fr,1,0.00%,0.00%,100.00%,0.00%,0.00%,1,0.00%,100.00%,0.00%
20429,Adam Parzych,Bryant,2009,Jr,8,37.50%,37.50%,25.00%,37.50%,0.00%,7,0.00%,57.14%,42.86%
20441,Nick Pontes,Bryant,2009,Sr,0,NA,NA,NA,NA,NA,11,9.09%,36.36%,54.55%
20438,Don Smith,Bryant,2009,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
20439,Erick Smith,Bryant,2009,Fr,1,100.00%,100.00%,0.00%,0.00%,0.00%,4,0.00%,25.00%,75.00%
20431,Anthony Thomas (2),Bryant,2009,Sr,1,0.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
17061,Enoch Andoh,Bucknell,2009,So,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
17066,Patrick Behan,Bucknell,2009,Sr,3,0.00%,33.33%,0.00%,66.67%,0.00%,8,0.00%,62.50%,37.50%
17062,G.W. Boon,Bucknell,2009,Jr,0,NA,NA,NA,NA,NA,4,0.00%,50.00%,50.00%
17056,Bryan Cohen,Bucknell,2009,So,8,0.00%,37.50%,12.50%,50.00%,0.00%,10,10.00%,30.00%,60.00%
17070,Zach Evans,Bucknell,2009,Sr,1,0.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
17064,Matt Fiery,Bucknell,2009,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
17057,Bryson Johnson,Bucknell,2009,Fr,3,33.33%,0.00%,0.00%,100.00%,0.00%,5,20.00%,60.00%,20.00%
17058,Colin Klebon,Bucknell,2009,Fr,2,0.00%,50.00%,0.00%,50.00%,0.00%,2,50.00%,50.00%,0.00%
17067,Probese Leo,Bucknell,2009,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
17065,Mike Muscala,Bucknell,2009,Fr,5,20.00%,20.00%,0.00%,80.00%,0.00%,3,0.00%,66.67%,33.33%
17059,D.J. Rowe,Bucknell,2009,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
17060,Darryl Shazier,Bucknell,2009,Jr,16,12.50%,0.00%,43.75%,56.25%,0.00%,7,0.00%,71.43%,28.57%
17069,Stephen Tyree,Bucknell,2009,Jr,5,0.00%,20.00%,40.00%,40.00%,0.00%,7,14.29%,42.86%,42.86%
17063,Joe Willman,Bucknell,2009,Fr,0,NA,NA,NA,NA,NA,3,33.33%,33.33%,33.33%
11439,Jawaan Alston,Buffalo,2009,Jr,3,33.33%,0.00%,0.00%,100.00%,0.00%,8,0.00%,37.50%,62.50%
11437,Dave Barnett,Buffalo,2009,So,2,0.00%,50.00%,50.00%,0.00%,50.00%,4,0.00%,25.00%,75.00%
