GMID,Name,School,Year,Grade,AST,PercATrans,PercARim,PercA2PJ,PercA3P,PercADunks,TO,PercTOFoul,PercTOStea,PercTOMisc
13169,Kirk Korver,Missouri-Kansas City,2013,Sr,0,NA,NA,NA,NA,NA,1,0.00%,0.00%,100.00%
57619,Isaac Kreuer,Missouri-Kansas City,2013,Fr,1,0.00%,0.00%,100.00%,0.00%,0.00%,2,0.00%,0.00%,100.00%
57620,Chandler Levingston-Simon,Missouri-Kansas City,2013,Fr,1,100.00%,100.00%,0.00%,0.00%,100.00%,0,NA,NA,NA
49187,Aaron Washington,Missouri-Kansas City,2013,Sr,3,33.33%,33.33%,33.33%,33.33%,0.00%,1,0.00%,0.00%,100.00%
57622,"Frank Williams, Jr.",Missouri-Kansas City,2013,Jr,4,25.00%,75.00%,0.00%,25.00%,0.00%,3,0.00%,66.67%,33.33%
44879,Mike Bedulskis,UNC Asheville,2013,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
44880,Alex Biggerstaff,UNC Asheville,2013,Fr,2,0.00%,50.00%,0.00%,50.00%,0.00%,1,0.00%,0.00%,100.00%
58119,Jacob Casper,UNC Asheville,2013,Fr,0,NA,NA,NA,NA,NA,3,0.00%,66.67%,33.33%
16199,D.J. Cunningham,UNC Asheville,2013,Sr,4,50.00%,100.00%,0.00%,0.00%,0.00%,5,20.00%,20.00%,60.00%
32976,Sam Hughes,UNC Asheville,2013,So,4,0.00%,25.00%,0.00%,75.00%,0.00%,10,0.00%,50.00%,50.00%
16202,Jaron Lane,UNC Asheville,2013,Sr,4,50.00%,25.00%,0.00%,75.00%,0.00%,6,0.00%,50.00%,50.00%
31192,Corey Littlejohn,UNC Asheville,2013,Jr,5,0.00%,20.00%,20.00%,60.00%,0.00%,6,0.00%,83.33%,16.67%
31194,Chudier Pal,UNC Asheville,2013,Jr,1,0.00%,0.00%,100.00%,0.00%,0.00%,3,33.33%,0.00%,66.67%
31197,Jaleel Roberts,UNC Asheville,2013,Jr,1,0.00%,0.00%,0.00%,100.00%,0.00%,3,33.33%,66.67%,0.00%
58120,David Robertson,UNC Asheville,2013,Fr,6,16.67%,33.33%,33.33%,33.33%,16.67%,5,0.00%,60.00%,40.00%
58121,Andrew Rowsey,UNC Asheville,2013,Fr,8,25.00%,37.50%,25.00%,37.50%,12.50%,18,5.56%,44.44%,50.00%
44884,Will Weeks,UNC Asheville,2013,RS-So,2,0.00%,50.00%,0.00%,50.00%,0.00%,5,0.00%,60.00%,40.00%
58122,Ethan Wilmoth,UNC Asheville,2013,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
52845,Giacomo Zilli,UNC Asheville,2013,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,1,0.00%,0.00%,100.00%
41316,Diante Baldwin,UNC Greensboro,2013,Fr,2,0.00%,0.00%,0.00%,100.00%,0.00%,3,33.33%,66.67%,0.00%
41313,Clay Byrd,UNC Greensboro,2013,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
9329,Kyle Cain,UNC Greensboro,2013,Jr,5,40.00%,60.00%,20.00%,20.00%,0.00%,11,9.09%,36.36%,54.55%
58795,Jordy Kuiper,UNC Greensboro,2013,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
44236,Kayel Locke,UNC Greensboro,2013,So,4,25.00%,25.00%,0.00%,75.00%,0.00%,8,25.00%,12.50%,62.50%
24044,Jamal Mitchell,UNC Greensboro,2013,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
58793,Ty Outlaw,UNC Greensboro,2013,Fr,0,NA,NA,NA,NA,NA,2,0.00%,50.00%,50.00%
22937,Drew Parker,UNC Greensboro,2013,Sr,8,37.50%,25.00%,62.50%,12.50%,12.50%,2,0.00%,100.00%,0.00%
31638,Nikos Pavlos,UNC Greensboro,2013,Jr,6,16.67%,16.67%,83.33%,0.00%,16.67%,4,0.00%,50.00%,50.00%
44235,Jordan Potts,UNC Greensboro,2013,So,9,33.33%,11.11%,66.67%,22.22%,0.00%,5,20.00%,0.00%,80.00%
31672,Jordan Robertson,UNC Greensboro,2013,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
58792,Tevon Saddler,UNC Greensboro,2013,Fr,7,28.57%,85.71%,14.29%,0.00%,28.57%,12,16.67%,33.33%,50.00%
44234,R.J. White,UNC Greensboro,2013,Fr,0,NA,NA,NA,NA,NA,7,0.00%,28.57%,71.43%
44724,Zack Allen,UNC Wilmington,2013,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
44725,Chris Dixon,UNC Wilmington,2013,Sr,9,66.67%,66.67%,22.22%,11.11%,11.11%,8,0.00%,75.00%,25.00%
5497,Ben Eblen,UNC Wilmington,2013,Sr,15,26.67%,46.67%,13.33%,40.00%,20.00%,8,0.00%,87.50%,12.50%
44726,C.J. Gettys,UNC Wilmington,2013,Fr,1,0.00%,100.00%,0.00%,0.00%,0.00%,3,0.00%,100.00%,0.00%
23625,Marcus Graham,UNC Wilmington,2013,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
31247,Luke Hager,UNC Wilmington,2013,So,1,0.00%,100.00%,0.00%,0.00%,0.00%,6,0.00%,16.67%,83.33%
31248,Freddie Jackson,UNC Wilmington,2013,Jr,7,42.86%,28.57%,28.57%,42.86%,0.00%,5,0.00%,80.00%,20.00%
23652,Tanner Milson,UNC Wilmington,2013,Sr,9,55.56%,55.56%,33.33%,11.11%,0.00%,7,0.00%,57.14%,42.86%
58215,Chuck Ogbodo,UNC Wilmington,2013,Fr,0,NA,NA,NA,NA,NA,3,0.00%,66.67%,33.33%
31249,Craig Ponder,UNC Wilmington,2013,So,8,75.00%,50.00%,25.00%,25.00%,0.00%,8,12.50%,62.50%,25.00%
23655,Shane Reybold,UNC Wilmington,2013,Sr,2,0.00%,50.00%,50.00%,0.00%,0.00%,2,50.00%,0.00%,50.00%
31250,Dylan Sherwood,UNC Wilmington,2013,So,1,0.00%,100.00%,0.00%,0.00%,0.00%,2,50.00%,0.00%,50.00%
58216,Addison Spruill,UNC Wilmington,2013,Jr,1,0.00%,100.00%,0.00%,0.00%,0.00%,7,14.29%,42.86%,42.86%
31252,Cedrick Williams,UNC Wilmington,2013,Jr,6,0.00%,50.00%,16.67%,33.33%,16.67%,10,10.00%,50.00%,40.00%
30544,Matt Bohannon,Northern Iowa,2013,So,12,25.00%,50.00%,8.33%,41.67%,8.33%,4,25.00%,50.00%,25.00%
57192,Nate Buchheit,Northern Iowa,2013,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
23510,Nate Buss,Northern Iowa,2013,Jr,4,0.00%,50.00%,0.00%,50.00%,0.00%,5,0.00%,40.00%,60.00%
57190,Ted Friedman,Northern Iowa,2013,Fr,0,NA,NA,NA,NA,NA,2,0.00%,50.00%,50.00%
42607,Matt MacDougall,Northern Iowa,2013,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
23509,Max Martino,Northern Iowa,2013,Jr,3,66.67%,33.33%,33.33%,33.33%,0.00%,2,0.00%,100.00%,0.00%
30546,Deon Mitchell,Northern Iowa,2013,Jr,30,30.00%,20.00%,10.00%,70.00%,3.33%,30,13.33%,56.67%,30.00%
57187,Jeremy Morgan,Northern Iowa,2013,Fr,17,23.53%,35.29%,23.53%,41.18%,0.00%,20,10.00%,60.00%,30.00%
7465,Matt Morrison,Northern Iowa,2013,Sr,6,16.67%,33.33%,16.67%,50.00%,16.67%,3,0.00%,0.00%,100.00%
23506,Chip Rank,Northern Iowa,2013,Sr,4,25.00%,50.00%,0.00%,50.00%,0.00%,1,0.00%,0.00%,100.00%
30548,Marvin Singleton,Northern Iowa,2013,Jr,2,50.00%,100.00%,0.00%,0.00%,0.00%,3,0.00%,33.33%,66.67%
30549,Seth Tuttle,Northern Iowa,2013,Jr,18,16.67%,16.67%,22.22%,61.11%,0.00%,25,12.00%,56.00%,32.00%
28786,Wes Washpun,Northern Iowa,2013,So,47,31.91%,44.68%,8.51%,46.81%,8.51%,38,0.00%,60.53%,39.47%
57214,Jamal Aytes,UNLV,2013,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
24151,Khem Birch,UNLV,2013,Jr,19,15.79%,42.11%,5.26%,52.63%,5.26%,21,9.52%,33.33%,57.14%
42637,Daquan Cook,UNLV,2013,So,7,57.14%,42.86%,28.57%,28.57%,28.57%,3,0.00%,100.00%,0.00%
9301,Bryce Dejean-Jones,UNLV,2013,Jr,20,35.00%,50.00%,20.00%,30.00%,15.00%,19,5.26%,42.11%,52.63%
7115,Jelan Kendrick,UNLV,2013,Jr,11,45.45%,54.55%,0.00%,45.45%,18.18%,20,5.00%,50.00%,45.00%
10004,Carlos Lopez-Sosa,UNLV,2013,Sr,4,0.00%,50.00%,25.00%,25.00%,0.00%,2,0.00%,50.00%,50.00%
28714,Demetris Morant,UNLV,2013,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
23363,Kevin Olekaibe,UNLV,2013,Sr,26,34.62%,53.85%,26.92%,19.23%,15.38%,9,0.00%,44.44%,55.56%
42638,Charles Rushman,UNLV,2013,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
28801,Deville Smith,UNLV,2013,Jr,31,38.71%,48.39%,12.90%,38.71%,22.58%,26,0.00%,65.38%,34.62%
57215,Kendall Smith (2),UNLV,2013,Fr,15,33.33%,40.00%,20.00%,40.00%,13.33%,14,0.00%,57.14%,42.86%
9279,Roscoe Smith,UNLV,2013,Jr,6,16.67%,50.00%,0.00%,50.00%,0.00%,17,17.65%,41.18%,41.18%
41451,Christian Wood,UNLV,2013,Fr,5,0.00%,40.00%,20.00%,40.00%,0.00%,5,20.00%,20.00%,60.00%
26799,Mario Blessing,USC Upstate,2013,Jr,20,25.00%,45.00%,0.00%,55.00%,0.00%,9,0.00%,55.56%,44.44%
45161,Michael Buchanan,USC Upstate,2013,Fr,2,0.00%,50.00%,0.00%,50.00%,0.00%,2,50.00%,0.00%,50.00%
22581,Torrey Craig,USC Upstate,2013,Sr,16,31.25%,43.75%,25.00%,31.25%,0.00%,15,0.00%,46.67%,53.33%
57918,Josh Cuthbertson,USC Upstate,2013,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
14621,Ricardo Glenn,USC Upstate,2013,Sr,13,23.08%,69.23%,7.69%,23.08%,15.38%,12,0.00%,58.33%,41.67%
31051,Ty Greene,USC Upstate,2013,Jr,21,23.81%,52.38%,28.57%,19.05%,4.76%,5,0.00%,100.00%,0.00%
57919,Karim Mawuenyega,USC Upstate,2013,Fr,3,0.00%,66.67%,0.00%,33.33%,0.00%,5,0.00%,20.00%,80.00%
19657,Jodd Maxey,USC Upstate,2013,Sr,6,0.00%,50.00%,16.67%,33.33%,0.00%,6,16.67%,83.33%,0.00%
31053,Fred Miller,USC Upstate,2013,Jr,16,18.75%,43.75%,12.50%,37.50%,12.50%,15,0.00%,20.00%,80.00%
22583,Babatunde Olumuyiwa,USC Upstate,2013,Sr,2,0.00%,0.00%,50.00%,50.00%,0.00%,5,0.00%,20.00%,80.00%
57917,ShunQuez Stephens,USC Upstate,2013,So,2,0.00%,0.00%,0.00%,100.00%,0.00%,3,0.00%,66.67%,33.33%
31564,Courtney Austin,Texas-Arlington,2013,RS-Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
52815,Jorge Bilbao,Texas-Arlington,2013,Fr,1,0.00%,100.00%,0.00%,0.00%,100.00%,1,0.00%,100.00%,0.00%
31858,Luke Davis (2),Texas-Arlington,2013,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
42804,Vincent Dillard,Texas-Arlington,2013,Jr,0,NA,NA,NA,NA,NA,4,0.00%,0.00%,100.00%
4270,Reger Dowell,Texas-Arlington,2013,Sr,3,0.00%,66.67%,0.00%,33.33%,0.00%,3,0.00%,100.00%,0.00%
23010,Brandon Edwards,Texas-Arlington,2013,Sr,0,NA,NA,NA,NA,NA,5,0.00%,40.00%,60.00%
23015,Stuart Lagerson,Texas-Arlington,2013,Jr,1,100.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
58987,Lonnie McClanahan,Texas-Arlington,2013,Jr,6,33.33%,33.33%,0.00%,66.67%,0.00%,9,0.00%,66.67%,33.33%
42806,Kyle McElvain,Texas-Arlington,2013,Sr,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
23318,Jamel Outler,Texas-Arlington,2013,Jr,0,NA,NA,NA,NA,NA,2,0.00%,50.00%,50.00%
58988,Anthony Walker,Texas-Arlington,2013,Jr,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
23014,Shaquille White-Miller,Texas-Arlington,2013,Sr,5,40.00%,0.00%,0.00%,100.00%,0.00%,2,0.00%,50.00%,50.00%
58989,Brandon Williams (5),Texas-Arlington,2013,Fr,0,NA,NA,NA,NA,NA,1,0.00%,0.00%,100.00%
43106,Justin Childs,Tennessee-Martin,2013,Sr,4,75.00%,0.00%,25.00%,75.00%,0.00%,6,0.00%,50.00%,50.00%
43107,Tobias Dowdell,Tennessee-Martin,2013,Jr,1,0.00%,0.00%,0.00%,100.00%,0.00%,3,0.00%,66.67%,33.33%
43108,Bobby Jones,Tennessee-Martin,2013,Sr,0,NA,NA,NA,NA,NA,3,33.33%,33.33%,33.33%
22481,Mike Liabo,Tennessee-Martin,2013,Sr,7,28.57%,85.71%,0.00%,14.29%,0.00%,8,0.00%,62.50%,37.50%
26340,Javier Martinez,Tennessee-Martin,2013,Fr,0,NA,NA,NA,NA,NA,4,0.00%,75.00%,25.00%
22480,Omari Minor,Tennessee-Martin,2013,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
22479,Pierre Mopo,Tennessee-Martin,2013,Sr,0,NA,NA,NA,NA,NA,2,100.00%,0.00%,0.00%
59238,Marshun Newell,Tennessee-Martin,2013,Jr,18,16.67%,22.22%,22.22%,55.56%,5.56%,14,0.00%,57.14%,42.86%
43110,Dee Oldham,Tennessee-Martin,2013,So,9,22.22%,44.44%,11.11%,44.44%,0.00%,3,0.00%,33.33%,66.67%
43111,DeMarc Richardson,Tennessee-Martin,2013,So,3,0.00%,33.33%,66.67%,0.00%,0.00%,2,0.00%,100.00%,0.00%
59236,Chandler Rowe,Tennessee-Martin,2013,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
22444,Terence Smith,Tennessee-Martin,2013,Jr,9,11.11%,33.33%,11.11%,55.56%,0.00%,5,0.00%,20.00%,80.00%
31390,Khristian Taylor,Tennessee-Martin,2013,Jr,4,25.00%,0.00%,25.00%,75.00%,0.00%,3,0.00%,66.67%,33.33%
31391,Myles Taylor,Tennessee-Martin,2013,Jr,5,40.00%,100.00%,0.00%,0.00%,20.00%,8,0.00%,37.50%,62.50%
30464,Danny Berger,Utah State,2013,Jr,9,44.44%,66.67%,22.22%,11.11%,22.22%,9,11.11%,55.56%,33.33%
42810,Spencer Butterfield,Utah State,2013,Sr,19,36.84%,47.37%,21.05%,31.58%,5.26%,24,12.50%,58.33%,29.17%
23405,Ben Clifford,Utah State,2013,Jr,1,0.00%,100.00%,0.00%,0.00%,0.00%,4,25.00%,25.00%,50.00%
57217,Kyle Davis (3),Utah State,2013,So,12,8.33%,58.33%,25.00%,16.67%,25.00%,16,18.75%,50.00%,31.25%
42811,Marcel Davis,Utah State,2013,So,25,20.00%,24.00%,40.00%,36.00%,0.00%,15,0.00%,80.00%,20.00%
42812,Sean Harris,Utah State,2013,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
29002,JoJo McGlaston,Utah State,2013,Fr,4,25.00%,75.00%,0.00%,25.00%,0.00%,3,0.00%,33.33%,66.67%
9209,Preston Medlin,Utah State,2013,Sr,58,27.59%,32.76%,29.31%,37.93%,5.17%,20,0.00%,65.00%,35.00%
57216,Jalen Moore,Utah State,2013,Fr,7,28.57%,28.57%,28.57%,42.86%,0.00%,11,9.09%,63.64%,27.27%
28272,Viko Noma'aea,Utah State,2013,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
42814,TeNale Roland,Utah State,2013,Jr,35,20.00%,25.71%,31.43%,42.86%,14.29%,8,12.50%,62.50%,25.00%
4271,Jarred Shaw,Utah State,2013,Sr,13,15.38%,15.38%,30.77%,46.15%,0.00%,22,18.18%,50.00%,31.82%
30470,Jordan Stone,Utah State,2013,Jr,3,33.33%,100.00%,0.00%,0.00%,33.33%,13,23.08%,15.38%,61.54%
23726,Ben Aird,Utah Valley,2013,Sr,3,0.00%,66.67%,33.33%,0.00%,0.00%,2,50.00%,50.00%,0.00%
14128,Taylor Brown (2),Utah Valley,2013,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
30465,Mitch Bruneel,Utah Valley,2013,Jr,4,0.00%,25.00%,25.00%,50.00%,0.00%,4,0.00%,50.00%,50.00%
63477,Cory Cardwell,Utah Valley,2013,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
30833,Keawe Enos,Utah Valley,2013,Sr,5,0.00%,20.00%,60.00%,20.00%,0.00%,8,12.50%,37.50%,50.00%
61835,Brenden Evans,Utah Valley,2013,Jr,0,NA,NA,NA,NA,NA,1,0.00%,0.00%,100.00%
57608,Hayes Garrity,Utah Valley,2013,So,6,0.00%,33.33%,16.67%,50.00%,0.00%,5,0.00%,100.00%,0.00%
23722,Holton Hunsaker,Utah Valley,2013,Sr,11,18.18%,45.45%,36.36%,18.18%,0.00%,8,12.50%,62.50%,25.00%
57609,Zach Nelson (2),Utah Valley,2013,Fr,5,0.00%,0.00%,60.00%,40.00%,0.00%,6,0.00%,83.33%,16.67%
23727,Eli Robison,Utah Valley,2013,Fr,0,NA,NA,NA,NA,NA,1,0.00%,0.00%,100.00%
57611,Chad Ross,Utah Valley,2013,Jr,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
13216,Dallin Bachynski,Utah,2013,Jr,6,33.33%,66.67%,0.00%,33.33%,16.67%,15,20.00%,33.33%,46.67%
61312,Austin Eastman,Utah,2013,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
56846,Ahmad Fields,Utah,2013,Fr,4,25.00%,75.00%,0.00%,25.00%,25.00%,3,0.00%,66.67%,33.33%
56845,Marko Kovacevic,Utah,2013,Jr,2,0.00%,50.00%,0.00%,50.00%,0.00%,5,20.00%,40.00%,40.00%
42485,Renan Lenz,Utah,2013,Sr,1,100.00%,100.00%,0.00%,0.00%,0.00%,5,0.00%,60.00%,40.00%
28604,Jordan Loveridge,Utah,2013,So,30,13.33%,56.67%,10.00%,33.33%,0.00%,28,0.00%,57.14%,42.86%
27064,Kenneth Ogbe,Utah,2013,Fr,2,0.00%,100.00%,0.00%,0.00%,0.00%,5,0.00%,40.00%,60.00%
10057,Jeremy Olsen,Utah,2013,So,5,0.00%,60.00%,20.00%,20.00%,0.00%,16,18.75%,37.50%,43.75%
56844,Princeton Onwas,Utah,2013,Jr,9,11.11%,77.78%,0.00%,22.22%,11.11%,13,0.00%,46.15%,53.85%
30383,Alexander Ricketts,Utah,2013,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
42488,Brandon Taylor (2),Utah,2013,So,45,26.67%,48.89%,24.44%,26.67%,6.67%,30,0.00%,56.67%,43.33%
42489,Dakarai Tucker,Utah,2013,So,8,0.00%,25.00%,37.50%,37.50%,25.00%,6,16.67%,66.67%,16.67%
62745,Connor Van Brocklin,Utah,2013,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
56843,Parker Van Dyke,Utah,2013,Fr,1,0.00%,0.00%,100.00%,0.00%,0.00%,0,NA,NA,NA
56842,Delon Wright,Utah,2013,Jr,64,29.69%,46.88%,6.25%,46.88%,7.81%,41,7.32%,48.78%,43.90%
22895,John Bohannon,UTEP,2013,Sr,27,18.52%,25.93%,18.52%,55.56%,11.11%,17,17.65%,23.53%,58.82%
34362,Tevin Caldwell,UTEP,2013,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
30788,C.J. Cooper,UTEP,2013,Jr,22,22.73%,45.45%,36.36%,18.18%,22.73%,19,0.00%,63.16%,36.84%
10733,Justin Crosgile,UTEP,2013,Sr,5,20.00%,20.00%,20.00%,60.00%,20.00%,4,0.00%,75.00%,25.00%
57095,Jake Flaggert,UTEP,2013,Fr,5,0.00%,60.00%,40.00%,0.00%,0.00%,3,0.00%,33.33%,66.67%
57096,Vince Hunter,UTEP,2013,Fr,10,20.00%,40.00%,50.00%,10.00%,40.00%,21,4.76%,61.90%,33.33%
64223,Aaron Jones (2),UTEP,2013,Fr,3,33.33%,100.00%,0.00%,0.00%,66.67%,2,0.00%,0.00%,100.00%
30790,Cedrick Lang,UTEP,2013,Jr,6,16.67%,83.33%,16.67%,0.00%,16.67%,12,16.67%,33.33%,50.00%
61266,Victor Mbachu,UTEP,2013,Jr,2,50.00%,100.00%,0.00%,0.00%,50.00%,0,NA,NA,NA
42570,McKenzie Moore,UTEP,2013,Jr,2,50.00%,100.00%,0.00%,0.00%,0.00%,6,0.00%,33.33%,66.67%
30793,Jalen Ragland,UTEP,2013,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
8274,Tyler Tafoya,UTEP,2013,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
30794,Hooper Vint,UTEP,2013,So,2,0.00%,50.00%,50.00%,0.00%,50.00%,1,0.00%,100.00%,0.00%
30795,Julian Washburn,UTEP,2013,Jr,21,19.05%,42.86%,23.81%,33.33%,0.00%,9,0.00%,33.33%,66.67%
25766,Matt Willms,UTEP,2013,Fr,6,0.00%,16.67%,66.67%,16.67%,0.00%,16,18.75%,31.25%,50.00%
30915,Shaquille Boga,Texas-RGV,2013,Jr,6,16.67%,0.00%,33.33%,66.67%,0.00%,7,14.29%,57.14%,28.57%
23719,Josh Cleveland,Texas-RGV,2013,Sr,2,50.00%,0.00%,50.00%,50.00%,0.00%,1,100.00%,0.00%,0.00%
44620,Jamal Dantzler,Texas-RGV,2013,Sr,2,100.00%,100.00%,0.00%,0.00%,50.00%,0,NA,NA,NA
10584,Javorn Farrell,Texas-RGV,2013,Sr,7,57.14%,71.43%,14.29%,14.29%,0.00%,13,0.00%,76.92%,23.08%
61295,Christian Hildebrandt,Texas-RGV,2013,Jr,1,0.00%,100.00%,0.00%,0.00%,0.00%,0,NA,NA,NA
44622,Shaquille Hines,Texas-RGV,2013,So,4,0.00%,50.00%,25.00%,25.00%,0.00%,8,0.00%,37.50%,62.50%
44624,Hurley Johnson,Texas-RGV,2013,Sr,2,0.00%,0.00%,50.00%,50.00%,0.00%,2,50.00%,50.00%,0.00%
44626,Justin Leathers,Texas-RGV,2013,Sr,3,0.00%,33.33%,0.00%,66.67%,0.00%,3,0.00%,0.00%,100.00%
57604,Alex Majewski,Texas-RGV,2013,Fr,0,NA,NA,NA,NA,NA,4,0.00%,75.00%,25.00%
57605,L.J. McIntosh,Texas-RGV,2013,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
44629,Blake Provost,Texas-RGV,2013,Fr,1,100.00%,0.00%,0.00%,100.00%,0.00%,2,0.00%,0.00%,100.00%
57606,Jacob Raspopovich,Texas-RGV,2013,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,1,100.00%,0.00%,0.00%
57607,Marcel Simon,Texas-RGV,2013,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
28363,Lauri Toivonen,Texas-RGV,2013,Jr,0,NA,NA,NA,NA,NA,2,50.00%,50.00%,0.00%
61297,Elijah Watson,Texas-RGV,2013,RS-Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
42766,Devon Agusi,Texas-San Antonio,2013,Sr,28,28.57%,39.29%,7.14%,53.57%,10.71%,31,6.45%,51.61%,41.94%
61268,Keith Benford,Texas-San Antonio,2013,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
42768,Phillip Jones (2),Texas-San Antonio,2013,Fr,4,0.00%,0.00%,50.00%,50.00%,0.00%,20,5.00%,55.00%,40.00%
57088,Keon Lewis,Texas-San Antonio,2013,Jr,24,37.50%,50.00%,8.33%,41.67%,12.50%,29,6.90%,51.72%,41.38%
30378,George Matthews,Texas-San Antonio,2013,So,3,0.00%,0.00%,66.67%,33.33%,0.00%,4,0.00%,25.00%,75.00%
26388,Edrico McGregor,Texas-San Antonio,2013,Sr,8,37.50%,12.50%,37.50%,50.00%,0.00%,24,8.33%,45.83%,45.83%
61267,Trey Moore,Texas-San Antonio,2013,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,1,0.00%,0.00%,100.00%
42770,Lucas O'Brien,Texas-San Antonio,2013,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
57086,Kaj-Bjorn Sherman,Texas-San Antonio,2013,Jr,2,0.00%,0.00%,0.00%,100.00%,0.00%,14,21.43%,35.71%,42.86%
23019,Jordan Sims,Texas-San Antonio,2013,Sr,9,33.33%,44.44%,22.22%,33.33%,11.11%,6,0.00%,83.33%,16.67%
42771,Hyjii Thomas,Texas-San Antonio,2013,Sr,10,10.00%,50.00%,20.00%,30.00%,0.00%,19,5.26%,52.63%,42.11%
57085,James Williams (2),Texas-San Antonio,2013,So,5,0.00%,0.00%,40.00%,60.00%,0.00%,8,12.50%,75.00%,12.50%
23023,Tyler Wood,Texas-San Antonio,2013,Sr,4,25.00%,50.00%,25.00%,25.00%,0.00%,1,0.00%,0.00%,100.00%
57286,Jubril Adekoya,Valparaiso,2013,Fr,6,0.00%,33.33%,16.67%,50.00%,16.67%,4,0.00%,25.00%,75.00%
3866,Bobby Capobianco,Valparaiso,2013,Sr,3,100.00%,100.00%,0.00%,0.00%,0.00%,15,20.00%,33.33%,46.67%
42848,Keith Carter,Valparaiso,2013,So,6,50.00%,83.33%,0.00%,16.67%,50.00%,3,33.33%,33.33%,33.33%
22878,David Chadwick,Valparaiso,2013,Jr,1,0.00%,100.00%,0.00%,0.00%,0.00%,0,NA,NA,NA
23369,Jordan Coleman,Valparaiso,2013,Sr,8,50.00%,50.00%,12.50%,37.50%,12.50%,8,0.00%,75.00%,25.00%
57285,Nick Davidson,Valparaiso,2013,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
9315,Lavonte Dority,Valparaiso,2013,Sr,9,22.22%,22.22%,0.00%,77.78%,11.11%,18,11.11%,55.56%,33.33%
30920,Vashil Fernandez,Valparaiso,2013,So,0,NA,NA,NA,NA,NA,5,20.00%,60.00%,20.00%
28789,Moussa Gueye,Valparaiso,2013,Sr,3,0.00%,33.33%,0.00%,66.67%,0.00%,15,40.00%,40.00%,20.00%
57287,Alec Peters,Valparaiso,2013,Fr,8,12.50%,50.00%,0.00%,50.00%,25.00%,15,20.00%,46.67%,33.33%
57284,Lexus Williams,Valparaiso,2013,Fr,8,25.00%,75.00%,0.00%,25.00%,37.50%,8,0.00%,62.50%,37.50%
57283,Clay Yeo,Valparaiso,2013,Fr,3,0.00%,66.67%,33.33%,0.00%,66.67%,5,20.00%,60.00%,20.00%
66767,Rob Cross,Vanderbilt,2013,Sr,1,0.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
23356,Kyle Fuller,Vanderbilt,2013,Sr,95,21.05%,49.47%,11.58%,38.95%,15.79%,65,10.77%,60.00%,29.23%
23355,Josh Henderson,Vanderbilt,2013,RS-Jr,1,0.00%,0.00%,0.00%,100.00%,0.00%,4,0.00%,50.00%,50.00%
42379,Damian Jones,Vanderbilt,2013,Fr,5,20.00%,40.00%,40.00%,20.00%,0.00%,50,14.00%,34.00%,52.00%
46374,Carter Josephs,Vanderbilt,2013,So,9,33.33%,44.44%,0.00%,55.56%,22.22%,6,0.00%,66.67%,33.33%
