GMID,Name,School,Year,BLK,B2PJ,BS2P,B3P,R2PJ,RS2P,R3P,S2PJ,S2PS,S3PS,PickSix
27091,Jamari Traylor,Kansas,2012,24,11,13,0,4,4,0,0,1,0,1
27091,Jamari Traylor,Kansas,2013,26,7,19,0,4,15,0,0,2,0,0
27091,Jamari Traylor,Kansas,2014,33,7,26,0,5,12,0,3,2,0,0
27091,Jamari Traylor,Kansas,2015,28,15,12,1,11,7,1,0,0,0,1
27283,Devon Bookert,Florida State,2012,4,1,3,0,1,3,0,1,2,0,0
27283,Devon Bookert,Florida State,2013,2,0,2,0,0,1,0,1,3,0,3
27283,Devon Bookert,Florida State,2014,3,3,0,0,2,0,0,1,3,0,3
27283,Devon Bookert,Florida State,2015,2,1,1,0,1,0,0,1,2,0,6
27315,Dusan Ristic,Arizona,2014,9,7,2,0,6,0,0,1,1,0,0
27315,Dusan Ristic,Arizona,2015,23,15,8,0,9,7,0,2,2,0,0
27315,Dusan Ristic,Arizona,2016,16,11,5,0,6,2,0,1,6,0,2
27315,Dusan Ristic,Arizona,2017,15,8,6,0,6,1,0,1,4,0,0
27401,Zak Irvin,Michigan,2013,3,3,0,0,2,0,0,1,3,0,1
27401,Zak Irvin,Michigan,2014,3,3,0,0,3,0,0,1,1,0,6
27401,Zak Irvin,Michigan,2015,1,0,1,0,0,0,0,0,1,0,6
27401,Zak Irvin,Michigan,2016,2,1,1,0,1,0,0,1,0,0,3
27421,Remi N. E. Dibo,West Virginia,2013,6,4,2,0,1,2,0,1,7,0,0
27433,Haralds Karlis,Seton Hall,2011,3,1,2,0,1,0,0,0,2,0,0
27433,Haralds Karlis,Seton Hall,2012,7,1,6,0,0,3,0,0,1,0,1
27433,Haralds Karlis,Seton Hall,2013,2,0,2,0,0,1,0,0,0,0,0
27433,Haralds Karlis,Seton Hall,2014,1,0,1,0,0,0,0,0,3,0,1
27598,Vukasin Vujovic,Boise State,2012,1,0,1,0,0,1,0,0,0,0,0
27633,Alexander Blessig,Florida Gulf Coast,2012,0,0,0,0,0,0,0,0,0,0,0
27634,Leon Tolksdorf,Connecticut,2012,0,0,0,0,0,0,0,0,0,0,0
27634,Leon Tolksdorf,Connecticut,2013,0,0,0,0,0,0,0,0,0,0,0
27634,Leon Tolksdorf,American University,2015,5,2,2,1,1,1,1,1,1,0,1
27634,Leon Tolksdorf,American University,2016,5,1,3,1,0,2,1,0,0,0,0
27646,Gaetano Spera,Saint Peter's,2011,0,0,0,0,0,0,0,0,0,0,0
27663,Ioannis Papapetrou,Texas,2012,24,6,17,1,1,8,0,0,4,0,5
27699,Sebastian Saiz,Ole Miss,2013,22,11,10,0,7,6,0,1,3,0,0
27699,Sebastian Saiz,Ole Miss,2014,33,16,17,0,11,10,0,1,6,0,0
27699,Sebastian Saiz,Ole Miss,2015,28,6,22,0,4,14,0,0,3,0,1
27699,Sebastian Saiz,Ole Miss,2016,35,13,21,1,13,12,0,1,3,0,2
27731,Dusan Perovic,Binghamton,2014,2,0,2,0,0,2,0,1,4,0,1
27731,Dusan Perovic,Binghamton,2015,4,2,1,0,2,0,0,1,6,0,0
27731,Dusan Perovic,Binghamton,2016,13,0,11,1,0,8,1,0,1,0,0
27731,Dusan Perovic,Binghamton,2017,1,1,0,0,1,0,0,1,0,0,0
27771,David Taylor,Pacific,2013,0,0,0,0,0,0,0,0,0,0,4
27771,David Taylor,Pacific,2014,1,0,1,0,0,0,0,1,0,0,2
27771,David Taylor,Pacific,2015,1,0,1,0,0,0,0,0,2,0,2
27771,David Taylor,Pacific,2016,0,0,0,0,0,0,0,0,1,0,3
27774,Dominique Uhl,Iowa,2014,7,6,1,0,4,0,0,2,0,0,0
27774,Dominique Uhl,Iowa,2015,12,6,6,0,4,4,0,1,4,0,1
27774,Dominique Uhl,Iowa,2016,9,7,2,0,5,1,0,0,2,0,1
27774,Dominique Uhl,Iowa,2017,4,2,2,0,2,1,0,0,0,0,0
27787,Andris Kehris,Vanderbilt,2012,0,0,0,0,0,0,0,0,0,0,0
27789,Egor Koulechov,Arizona State,2013,6,2,4,0,1,2,0,2,2,0,1
27789,Egor Koulechov,Rice,2015,5,1,3,1,0,1,1,2,2,0,2
27789,Egor Koulechov,Rice,2016,11,5,5,0,1,4,0,2,3,0,1
27789,Egor Koulechov,Florida,2017,4,3,1,0,2,0,0,2,2,0,0
27802,David Knudsen,Marist,2015,3,2,1,0,0,0,0,0,1,0,0
27802,David Knudsen,Marist,2016,3,0,3,0,0,1,0,0,0,1,0
27802,David Knudsen,Marist,2017,6,2,4,0,1,2,0,0,4,0,6
27810,Jacob Enevold-Jensen,Drake,2013,22,11,11,0,8,7,0,0,6,0,0
27810,Jacob Enevold-Jensen,Drake,2014,29,9,20,0,5,11,0,0,1,0,1
27810,Jacob Enevold-Jensen,Drake,2015,13,2,11,0,1,5,0,1,7,0,0
27810,Jacob Enevold-Jensen,Drake,2016,10,1,9,0,0,7,0,0,3,0,0
27838,Dusan Majstorovic,La Salle,2015,2,0,2,0,0,1,0,0,2,0,0
27838,Dusan Majstorovic,Maine,2017,4,1,2,1,1,2,1,0,3,0,5
27855,Aidas Kavaliauskas,Fairfield,2017,1,0,1,0,0,1,0,0,3,0,5
27858,Paulius Zalys,Lafayette,2015,11,2,9,0,2,6,0,0,5,0,1
27858,Paulius Zalys,Lafayette,2016,7,2,5,0,1,3,0,0,1,0,2
27858,Paulius Zalys,Lafayette,2017,11,1,10,0,1,5,0,0,4,0,5
27897,Ilias Theodorou,Pacific,2014,0,0,0,0,0,0,0,0,0,0,0
27897,Ilias Theodorou,Pacific,2015,9,4,5,0,3,4,0,0,2,0,2
27897,Ilias Theodorou,Pacific,2016,1,1,0,0,1,0,0,0,0,0,0
27920,Ivan Bender,Maryland,2015,0,0,0,0,0,0,0,0,0,0,0
27920,Ivan Bender,Maryland,2016,9,4,5,0,2,2,0,1,2,0,0
27920,Ivan Bender,Maryland,2017,2,0,2,0,0,1,0,0,0,0,0
27931,Yevgen Sakhniuk,La Salle,2015,9,1,8,0,0,6,0,0,1,0,2
27931,Yevgen Sakhniuk,La Salle,2016,2,1,1,0,1,1,0,0,0,0,0
27955,Aleksandar Dozic,Marshall,2015,2,0,2,0,0,0,0,0,1,0,0
27955,Aleksandar Dozic,Marist,2017,6,2,4,0,1,2,0,1,1,0,0
27966,Niklas Ney,Mercer,2014,1,0,1,0,0,1,0,0,0,0,0
27966,Niklas Ney,Mercer,2015,0,0,0,0,0,0,0,0,1,0,0
27971,Prokop Slanina,Fordham,2016,17,9,8,0,6,4,0,0,0,0,0
27971,Prokop Slanina,Fordham,2017,33,8,24,1,4,7,0,0,7,0,0
27975,Matej Svoboda,Dayton,2017,2,1,1,0,1,1,0,0,2,0,0
27983,Simeon Lepichev,Florida Atlantic,2017,2,2,0,0,2,0,0,1,0,0,1
27990,C.J. Jones,Manhattan,2012,0,0,0,0,0,0,0,1,1,0,0
27990,C.J. Jones,Manhattan,2013,0,0,0,0,0,0,0,0,0,0,0
27991,Devon Scott,Dayton,2012,5,2,3,0,2,3,0,0,2,0,0
27991,Devon Scott,Dayton,2013,10,5,5,0,2,5,0,0,2,0,0
27991,Devon Scott,Dayton,2014,4,2,2,0,2,2,0,0,1,0,0
27993,Steven Adams,Pittsburgh,2012,57,23,30,3,14,13,2,0,3,0,4
27995,Landry Nnoko,Clemson,2012,9,3,5,1,2,4,1,0,1,0,0
27995,Landry Nnoko,Clemson,2013,69,20,47,1,14,33,0,1,8,0,0
27995,Landry Nnoko,Clemson,2014,63,10,48,3,7,30,1,1,4,0,0
27995,Landry Nnoko,Clemson,2015,71,7,64,0,3,38,0,1,3,0,1
27999,Bakary Konate,Minnesota,2014,10,8,2,0,3,2,0,1,1,0,0
27999,Bakary Konate,Minnesota,2015,30,24,6,0,15,3,0,1,7,0,0
27999,Bakary Konate,Minnesota,2016,22,16,6,0,9,3,0,1,5,0,0
27999,Bakary Konate,Minnesota,2017,15,12,3,0,9,2,0,2,2,0,0
28005,Marek Soucek,Oklahoma State,2011,0,0,0,0,0,0,0,0,3,0,0
28005,Marek Soucek,Oklahoma State,2012,1,0,1,0,0,1,0,0,1,0,0
28005,Marek Soucek,Oklahoma State,2013,2,2,0,0,0,0,0,0,1,0,0
28005,Marek Soucek,Oklahoma State,2014,0,0,0,0,0,0,0,0,0,0,0
28007,Louis Dabney,Tulane,2012,3,3,0,0,3,0,0,2,0,0,0
28007,Louis Dabney,Tulane,2013,3,0,3,0,0,1,0,0,3,0,6
28007,Louis Dabney,Tulane,2014,1,0,1,0,0,1,0,0,3,0,3
28007,Louis Dabney,Tulane,2015,4,1,3,0,1,1,0,0,4,0,2
28008,Shakir Smith,Wyoming,2011,1,1,0,0,0,0,0,0,1,0,0
28029,Charlon Kloof,St. Bonaventure,2011,7,3,4,0,2,2,0,0,1,0,6
28029,Charlon Kloof,St. Bonaventure,2012,8,3,5,0,1,3,0,1,4,0,4
28029,Charlon Kloof,St. Bonaventure,2013,14,4,9,0,3,3,0,2,6,0,10
28038,Thomas Van Der Mars,Portland,2011,28,14,14,0,7,8,0,3,4,0,0
28038,Thomas Van Der Mars,Portland,2012,16,10,5,0,7,2,0,2,1,0,0
28038,Thomas Van Der Mars,Portland,2013,20,8,11,0,5,7,0,0,5,0,2
28038,Thomas Van Der Mars,Portland,2014,47,16,29,2,10,14,2,1,3,0,1
28052,Konstantin Kulikov,Incarnate Word,2017,16,5,11,0,5,6,0,0,0,0,0
28061,Jean Yves Toupane,St. Bonaventure,2012,0,0,0,0,0,0,0,0,0,0,0
28061,Jean Yves Toupane,St. Bonaventure,2013,0,0,0,0,0,0,0,0,0,0,0
28196,Daniel Gomis,Oregon State,2013,31,9,21,1,7,14,1,1,3,0,0
28196,Daniel Gomis,Oregon State,2014,41,12,27,2,7,16,1,2,6,0,0
28196,Daniel Gomis,Oregon State,2015,1,1,0,0,1,0,0,0,0,0,0
28202,Ryan Rhoomes,Fordham,2012,21,8,13,0,5,8,0,0,7,0,0
28202,Ryan Rhoomes,Fordham,2013,28,8,19,1,5,9,0,1,5,0,1
28202,Ryan Rhoomes,Fordham,2014,40,23,15,2,15,9,0,2,6,0,0
28202,Ryan Rhoomes,Fordham,2015,55,33,17,4,25,9,2,1,5,0,1
28203,Jeffrey Short,Fordham,2011,1,0,1,0,0,1,0,0,0,0,3
28203,Jeffrey Short,Fordham,2012,5,1,3,1,1,1,1,1,0,0,0
28203,Jeffrey Short,Norfolk State,2014,13,5,4,4,5,1,2,1,0,0,4
28203,Jeffrey Short,Norfolk State,2015,4,2,1,1,1,1,0,0,2,0,4
28204,Leroy Isler,Little Rock,2012,3,1,2,0,0,1,0,1,1,0,3
28204,Leroy Isler,Little Rock,2013,5,0,5,0,0,3,0,0,2,1,1
28205,Terrence Williams,Charlotte,2011,5,1,4,0,1,3,0,1,2,0,0
28205,Terrence Williams,Charlotte,2012,7,1,6,0,1,4,0,2,5,0,6
28205,Terrence Williams,Charlotte,2013,6,0,6,0,0,4,0,0,5,0,4
28205,Terrence Williams,Charlotte,2014,3,0,3,0,0,0,0,0,4,0,3
28207,Jerome Seagears,Rutgers,2011,3,2,1,0,0,0,0,0,3,0,2
28207,Jerome Seagears,Rutgers,2012,2,0,1,1,0,0,0,1,0,0,1
28207,Jerome Seagears,Rutgers,2013,4,0,2,2,0,0,0,1,0,0,3
28207,Jerome Seagears,UNLV,2015,2,0,1,1,0,0,0,1,2,0,5
28208,Mike Thorne,Charlotte,2011,0,0,0,0,0,0,0,0,0,0,0
28208,Mike Thorne,Charlotte,2012,2,1,1,0,1,0,0,0,2,0,0
28208,Mike Thorne,Charlotte,2013,23,8,14,0,7,7,0,0,6,0,0
28208,Mike Thorne,Charlotte,2014,29,13,15,1,11,10,1,1,7,0,0
28208,Mike Thorne,Illinois,2015,5,2,3,0,1,2,0,0,1,0,0
28208,Mike Thorne,Illinois,2016,8,6,1,1,4,1,0,1,0,0,0
28209,Anthony Stitt,Charleston,2011,4,2,2,0,1,1,0,0,1,0,5
28209,Anthony Stitt,Charleston,2012,4,2,2,0,1,1,0,0,3,0,6
28209,Anthony Stitt,Charleston,2013,3,2,0,1,1,0,1,2,4,0,3
28209,Anthony Stitt,Charleston,2014,3,1,2,0,0,0,0,0,1,0,3
28210,Donta Harper,Gardner-Webb,2011,6,1,3,2,0,1,1,0,1,0,3
28210,Donta Harper,Gardner-Webb,2012,31,12,18,0,9,13,0,1,0,0,9
28210,Donta Harper,Gardner-Webb,2013,15,9,5,1,5,4,1,2,4,0,5
28211,Paris Roberts-Campbell,East Carolina,2011,7,1,5,1,1,2,1,1,0,0,5
28211,Paris Roberts-Campbell,East Carolina,2012,10,6,4,0,2,3,0,1,0,0,3
28211,Paris Roberts-Campbell,East Carolina,2013,22,7,11,4,3,4,1,4,5,0,2
28211,Paris Roberts-Campbell,East Carolina,2014,6,1,5,0,0,1,0,1,0,0,0
28212,Jackson Simmons,North Carolina,2011,1,1,0,0,1,0,0,1,0,0,0
28212,Jackson Simmons,North Carolina,2012,4,2,2,0,2,1,0,3,1,0,0
28212,Jackson Simmons,North Carolina,2013,1,1,0,0,1,0,0,0,0,0,0
28212,Jackson Simmons,North Carolina,2014,0,0,0,0,0,0,0,1,0,0,0
28213,Bernard Sullivan,Clemson,2011,3,2,1,0,0,0,0,0,0,0,0
28213,Bernard Sullivan,Clemson,2012,4,2,2,0,1,2,0,1,3,0,0
28213,Bernard Sullivan,Charlotte,2014,3,0,3,0,0,1,0,0,0,0,0
28213,Bernard Sullivan,Charlotte,2015,9,2,7,0,2,5,0,0,1,0,1
28214,Demarcus Harrison,Brigham Young,2011,1,1,0,0,0,0,0,1,0,0,5
28214,Demarcus Harrison,Clemson,2012,7,6,1,0,3,1,0,1,2,0,1
28214,Demarcus Harrison,Clemson,2013,7,5,2,0,2,2,0,1,1,0,4
28214,Demarcus Harrison,Clemson,2014,6,1,3,2,1,2,2,0,5,1,1
28215,Calaen Robinson,Arizona State,2013,1,0,0,0,0,0,0,0,1,0,1
28215,Calaen Robinson,Portland State,2015,1,0,1,0,0,0,0,1,5,0,10
28215,Calaen Robinson,Portland State,2016,1,0,1,0,0,1,0,2,0,0,16
28226,Quentin Snider,Louisville,2014,0,0,0,0,0,0,0,0,0,0,1
28226,Quentin Snider,Louisville,2015,0,0,0,0,0,0,0,1,2,0,3
28226,Quentin Snider,Louisville,2016,0,0,0,0,0,0,0,1,1,0,1
28226,Quentin Snider,Louisville,2017,0,0,0,0,0,0,0,1,2,0,3
28227,Derek Willis,Kentucky,2013,0,0,0,0,0,0,0,0,0,0,0
28227,Derek Willis,Kentucky,2014,3,0,2,1,0,1,1,0,0,0,0
28227,Derek Willis,Kentucky,2015,22,9,11,2,7,10,2,0,2,0,3
28227,Derek Willis,Kentucky,2016,39,11,24,4,9,17,1,0,6,0,3
28232,Rodney Bullock,Providence,2015,42,12,28,2,11,17,1,2,7,0,3
28232,Rodney Bullock,Providence,2016,26,3,17,6,3,10,2,0,4,0,3
28232,Rodney Bullock,Providence,2017,32,5,22,5,4,13,2,2,4,0,2
28234,Shaqquan Aaron,Louisville,2014,2,1,1,0,0,1,0,1,0,0,1
28234,Shaqquan Aaron,USC,2016,6,1,5,0,0,2,0,0,2,0,2
28234,Shaqquan Aaron,USC,2017,5,1,4,0,1,2,0,0,3,0,1
28235,Elijah Brown,Butler,2013,3,0,3,0,0,1,0,0,2,0,0
28235,Elijah Brown,New Mexico,2015,1,0,1,0,0,0,0,0,1,0,8
28235,Elijah Brown,New Mexico,2016,4,1,3,0,1,2,0,0,2,0,4
28235,Elijah Brown,Oregon,2017,1,1,0,0,0,0,0,3,0,0,0
28236,Jordan Mickey,LSU,2013,106,40,64,0,24,37,0,1,7,0,2
28236,Jordan Mickey,LSU,2014,113,49,64,0,26,46,0,1,3,0,1
28237,Karviar Shepherd,Texas Christian,2013,49,12,37,0,7,20,0,0,5,0,0
28237,Karviar Shepherd,Texas Christian,2014,26,9,17,0,4,10,0,1,5,0,0
28237,Karviar Shepherd,Texas Christian,2015,21,2,19,0,0,11,0,1,3,0,1
28237,Karviar Shepherd,Texas Christian,2016,6,1,5,0,0,4,0,0,1,0,0
28238,Trey Lyles,Kentucky,2014,13,3,7,3,1,4,0,1,1,0,2
28239,Sam Dekker,Wisconsin,2012,12,6,5,1,3,2,1,1,2,0,4
28239,Sam Dekker,Wisconsin,2013,21,6,13,2,5,6,1,1,3,0,3
28239,Sam Dekker,Wisconsin,2014,18,10,8,0,4,4,0,0,4,1,3
28240,Kris Dunn,Providence,2012,7,4,3,0,2,1,0,2,1,0,5
28240,Kris Dunn,Providence,2013,1,0,1,0,0,0,0,0,0,0,2
28240,Kris Dunn,Providence,2014,10,6,2,2,4,2,2,0,5,1,22
28240,Kris Dunn,Providence,2015,14,4,7,3,2,4,0,1,4,0,13
28241,Darcy Malone,LSU,2013,1,1,0,0,0,0,0,0,0,0,0
28241,Darcy Malone,LSU,2014,12,7,5,0,2,4,0,2,2,0,0
28241,Darcy Malone,LSU,2015,1,1,0,0,0,0,0,2,0,0,0
28241,Darcy Malone,Cal State Fullerton,2016,17,8,9,0,6,4,0,0,0,0,0
28243,Cade Towers,Nicholls State,2013,1,0,1,0,0,1,0,0,2,0,0
28246,Jack Purchase,Auburn,2014,0,0,0,0,0,0,0,0,1,0,0
28246,Jack Purchase,Hawaii,2016,12,8,4,0,5,2,0,1,3,0,2
28246,Jack Purchase,Hawaii,2017,16,8,7,1,5,5,1,2,6,0,0
28248,Matt Jackson,Grand Canyon,2014,2,0,2,0,0,2,0,0,0,0,0
28248,Matt Jackson,Grand Canyon,2015,11,1,9,1,0,4,1,1,2,0,0
28248,Matt Jackson,Grand Canyon,2017,3,1,2,0,0,1,0,0,2,0,1
28250,Nick Duncan,Boise State,2013,6,6,0,0,5,0,0,5,3,0,1
28250,Nick Duncan,Boise State,2014,14,10,4,0,9,1,0,6,4,0,1
28250,Nick Duncan,Boise State,2015,17,13,4,0,9,1,0,2,3,0,2
28250,Nick Duncan,Boise State,2016,17,6,10,1,2,8,1,0,3,0,2
28252,Mario Matasovic,Western Michigan,2013,2,0,2,0,0,2,0,0,0,0,1
28252,Mario Matasovic,Western Michigan,2014,5,2,2,0,2,1,0,0,1,0,0
28252,Mario Matasovic,Sacred Heart,2016,13,0,13,0,0,6,0,1,1,0,2
28252,Mario Matasovic,Sacred Heart,2017,15,4,11,0,2,7,0,4,8,0,1
28257,Enrico Bueno,Colorado State,2013,1,0,1,0,0,0,0,0,0,0,0
28259,Chris Reyes,Utah,2014,22,8,14,0,5,10,0,1,2,0,0
28259,Chris Reyes,Utah,2015,5,1,4,0,0,3,0,0,1,0,0
28259,Chris Reyes,Pepperdine,2016,38,7,30,1,6,17,0,4,4,0,0
28260,Kaileb Rodriguez,Nevada,2014,11,5,5,1,3,3,1,0,4,0,0
28260,Kaileb Rodriguez,Nevada,2015,6,4,1,1,2,1,0,1,2,0,0
28272,Viko Noma'aea,Utah State,2013,0,0,0,0,0,0,0,0,0,0,0
28272,Viko Noma'aea,Utah State,2014,0,0,0,0,0,0,0,0,0,0,1
28276,Obij Aget,New Mexico,2013,5,2,3,0,2,2,0,0,1,0,0
28276,Obij Aget,New Mexico,2014,27,9,18,0,7,12,0,1,1,0,0
28276,Obij Aget,New Mexico,2015,36,8,28,0,4,14,0,0,5,0,0
28276,Obij Aget,New Mexico,2016,42,14,28,0,6,14,0,0,4,0,1
28278,Ousmane Ba,Jacksonville State,2015,2,0,2,0,0,1,0,1,3,0,0
28279,Zena Edosomwan,Harvard,2013,6,3,3,0,2,3,0,0,1,0,0
28279,Zena Edosomwan,Harvard,2014,19,7,12,0,4,8,0,1,4,0,1
28279,Zena Edosomwan,Harvard,2015,29,9,20,0,6,15,0,3,3,0,0
28279,Zena Edosomwan,Harvard,2016,47,11,34,1,7,15,0,0,3,0,0
28280,Michel Enanga,Coastal Carolina,2012,18,3,14,1,1,7,1,0,1,0,1
28280,Michel Enanga,Coastal Carolina,2013,16,4,12,0,2,6,0,0,7,0,3
28280,Michel Enanga,Coastal Carolina,2014,8,3,5,0,2,5,0,0,7,0,1
28280,Michel Enanga,Coastal Carolina,2015,3,1,2,0,1,0,0,0,1,0,0
28280,Michel Enanga,Coastal Carolina,2016,2,1,1,0,0,1,0,0,2,1,1
28283,Peter Jurkin,Indiana,2012,0,0,0,0,0,0,0,0,0,0,0
28283,Peter Jurkin,Indiana,2013,2,0,2,0,0,2,0,0,0,0,0
28283,Peter Jurkin,East Tennessee State,2015,32,10,22,0,6,14,0,1,3,0,0
28283,Peter Jurkin,East Tennessee State,2016,7,1,6,0,1,1,0,1,0,0,0
28283,Peter Jurkin,East Tennessee State,2017,34,10,24,0,6,14,0,0,8,0,0
28285,Pierre Jackson,Baylor,2011,3,2,0,1,2,0,1,0,1,0,11
28285,Pierre Jackson,Baylor,2012,0,0,0,0,0,0,0,1,0,0,12
28286,Derrick Griffin,Texas Southern,2015,58,21,36,1,14,21,1,0,7,0,1
28286,Derrick Griffin,Texas Southern,2016,11,9,2,0,4,1,0,0,1,0,0
28291,Kenny Gaines,Georgia,2012,5,2,2,1,0,0,0,2,0,0,1
28291,Kenny Gaines,Georgia,2013,22,10,8,4,7,5,3,0,2,0,3
28291,Kenny Gaines,Georgia,2014,27,10,9,8,4,4,2,2,3,0,8
28291,Kenny Gaines,Georgia,2015,23,7,13,3,5,8,1,1,1,0,5
28292,Jameel Warney,Stony Brook,2012,45,14,31,0,8,18,0,0,2,0,1
28292,Jameel Warney,Stony Brook,2013,38,2,36,0,1,20,0,0,3,0,3
28292,Jameel Warney,Stony Brook,2014,86,18,68,0,13,35,0,0,5,0,1
28292,Jameel Warney,Stony Brook,2015,90,16,74,0,11,39,0,0,2,0,1
28293,Malik Morgan,LSU,2012,10,8,1,1,5,0,0,2,1,1,2
28293,Malik Morgan,LSU,2013,6,2,3,1,1,3,0,1,1,0,0
28293,Malik Morgan,Tulane,2015,14,5,8,1,3,3,1,2,2,0,3
28293,Malik Morgan,Tulane,2016,15,2,13,0,2,6,0,2,9,0,3
28294,Orlando Sanchez,St. John's,2013,33,15,18,0,12,11,0,1,2,0,2
28295,Marcus Marshall,Missouri State,2012,1,1,0,0,1,0,0,2,0,0,2
28295,Marcus Marshall,Missouri State,2013,0,0,0,0,0,0,0,1,1,0,0
28295,Marcus Marshall,Missouri State,2014,2,2,0,0,2,0,0,0,0,0,2
28295,Marcus Marshall,Nevada,2016,2,0,2,0,0,1,0,2,1,0,3
28363,Lauri Toivonen,Texas-RGV,2012,3,1,2,0,1,1,0,2,1,0,0
28363,Lauri Toivonen,Texas-RGV,2013,12,6,6,0,2,3,0,2,2,0,0
28420,Mauricio Cheda,UTEP,2011,0,0,0,0,0,0,0,0,0,0,0
28422,Raul Delgado,Brigham Young,2012,3,2,0,1,0,0,1,1,0,0,2
28500,Glenn Robinson,Michigan,2012,10,3,6,0,2,5,0,2,1,0,8
28500,Glenn Robinson,Michigan,2013,7,3,4,0,2,1,0,1,3,0,4
28571,Jekore Tyler,UAB,2011,2,0,0,2,0,0,1,0,1,0,1
28571,Jekore Tyler,UAB,2012,2,0,2,0,0,1,0,1,0,0,2
28572,Wally Ellenson,Minnesota,2012,0,0,0,0,0,0,0,0,0,0,0
28572,Wally Ellenson,Minnesota,2013,0,0,0,0,0,0,0,0,0,0,0
28572,Wally Ellenson,Marquette,2015,4,0,4,0,0,2,0,0,1,0,0
28574,Patrick Ingram,Iowa,2012,0,0,0,0,0,0,0,0,0,0,0
28574,Patrick Ingram,Idaho,2015,3,1,2,0,1,2,0,0,0,0,4
28574,Patrick Ingram,Idaho,2016,5,0,3,2,0,2,1,0,2,0,2
28596,Thierno Niang,Milwaukee,2012,1,0,0,1,0,0,0,1,0,0,1
28596,Thierno Niang,Milwaukee,2013,0,0,0,0,0,0,0,0,4,0,2
28599,Darrick Wood,DePaul,2014,1,0,1,0,0,1,0,1,4,0,0
28599,Darrick Wood,DePaul,2015,5,1,4,0,1,2,0,0,3,0,5
28599,Darrick Wood,DePaul,2016,1,1,0,0,1,0,0,0,3,0,1
28604,Jordan Loveridge,Utah,2012,12,8,4,0,4,4,0,1,2,0,3
28604,Jordan Loveridge,Utah,2013,13,3,10,0,3,7,0,1,1,0,0
28604,Jordan Loveridge,Utah,2014,6,2,3,1,1,1,1,2,3,0,3
28604,Jordan Loveridge,Utah,2015,4,1,3,0,1,0,0,2,1,0,0
28621,Skylar Spencer,San Diego State,2012,45,24,20,1,12,11,0,1,1,0,1
28621,Skylar Spencer,San Diego State,2013,83,47,36,0,22,19,0,3,1,0,0
28621,Skylar Spencer,San Diego State,2014,80,36,43,1,22,22,1,1,2,0,0
28621,Skylar Spencer,San Diego State,2015,65,27,38,0,14,15,0,3,2,0,0
28714,Demetris Morant,UNLV,2013,6,3,3,0,1,1,0,0,0,0,0
28714,Demetris Morant,Florida Gulf Coast,2014,39,3,32,0,2,15,0,0,2,0,0
28714,Demetris Morant,Florida Gulf Coast,2015,32,7,24,1,3,10,1,2,3,0,1
28714,Demetris Morant,Florida Gulf Coast,2016,48,14,33,1,7,14,0,3,4,0,0
28715,Kamari Murphy,Oklahoma State,2012,20,7,13,0,3,9,0,2,1,0,0
28715,Kamari Murphy,Oklahoma State,2013,39,4,33,2,4,22,1,2,5,0,0
28715,Kamari Murphy,Miami (FL),2015,30,8,22,0,7,12,0,3,4,0,2
28715,Kamari Murphy,Miami (FL),2016,22,10,12,0,5,5,0,2,0,0,0
28719,Nurideen Lindsey,St. John's,2011,0,0,0,0,0,0,0,0,0,0,3
28719,Nurideen Lindsey,Rider,2012,6,1,5,0,0,3,0,1,6,0,10
28721,David Nyarsuk,Cincinnati,2012,29,15,14,0,9,10,0,0,0,0,0
28721,David Nyarsuk,Cincinnati,2013,12,9,3,0,7,1,0,0,1,0,0
28736,Dillon Graham,Florida,2012,1,0,1,0,0,0,0,0,0,0,0
28736,Dillon Graham,Florida,2013,0,0,0,0,0,0,0,0,0,0,0
28736,Dillon Graham,Florida,2014,0,0,0,0,0,0,0,0,0,0,0
28738,Devin Langford,Illinois,2012,3,1,0,2,1,0,1,0,0,0,0
28739,Ibby Djimde,Illinois,2011,0,0,0,0,0,0,0,1,0,0,0
28739,Ibby Djimde,Illinois,2012,0,0,0,0,0,0,0,0,0,0,0
28739,Ibby Djimde,Southern Illinois,2014,6,4,2,0,4,1,0,0,3,0,0
28739,Ibby Djimde,Southern Illinois,2015,3,2,1,0,1,0,0,0,3,0,0
28740,Jarmal Reid,Oregon State,2012,9,4,5,0,2,2,0,0,0,0,0
28740,Jarmal Reid,Oregon State,2013,6,1,5,0,0,3,0,0,2,0,0
28740,Jarmal Reid,Oregon State,2014,12,2,8,2,1,4,1,1,2,0,1
28740,Jarmal Reid,Oregon State,2015,5,1,3,1,0,2,1,1,2,0,0
28741,Travis Trice,Michigan State,2011,2,1,1,0,0,0,0,1,3,0,2
28741,Travis Trice,Michigan State,2012,1,0,1,0,0,1,0,0,2,0,3
28741,Travis Trice,Michigan State,2013,6,1,5,0,0,1,0,1,1,0,3
28741,Travis Trice,Michigan State,2014,6,2,4,0,0,0,0,0,3,0,5
28742,Sai Tummala,Arizona State,2013,0,0,0,0,0,0,0,1,0,0,1
28742,Sai Tummala,Arizona State,2014,0,0,0,0,0,0,0,0,1,0,0
28742,Sai Tummala,Hawaii,2015,8,7,1,0,4,1,0,4,1,0,1
28743,Max Bielfeldt,Michigan,2012,1,0,1,0,0,1,0,0,0,0,1
28743,Max Bielfeldt,Michigan,2013,0,0,0,0,0,0,0,0,0,0,0
28743,Max Bielfeldt,Michigan,2014,6,3,3,0,2,3,0,2,3,0,0
28743,Max Bielfeldt,Indiana,2015,16,4,11,1,2,4,0,3,6,0,1
