GMID,Name,School,Year,BLK,B2PJ,BS2P,B3P,R2PJ,RS2P,R3P,S2PJ,S2PS,S3PS,PickSix
28744,Trey McDonald,Ohio State,2011,0,0,0,0,0,0,0,0,0,0,0
28744,Trey McDonald,Ohio State,2012,5,3,1,0,2,1,0,0,1,0,0
28744,Trey McDonald,Ohio State,2013,18,8,10,0,2,4,0,0,2,0,0
28744,Trey McDonald,Ohio State,2014,18,3,15,0,2,11,0,1,0,0,0
28745,Neal Beshears,Purdue,2011,0,0,0,0,0,0,0,0,0,0,0
28745,Neal Beshears,Purdue,2012,1,0,1,0,0,1,0,0,0,0,0
28745,Neal Beshears,Purdue,2013,1,1,0,0,1,0,0,0,0,0,0
28746,Donnie Hale,Purdue,2012,10,6,4,0,3,2,0,0,3,0,0
28747,Jacob Lawson,Purdue,2011,20,16,4,0,5,4,0,2,2,0,2
28747,Jacob Lawson,Purdue,2012,15,4,11,0,1,4,0,1,1,0,3
28747,Jacob Lawson,Appalachian State,2014,28,5,23,0,3,10,0,1,5,0,3
28747,Jacob Lawson,Appalachian State,2015,54,5,48,0,4,23,0,1,5,0,1
28748,Jordan Smith,Wisconsin,2011,0,0,0,0,0,0,0,0,0,0,0
28748,Jordan Smith,Wisconsin,2012,0,0,0,0,0,0,0,0,0,0,0
28748,Jordan Smith,Wisconsin,2014,0,0,0,0,0,0,0,0,0,0,0
28748,Jordan Smith,Wisconsin,2015,1,0,0,1,0,0,0,0,0,0,0
28749,George Marshall,Wisconsin,2012,0,0,0,0,0,0,0,3,0,1,0
28749,George Marshall,Wisconsin,2013,0,0,0,0,0,0,0,0,1,0,0
28749,George Marshall,South Dakota State,2014,2,0,2,0,0,0,0,0,2,0,2
28749,George Marshall,South Dakota State,2015,2,2,0,0,2,0,0,0,5,0,4
28750,Traevon Jackson,Wisconsin,2011,1,0,1,0,0,0,0,0,0,0,0
28750,Traevon Jackson,Wisconsin,2012,5,3,1,1,1,0,1,2,4,0,1
28750,Traevon Jackson,Wisconsin,2013,4,1,2,1,1,1,1,2,8,0,1
28750,Traevon Jackson,Wisconsin,2014,3,1,2,0,0,2,0,0,0,0,2
28751,Frank Kaminsky,Wisconsin,2011,10,2,8,0,1,3,0,0,1,0,0
28751,Frank Kaminsky,Wisconsin,2012,18,7,10,0,7,6,0,3,1,0,0
28751,Frank Kaminsky,Wisconsin,2013,61,27,34,0,18,22,0,4,7,0,0
28751,Frank Kaminsky,Wisconsin,2014,54,14,40,0,10,24,0,3,6,0,4
28752,Austin Etherington,Indiana,2011,1,0,1,0,0,1,0,0,1,0,1
28752,Austin Etherington,Indiana,2012,1,0,1,0,0,1,0,1,0,0,1
28752,Austin Etherington,Indiana,2013,4,1,3,0,1,3,0,0,5,0,0
28752,Austin Etherington,Butler,2014,3,1,1,1,0,0,1,0,1,0,0
28752,Austin Etherington,Butler,2015,3,1,2,0,0,2,0,0,4,0,1
28753,Raphael Smith,Indiana,2011,0,0,0,0,0,0,0,0,0,0,0
28753,Raphael Smith,Indiana,2012,0,0,0,0,0,0,0,0,0,0,0
28754,Remy Abell,Indiana,2011,1,0,1,0,0,0,0,0,0,0,0
28754,Remy Abell,Indiana,2012,0,0,0,0,0,0,0,0,1,0,2
28754,Remy Abell,Xavier,2014,3,0,3,0,0,1,0,1,2,0,3
28754,Remy Abell,Xavier,2015,1,0,1,0,0,0,0,0,1,0,0
28755,Kyle Denning,Iowa,2011,0,0,0,0,0,0,0,0,0,0,0
28755,Kyle Denning,Iowa,2012,0,0,0,0,0,0,0,0,0,0,0
28755,Kyle Denning,Iowa,2013,0,0,0,0,0,0,0,0,0,0,1
28755,Kyle Denning,Iowa,2014,0,0,0,0,0,0,0,0,0,0,0
28756,Steven McCarty,Iowa,2011,0,0,0,0,0,0,0,0,0,0,0
28757,Josh Oglesby,Iowa,2011,2,1,1,0,0,1,0,0,2,0,0
28757,Josh Oglesby,Iowa,2012,3,1,2,0,0,2,0,0,0,0,0
28757,Josh Oglesby,Iowa,2013,1,1,0,0,0,0,0,3,1,0,0
28757,Josh Oglesby,Iowa,2014,2,2,0,0,1,0,0,0,0,0,0
28758,Gabriel Olaseni,Iowa,2011,8,2,5,1,1,1,1,0,2,0,1
28758,Gabriel Olaseni,Iowa,2012,36,22,14,0,15,7,0,2,5,0,0
28758,Gabriel Olaseni,Iowa,2013,43,20,23,0,14,13,0,1,4,0,0
28758,Gabriel Olaseni,Iowa,2014,48,29,19,0,15,13,0,2,4,0,1
28759,Aaron White,Iowa,2011,23,11,12,0,5,10,0,0,0,0,4
28759,Aaron White,Iowa,2012,27,19,5,3,10,2,1,2,2,0,8
28759,Aaron White,Iowa,2013,19,6,5,8,2,3,4,1,2,0,10
28759,Aaron White,Iowa,2014,15,9,5,1,4,2,1,1,2,0,11
28760,Devontae Watson,Temple,2012,4,1,3,0,0,2,0,0,0,0,0
28760,Devontae Watson,Temple,2013,33,7,25,1,4,12,1,1,5,0,0
28760,Devontae Watson,Temple,2014,32,8,24,0,4,13,0,0,4,0,0
28760,Devontae Watson,Temple,2015,1,0,1,0,0,1,0,1,1,0,0
28762,"Corey Hilliard, Jr.",Nebraska,2011,0,0,0,0,0,0,0,0,0,0,0
28762,"Corey Hilliard, Jr.",San Francisco,2013,1,0,1,0,0,1,0,0,1,0,0
28762,"Corey Hilliard, Jr.",San Francisco,2014,1,0,1,0,0,0,0,0,0,0,1
28763,Josiah Moore,Nebraska,2011,1,1,0,0,0,0,0,1,0,0,0
28763,Josiah Moore,Tennessee Tech,2013,7,1,6,0,1,3,0,2,3,0,1
28763,Josiah Moore,Tennessee Tech,2014,4,3,1,0,2,1,0,0,3,0,3
28763,Josiah Moore,Tennessee Tech,2015,0,0,0,0,0,0,0,0,0,0,0
28764,David Rivers,Nebraska,2011,2,2,0,0,2,0,0,1,0,0,1
28764,David Rivers,Nebraska,2012,12,7,4,1,3,4,1,1,3,0,0
28764,David Rivers,Nebraska,2013,8,3,4,1,0,3,1,0,3,0,1
28764,David Rivers,Nebraska,2014,5,4,1,0,1,0,0,2,5,1,0
28765,B.J. Stith,Virginia,2014,0,0,0,0,0,0,0,0,0,0,0
28765,B.J. Stith,Old Dominion,2016,6,4,2,0,3,1,0,0,5,0,2
28765,B.J. Stith,Old Dominion,2017,4,2,2,0,0,2,0,2,1,0,2
28766,Brandan Stith,East Carolina,2013,39,15,23,0,7,17,0,1,6,0,0
28766,Brandan Stith,Old Dominion,2015,61,13,47,1,6,26,0,1,4,0,1
28766,Brandan Stith,Old Dominion,2016,39,9,30,0,7,20,0,1,3,0,0
28766,Brandan Stith,Old Dominion,2017,49,11,36,2,7,23,1,1,5,0,1
28767,Isaac Fotu,Hawaii,2012,24,17,7,0,10,2,0,2,2,0,0
28767,Isaac Fotu,Hawaii,2013,24,18,6,0,11,5,0,5,1,0,0
28768,Jordan Chatman,Brigham Young,2015,5,4,1,0,2,1,0,0,1,0,0
28768,Jordan Chatman,Boston College,2016,7,2,2,2,1,1,1,0,1,0,3
28768,Jordan Chatman,Boston College,2017,1,0,0,1,0,0,0,0,5,0,1
28769,Mike Turner,Northwestern,2012,18,5,13,0,3,5,0,1,5,0,0
28770,Dave Sobolewski,Northwestern,2011,7,5,2,0,3,0,0,1,1,0,0
28770,Dave Sobolewski,Northwestern,2012,8,2,4,2,1,3,2,2,4,0,3
28770,Dave Sobolewski,Northwestern,2013,5,1,3,1,1,2,1,0,2,0,0
28770,Dave Sobolewski,Northwestern,2014,1,0,1,0,0,1,0,2,1,0,1
28771,Andre Ingram,Minnesota,2011,9,3,6,0,1,4,0,1,1,0,0
28771,Andre Ingram,Minnesota,2012,14,12,2,0,9,1,0,1,2,0,0
28772,Patrick Ackerman,Penn State,2011,0,0,0,0,0,0,0,0,1,0,0
28772,Patrick Ackerman,Penn State,2012,0,0,0,0,0,0,0,0,0,0,0
28772,Patrick Ackerman,Detroit-Mercy,2014,17,13,4,0,9,3,0,0,2,0,0
28774,Matt Glover,Penn State,2011,2,1,1,0,0,1,0,0,3,0,1
28774,Matt Glover,San Francisco,2013,6,3,3,0,1,2,0,5,4,0,4
28774,Matt Glover,San Francisco,2014,8,3,5,0,1,3,0,0,1,0,6
28775,Trey Lewis,Penn State,2011,0,0,0,0,0,0,0,0,3,0,1
28775,Trey Lewis,Cleveland State,2013,9,4,4,1,3,2,1,0,3,0,2
28775,Trey Lewis,Cleveland State,2014,5,0,4,1,0,2,1,0,1,0,7
28775,Trey Lewis,Louisville,2015,3,1,0,2,0,0,2,0,2,0,4
28776,Ross Travis,Penn State,2011,7,3,3,1,2,1,1,0,1,0,0
28776,Ross Travis,Penn State,2012,12,3,9,0,2,8,0,0,6,0,1
28776,Ross Travis,Penn State,2013,10,6,4,0,2,3,0,1,6,0,1
28776,Ross Travis,Penn State,2014,5,3,2,0,1,2,0,0,6,0,2
28777,John Cannon,Georgia,2011,6,4,2,0,3,2,0,0,0,0,0
28777,John Cannon,Georgia,2012,8,4,4,0,2,3,0,0,1,0,0
28777,John Cannon,Georgia,2013,5,2,3,0,0,2,0,0,0,0,0
28777,John Cannon,UNC Asheville,2015,10,5,5,0,2,1,0,0,2,0,0
28778,Tim Dixon,Georgia,2011,1,0,1,0,0,0,0,0,0,0,0
28778,Tim Dixon,Georgia,2012,14,4,9,1,1,6,0,0,0,0,0
28778,Tim Dixon,Georgia,2013,3,0,3,0,0,3,0,0,0,0,1
28779,John Florveus,Georgia,2011,22,11,10,1,6,8,0,2,2,0,0
28779,John Florveus,Georgia,2012,14,7,7,0,5,4,0,1,0,0,0
28780,Nemanja Djurisic,Georgia,2011,7,2,5,0,1,1,0,0,3,0,1
28780,Nemanja Djurisic,Georgia,2012,9,5,3,0,1,1,0,0,1,0,1
28780,Nemanja Djurisic,Georgia,2013,11,3,8,0,1,3,0,4,4,0,1
28780,Nemanja Djurisic,Georgia,2014,15,6,7,2,2,6,2,3,2,0,1
28781,John Isaac,LSU,2011,3,3,0,0,3,0,0,0,0,0,0
28782,Galen Campbell,Tennessee,2011,0,0,0,0,0,0,0,0,0,0,0
28782,Galen Campbell,Tennessee,2013,0,0,0,0,0,0,0,0,0,0,0
28782,Galen Campbell,Tennessee,2014,0,0,0,0,0,0,0,0,0,0,0
28783,Quinton Chievous,Tennessee,2012,1,1,0,0,0,0,0,0,0,0,0
28783,Quinton Chievous,Tennessee,2013,0,0,0,0,0,0,0,0,0,0,0
28783,Quinton Chievous,Hampton,2014,3,0,2,1,0,2,1,0,2,0,3
28783,Quinton Chievous,Hampton,2015,4,0,4,0,0,3,0,1,2,0,2
28784,Brandon Lopez,Tennessee,2011,0,0,0,0,0,0,0,0,0,0,0
28784,Brandon Lopez,Tennessee,2012,0,0,0,0,0,0,0,0,0,0,0
28784,Brandon Lopez,Tennessee,2013,0,0,0,0,0,0,0,0,0,0,0
28785,Yemi Makanjuola,Tennessee,2011,12,6,6,0,4,4,0,0,3,0,0
28785,Yemi Makanjuola,Tennessee,2012,8,4,4,0,1,3,0,1,0,0,0
28785,Yemi Makanjuola,SIU-Edwardsville,2015,11,5,6,0,3,4,0,1,5,1,1
28786,Wes Washpun,Tennessee,2011,7,4,2,1,3,0,0,0,1,0,0
28786,Wes Washpun,Northern Iowa,2013,23,7,10,5,4,7,3,0,4,0,3
28786,Wes Washpun,Northern Iowa,2014,15,6,7,2,2,4,2,0,1,0,6
28786,Wes Washpun,Northern Iowa,2015,24,13,6,5,9,3,3,1,2,0,6
28787,Josh Richardson,Tennessee,2011,18,8,8,2,3,3,0,1,1,0,1
28787,Josh Richardson,Tennessee,2012,23,11,10,2,6,4,1,3,2,0,3
28787,Josh Richardson,Tennessee,2013,28,11,15,1,6,7,1,2,2,0,7
28787,Josh Richardson,Tennessee,2014,16,7,7,2,3,5,2,0,1,0,13
28788,Brenton Williams,South Carolina,2011,2,2,0,0,1,0,0,0,0,0,4
28788,Brenton Williams,South Carolina,2013,0,0,0,0,0,0,0,0,2,0,5
28789,Moussa Gueye,Alabama,2011,11,8,3,0,4,3,0,0,2,0,0
28789,Moussa Gueye,Alabama,2012,52,24,28,0,13,18,0,1,2,0,0
28789,Moussa Gueye,Valparaiso,2013,68,24,43,0,15,25,0,0,11,0,0
28790,Nick Jacobs,Alabama,2011,25,17,8,0,10,2,0,2,4,0,0
28790,Nick Jacobs,Alabama,2012,39,26,13,0,18,8,0,0,5,0,0
28790,Nick Jacobs,Alabama,2013,15,8,7,0,4,5,0,2,1,0,0
28790,Nick Jacobs,Georgia Tech,2015,25,10,14,1,5,9,1,3,3,0,2
28791,Retin Obasohan,Alabama,2012,8,3,5,0,0,3,0,0,0,0,2
28791,Retin Obasohan,Alabama,2013,29,9,19,0,5,11,0,1,2,0,10
28791,Retin Obasohan,Alabama,2014,16,8,7,1,5,5,1,0,1,0,3
28791,Retin Obasohan,Alabama,2015,10,5,5,0,2,2,0,2,1,0,6
28793,Cedric McAfee,Auburn,2011,0,0,0,0,0,0,0,0,1,0,0
28794,Bernard Morena,Kennesaw State,2013,17,4,13,0,3,11,0,0,6,0,3
28794,Bernard Morena,Kennesaw State,2014,21,4,17,0,2,9,0,0,6,0,1
28794,Bernard Morena,Kennesaw State,2015,27,6,21,0,2,12,0,1,4,0,0
28795,Willy Kouassi,Auburn,2011,16,7,9,0,4,5,0,0,1,0,0
28795,Willy Kouassi,Kennesaw State,2013,34,5,29,0,2,14,0,2,3,0,0
28795,Willy Kouassi,Kennesaw State,2014,36,6,28,0,2,18,0,0,3,0,0
28795,Willy Kouassi,Arkansas,2015,19,12,6,1,10,3,1,0,2,0,0
28797,Reed Clayton,Mississippi State,2011,0,0,0,0,0,0,0,0,0,0,0
28798,Shawn Long,Louisiana,2012,61,38,23,0,21,16,0,4,7,0,0
28798,Shawn Long,Louisiana,2013,90,50,38,1,27,23,1,1,9,1,2
28798,Shawn Long,Louisiana,2014,55,20,35,0,10,13,0,2,7,0,1
28798,Shawn Long,Louisiana,2015,57,24,33,0,11,20,0,2,10,0,6
28799,Tyson Cunningham,Mississippi State,2011,0,0,0,0,0,0,0,0,0,0,0
28799,Tyson Cunningham,Mississippi State,2012,2,0,1,1,0,0,0,3,4,0,0
28799,Tyson Cunningham,Mississippi State,2013,0,0,0,0,0,0,0,0,0,0,0
28800,Roquez Johnson,Mississippi State,2011,3,1,2,0,0,1,0,0,0,0,0
28800,Roquez Johnson,Mississippi State,2012,12,5,5,2,4,3,1,1,1,0,2
28800,Roquez Johnson,Mississippi State,2013,4,2,0,2,2,0,2,1,0,0,2
28800,Roquez Johnson,Mississippi State,2014,6,2,4,0,1,3,0,2,0,0,6
28801,Deville Smith,Mississippi State,2011,2,1,0,1,1,0,1,1,2,0,5
28801,Deville Smith,UNLV,2013,4,2,0,2,2,0,2,0,4,0,6
28801,Deville Smith,Tennessee-Martin,2014,18,3,4,11,1,2,7,0,4,0,9
28802,Maurice Aniefiok,Ole Miss,2011,0,0,0,0,0,0,0,0,0,0,0
28802,Maurice Aniefiok,North Texas,2013,7,4,3,0,1,1,0,2,5,0,1
28802,Maurice Aniefiok,North Texas,2014,1,0,1,0,0,0,0,0,1,0,2
28803,Aaron Jones,Ole Miss,2011,20,10,7,3,6,4,1,0,0,0,1
28803,Aaron Jones,Ole Miss,2012,32,15,9,7,10,8,5,0,2,0,0
28803,Aaron Jones,Ole Miss,2013,61,25,22,14,14,12,3,2,0,0,1
28803,Aaron Jones,Ole Miss,2014,18,12,5,1,8,3,0,0,0,0,1
28804,Jamal Jones,Ole Miss,2011,0,0,0,0,0,0,0,0,0,0,2
28804,Jamal Jones,Texas A&M,2013,12,6,6,0,3,3,0,1,1,0,2
28805,Jarvis Summers,Ole Miss,2011,2,1,1,0,1,0,0,0,3,0,4
28805,Jarvis Summers,Ole Miss,2012,7,2,4,1,0,0,1,0,5,0,0
28805,Jarvis Summers,Ole Miss,2013,10,4,5,1,0,2,0,0,4,0,3
28805,Jarvis Summers,Ole Miss,2014,4,0,3,1,0,2,1,0,1,0,4
28806,Ladarius White,Ole Miss,2011,3,1,2,0,0,1,0,0,1,0,2
28806,Ladarius White,Ole Miss,2012,9,1,7,1,0,3,1,0,2,0,5
28806,Ladarius White,Ole Miss,2013,4,0,4,0,0,3,0,0,2,0,4
28806,Ladarius White,Ole Miss,2014,6,0,3,3,0,1,2,0,2,0,5
28807,Cory Calvert,Brigham Young,2012,0,0,0,0,0,0,0,0,0,0,1
28807,Cory Calvert,Brigham Young,2015,0,0,0,0,0,0,0,0,0,0,0
28807,Cory Calvert,Utah Valley,2017,0,0,0,0,0,0,0,0,1,0,0
28808,Phil Forte,Oklahoma State,2012,0,0,0,0,0,0,0,0,2,0,6
28808,Phil Forte,Oklahoma State,2013,0,0,0,0,0,0,0,0,2,0,5
28808,Phil Forte,Oklahoma State,2014,2,1,1,0,1,1,0,1,2,0,10
28808,Phil Forte,Oklahoma State,2015,0,0,0,0,0,0,0,0,0,0,0
28808,Phil Forte,Oklahoma State,2016,2,1,1,0,1,0,0,0,1,1,6
28809,Nathan Adrian,West Virginia,2013,19,6,12,1,2,7,0,0,2,0,2
28809,Nathan Adrian,West Virginia,2014,12,3,7,1,1,3,1,0,2,0,0
28809,Nathan Adrian,West Virginia,2015,7,3,3,1,2,3,0,1,3,0,3
28809,Nathan Adrian,West Virginia,2016,17,5,9,3,3,5,2,1,2,0,4
28810,Stilman White,North Carolina,2011,0,0,0,0,0,0,0,3,2,0,0
28810,Stilman White,North Carolina,2014,0,0,0,0,0,0,0,0,0,0,0
28810,Stilman White,North Carolina,2015,0,0,0,0,0,0,0,0,0,0,0
28810,Stilman White,North Carolina,2016,0,0,0,0,0,0,0,0,0,0,0
28811,Desmond Hubert,North Carolina,2011,5,5,0,0,4,0,0,0,0,0,0
28811,Desmond Hubert,North Carolina,2012,26,18,6,1,15,1,0,0,1,0,1
28811,Desmond Hubert,North Carolina,2013,11,9,2,0,5,1,0,0,0,0,0
28811,Desmond Hubert,North Carolina,2014,1,1,0,0,1,0,0,1,0,0,0
28813,Darion Atkins,Virginia,2011,19,11,8,0,9,5,0,0,2,0,1
28813,Darion Atkins,Virginia,2012,26,10,16,0,7,9,0,1,4,0,0
28813,Darion Atkins,Virginia,2013,19,4,15,0,1,5,0,1,3,0,0
28813,Darion Atkins,Virginia,2014,34,12,22,0,9,15,0,1,4,0,3
28814,Anthony Fields,Wake Forest,2011,0,0,0,0,0,0,0,0,1,0,2
28814,Anthony Fields,Bradley,2013,0,0,0,0,0,0,0,0,2,0,0
28814,Anthony Fields,Bradley,2014,0,0,0,0,0,0,0,0,0,0,0
28814,Anthony Fields,Liberty,2015,0,0,0,0,0,0,0,1,5,1,2
28815,Daniel Green,Wake Forest,2011,3,1,2,0,1,1,0,0,2,0,0
28815,Daniel Green,Wake Forest,2014,0,0,0,0,0,0,0,0,0,0,0
28815,Daniel Green,Little Rock,2015,6,0,6,0,0,0,0,0,0,0,0
28816,Jaqawn Raymond,NC State,2011,0,0,0,0,0,0,0,0,0,0,0
28816,Jaqawn Raymond,Middle Tennessee State,2013,3,1,1,1,1,1,0,0,4,1,0
28816,Jaqawn Raymond,Middle Tennessee State,2014,8,1,6,1,1,2,0,2,2,0,4
28816,Jaqawn Raymond,Middle Tennessee State,2015,4,0,2,2,0,1,2,3,3,0,4
28817,Staats Battle,NC State,2011,0,0,0,0,0,0,0,0,0,0,0
28817,Staats Battle,NC State,2012,0,0,0,0,0,0,0,0,0,0,0
28817,Staats Battle,NC State,2013,0,0,0,0,0,0,0,0,0,0,0
28817,Staats Battle,NC State,2014,0,0,0,0,0,0,0,0,1,0,0
28818,Tyler Harris,NC State,2011,0,0,0,0,0,0,0,0,1,0,0
28818,Tyler Harris,Providence,2013,22,9,13,0,4,9,0,0,7,0,5
28818,Tyler Harris,Providence,2014,7,2,5,0,0,3,0,0,3,0,3
28818,Tyler Harris,Auburn,2015,14,4,8,2,4,6,1,4,6,0,0
28819,Kiel Turpin,Florida State,2012,42,11,31,0,9,16,0,2,3,0,0
28819,Kiel Turpin,Florida State,2014,23,5,18,0,3,11,0,1,8,0,0
28820,Devin Coleman,Clemson,2011,1,1,0,0,1,0,0,0,0,1,2
28820,Devin Coleman,Clemson,2013,1,0,1,0,0,1,0,0,0,0,0
28820,Devin Coleman,Temple,2014,2,0,1,1,0,1,1,2,0,1,2
28820,Devin Coleman,Temple,2015,4,2,2,0,1,0,0,1,0,0,1
28821,Carson Fields,Clemson,2011,0,0,0,0,0,0,0,0,0,0,0
28821,Carson Fields,Clemson,2012,0,0,0,0,0,0,0,1,0,0,0
28821,Carson Fields,Clemson,2013,0,0,0,0,0,0,0,0,0,0,0
28822,Rod Hall,Clemson,2011,0,0,0,0,0,0,0,0,0,0,1
28822,Rod Hall,Clemson,2012,2,0,2,0,0,1,0,1,3,0,3
28822,Rod Hall,Clemson,2013,5,2,1,2,1,1,1,1,3,0,3
28822,Rod Hall,Clemson,2014,6,0,5,1,0,2,1,1,4,0,4
28823,K.J. McDaniels,Clemson,2011,20,9,8,3,8,7,1,0,0,0,2
28823,K.J. McDaniels,Clemson,2012,58,18,34,6,9,22,4,5,3,0,7
28823,K.J. McDaniels,Clemson,2013,100,30,58,11,18,30,6,0,3,0,11
28824,T.J. Sapp,Clemson,2011,0,0,0,0,0,0,0,0,1,0,3
28824,T.J. Sapp,Clemson,2012,1,0,0,1,0,0,1,0,0,0,0
28824,T.J. Sapp,Murray State,2013,5,0,5,0,0,5,0,0,3,0,4
28824,T.J. Sapp,Murray State,2014,3,1,2,0,0,0,0,3,5,0,5
28825,Eddie Odio,Boston College,2011,3,2,1,0,0,1,0,0,1,0,0
28825,Eddie Odio,Boston College,2012,22,11,9,2,8,4,1,3,4,1,1
28825,Eddie Odio,Boston College,2013,24,9,15,0,5,10,0,0,3,0,1
28825,Eddie Odio,Boston College,2014,11,0,11,0,0,7,0,1,3,0,0
28826,Jordan Daniels,Boston College,2011,4,0,1,3,0,0,2,5,4,0,0
28826,Jordan Daniels,Drake,2013,1,0,0,1,0,0,1,0,3,0,0
28826,Jordan Daniels,Drake,2014,2,0,2,0,0,2,0,1,0,0,3
28827,Ryan Kilcullen,Boston College,2011,0,0,0,0,0,0,0,0,0,0,0
28828,John Cain-Carney,Boston College,2011,0,0,0,0,0,0,0,0,0,0,0
28828,John Cain-Carney,Boston College,2012,0,0,0,0,0,0,0,0,0,0,0
28828,John Cain-Carney,Boston College,2013,0,0,0,0,0,0,0,0,0,0,0
28828,John Cain-Carney,Boston College,2014,2,0,2,0,0,0,0,2,2,0,0
28829,Lonnie Jackson,Boston College,2011,9,0,7,2,0,4,2,4,3,0,1
28829,Lonnie Jackson,Boston College,2012,1,1,0,0,1,0,0,6,2,2,1
28829,Lonnie Jackson,Boston College,2013,4,1,3,0,1,1,0,2,3,0,2
28829,Lonnie Jackson,Boston College,2014,0,0,0,0,0,0,0,0,0,0,0
28829,Lonnie Jackson,Boise State,2015,1,0,0,0,0,0,0,0,0,0,2
28830,Dennis Clifford,Boston College,2011,29,12,17,0,8,10,0,3,9,0,0
28830,Dennis Clifford,Boston College,2012,26,14,11,1,7,5,1,0,1,0,0
28830,Dennis Clifford,Boston College,2013,2,1,1,0,1,0,0,0,0,0,0
28830,Dennis Clifford,Boston College,2014,36,10,24,1,4,15,1,1,4,0,0
28830,Dennis Clifford,Boston College,2015,33,5,28,0,1,19,0,0,5,0,0
28831,Braeden Anderson,Fresno State,2012,1,0,1,0,0,1,0,0,0,0,0
28831,Braeden Anderson,Fresno State,2014,4,1,2,1,1,2,1,0,1,0,0
28831,Braeden Anderson,Seton Hall,2015,1,0,1,0,0,0,0,0,0,0,0
28832,Christian Garrett,Kansas,2011,0,0,0,0,0,0,0,0,0,0,0
28832,Christian Garrett,Kansas,2012,0,0,0,0,0,0,0,0,0,0,0
28832,Christian Garrett,Kansas,2013,0,0,0,0,0,0,0,0,0,0,0
28832,Christian Garrett,Kansas,2014,0,0,0,0,0,0,0,0,0,0,0
28833,Merv Lindsay,Kansas,2011,1,1,0,0,0,0,0,0,0,0,0
28833,Merv Lindsay,New Mexico,2013,2,2,0,0,1,0,0,2,0,0,0
28834,Percy Gibson,Iowa State,2011,14,11,3,0,6,2,0,0,0,0,0
28834,Percy Gibson,Iowa State,2012,20,20,0,0,11,0,0,1,1,0,1
28834,Percy Gibson,Iowa State,2013,5,5,0,0,1,0,0,1,0,0,0
28834,Percy Gibson,Oakland,2015,34,11,22,0,7,10,0,2,4,0,1
28835,Aaron Law,Iowa State,2012,0,0,0,0,0,0,0,0,0,0,1
28835,Aaron Law,Coastal Carolina,2014,0,0,0,0,0,0,0,0,0,0,0
28835,Aaron Law,Coastal Carolina,2015,0,0,0,0,0,0,0,0,0,0,0
28836,Austin McBeth,Iowa State,2010,0,0,0,0,0,0,0,0,0,0,0
28836,Austin McBeth,Iowa State,2011,0,0,0,0,0,0,0,0,0,0,0
28836,Austin McBeth,Iowa State,2012,0,0,0,0,0,0,0,0,0,0,0
28837,Tyrus McGee,Iowa State,2011,8,2,1,5,1,1,2,2,4,0,1
28837,Tyrus McGee,Iowa State,2012,11,6,1,4,3,1,3,2,3,0,8
28838,Tavon Sledge,Iowa State,2011,0,0,0,0,0,0,0,0,0,0,0
28838,Tavon Sledge,Iona,2012,7,3,4,0,2,3,0,1,2,0,6
28838,Tavon Sledge,Iona,2013,0,0,0,0,0,0,0,0,1,0,0
28840,Casey Arent,Oklahoma,2011,3,1,2,0,0,2,0,0,1,0,0
28840,Casey Arent,Oklahoma,2012,0,0,0,0,0,0,0,0,0,0,0
28841,James Fraschilla,Oklahoma,2011,0,0,0,0,0,0,0,1,0,0,0
28841,James Fraschilla,Oklahoma,2012,0,0,0,0,0,0,0,0,0,0,0
28841,James Fraschilla,Oklahoma,2013,0,0,0,0,0,0,0,0,0,0,0
28841,James Fraschilla,Oklahoma,2014,0,0,0,0,0,0,0,0,0,0,0
28842,Sam Grooms,Oklahoma,2011,2,0,1,0,0,1,0,0,1,0,2
28842,Sam Grooms,Oklahoma,2012,0,0,0,0,0,0,0,1,0,0,0
28843,Christien Sager,Oklahoma State,2011,0,0,0,0,0,0,0,0,0,0,0
28843,Christien Sager,Oklahoma State,2012,1,1,0,0,0,0,0,1,0,0,0
28843,Christien Sager,Oklahoma State,2013,2,1,0,1,1,0,1,0,1,0,0
28843,Christien Sager,Oklahoma State,2014,0,0,0,0,0,0,0,0,0,0,0
28844,Luke Adams,Texas Tech,2011,0,0,0,0,0,0,0,1,0,0,0
28844,Luke Adams,Texas Tech,2012,0,0,0,0,0,0,0,0,0,0,0
28844,Luke Adams,Texas Tech,2013,0,0,0,0,0,0,0,0,0,0,0
28844,Luke Adams,Texas Tech,2014,0,0,0,0,0,0,0,0,0,0,0
28845,Cameron Forte,Georgia,2013,7,2,4,1,2,2,0,1,0,0,0
28845,Cameron Forte,Georgia,2014,6,4,2,0,2,1,0,0,0,0,1
28845,Cameron Forte,Portland State,2015,15,7,8,0,3,8,0,0,6,0,7
28846,Toddrick Gotcher,Texas Tech,2011,6,1,4,0,1,1,0,1,0,0,1
28846,Toddrick Gotcher,Texas Tech,2012,0,0,0,0,0,0,0,0,3,0,0
28846,Toddrick Gotcher,Texas Tech,2013,4,2,2,0,1,1,0,0,3,0,3
28846,Toddrick Gotcher,Texas Tech,2014,11,4,4,3,2,3,3,0,1,0,2
28846,Toddrick Gotcher,Texas Tech,2015,10,3,6,1,1,2,1,0,5,0,3
28848,Dejan Kravic,Texas Tech,2012,41,15,24,2,10,12,1,0,5,0,3
28848,Dejan Kravic,Texas Tech,2013,37,15,22,0,6,13,0,0,6,0,0
28849,Clark Lammert,Texas Tech,2011,0,0,0,0,0,0,0,0,1,0,1
28849,Clark Lammert,Texas Tech,2012,2,2,0,0,1,0,0,0,0,0,0
